"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfSkill_Code","TypeOfSkill_Desc","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"450","Madagascar","MDG","46.6982339","-19.38514785","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"454","Malawi","MWI","33.4884625","-13.40819859","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"454","Malawi","MWI","33.4884625","-13.40819859","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"458","Malaysia","MYS","116.8346314","5.452415309","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"458","Malaysia","MYS","116.8346314","5.452415309","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"462","Maldives","MDV","73.09672546","-0.614385021","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"462","Maldives","MDV","73.09672546","-0.614385021","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"466","Mali","MLI","-3.522016039","17.35311254","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"466","Mali","MLI","-3.522016039","17.35311254","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"470","Malta","MLT","14.44617519","35.89194275","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"470","Malta","MLT","14.44617519","35.89194275","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"474","Martinique","MTQ","-60.91544135","14.56086108","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"474","Martinique","MTQ","-60.91544135","14.56086108","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"480","Mauritius","MUS","57.568022","-20.28581998","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"480","Mauritius","MUS","57.568022","-20.28581998","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"484","Mexico","MEX","-102.5148166","23.93378032","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"484","Mexico","MEX","-102.5148166","23.93378032","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"492","Monaco","MCO","7.424214814","43.73532918","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"492","Monaco","MCO","7.424214814","43.73532918","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"498","Republic of Moldova","MDA","28.4650624","47.20236795","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"498","Republic of Moldova","MDA","28.4650624","47.20236795","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"499","Montenegro","MNE","19.25214024","42.78717043","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"499","Montenegro","MNE","19.25214024","42.78717043","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"500","Montserrat","MSR","-62.19261223","16.73558313","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"500","Montserrat","MSR","-62.19261223","16.73558313","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"508","Mozambique","MOZ","38.18479941","-14.27963886","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"508","Mozambique","MOZ","38.18479941","-14.27963886","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"512","Oman","OMN","57.87743482","21.98805614","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"512","Oman","OMN","57.87743482","21.98805614","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"516","Namibia","NAM","17.21907885","-22.13817068","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"516","Namibia","NAM","17.21907885","-22.13817068","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"520","Nauru","NRU","166.92313","-0.528742623","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"520","Nauru","NRU","166.92313","-0.528742623","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","","","","","","",""
"528","Netherlands","NLD","5.331480568","51.86728884","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","LITE","Literacy","1.00083","","",2012.0,"1.00083","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"528","Netherlands","NLD","5.331480568","51.86728884","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","0.9892","","",2012.0,"0.9892","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_GPI_FUNPROF","Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)","2019.Q1.G.01","Ratio","Ratio","G","Global","NUME","Numeracy","","","","","","",""
