series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	FEMALE	NUMBER	Female	Number	205	217	244	270	277	273.5	2016	277	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	426	28.25362195	-29.58041814	LSO	Lesotho	2	MALE	NUMBER	Male	Number	131	146	166	186	190	188	2016	190	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	426	28.25362195	-29.58041814	LSO	Lesotho	3	BOTHSEX	NUMBER	Both	Number	336	362	410	456	467	461.5	2016	467	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	428	26.42461876	56.64196636	LVA	Latvia	1	FEMALE	NUMBER	Female	Number	166	125	69	89	78	83.5	2016	78	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	428	26.42461876	56.64196636	LVA	Latvia	2	MALE	NUMBER	Male	Number	661	477	411	342	340	341	2016	340	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	428	26.42461876	56.64196636	LVA	Latvia	3	BOTHSEX	NUMBER	Both	Number	827	602	480	431	418	424.5	2016	418	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	FEMALE	NUMBER	Female	Number	68	107	121	141	150	145.5	2016	150	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	430	-9.311879038	6.448381009	LBR	Liberia	2	MALE	NUMBER	Male	Number	96	116	136	152	165	158.5	2016	165	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	430	-9.311879038	6.448381009	LBR	Liberia	3	BOTHSEX	NUMBER	Both	Number	164	223	256	293	315	304	2016	315	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	434	18.0295985	27.04042819	LBY	Libya	1	FEMALE	NUMBER	Female	Number	68	75	71	61	69	65	2016	69	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	434	18.0295985	27.04042819	LBY	Libya	2	MALE	NUMBER	Male	Number	214	248	262	199	258	228.5	2016	258	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	434	18.0295985	27.04042819	LBY	Libya	3	BOTHSEX	NUMBER	Both	Number	283	323	333	260	327	293.5	2016	327	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	FEMALE	NUMBER	Female	Number	348	263	216	189	148	168.5	2016	148	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	440	23.90517807	55.33680309	LTU	Lithuania	2	MALE	NUMBER	Male	Number	1429	1206	951	833	778	805.5	2016	778	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	440	23.90517807	55.33680309	LTU	Lithuania	3	BOTHSEX	NUMBER	Both	Number	1777	1469	1166	1022	927	974.5	2016	927	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	FEMALE	NUMBER	Female	Number	23	17	20	22	24	23	2016	24	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	442	6.092656563	49.77679538	LUX	Luxembourg	2	MALE	NUMBER	Male	Number	50	49	46	61	54	57.5	2016	54	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	442	6.092656563	49.77679538	LUX	Luxembourg	3	BOTHSEX	NUMBER	Both	Number	73	66	66	83	78	80.5	2016	78	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	FEMALE	NUMBER	Female	Number	222	248	266	270	273	271.5	2016	273	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	450	46.6982339	-19.38514785	MDG	Madagascar	2	MALE	NUMBER	Male	Number	511	582	652	688	700	694	2016	700	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	450	46.6982339	-19.38514785	MDG	Madagascar	3	BOTHSEX	NUMBER	Both	Number	733	830	919	958	973	965.5	2016	973	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	FEMALE	NUMBER	Female	Number	140	118	119	142	149	145.5	2016	149	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	454	33.4884625	-13.40819859	MWI	Malawi	2	MALE	NUMBER	Male	Number	571	465	458	492	520	506	2016	520	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	454	33.4884625	-13.40819859	MWI	Malawi	3	BOTHSEX	NUMBER	Both	Number	710	583	577	634	669	651.5	2016	669	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	FEMALE	NUMBER	Female	Number	349	369	387	460	477	468.5	2016	477	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	458	116.8346314	5.452415309	MYS	Malaysia	2	MALE	NUMBER	Male	Number	881	1013	1054	1205	1249	1227	2016	1249	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	458	116.8346314	5.452415309	MYS	Malaysia	3	BOTHSEX	NUMBER	Both	Number	1230	1381	1441	1665	1726	1695.5	2016	1726	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	FEMALE	NUMBER	Female	Number	5	3	3	3	2	2.5	2016	2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	462	73.09672546	-0.614385021	MDV	Maldives	2	MALE	NUMBER	Male	Number	8	7	8	8	7	7.5	2016	7	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	462	73.09672546	-0.614385021	MDV	Maldives	3	BOTHSEX	NUMBER	Both	Number	12	10	12	11	10	10.5	2016	10	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	466	-3.522016039	17.35311254	MLI	Mali	1	FEMALE	NUMBER	Female	Number	175	176	200	236	239	237.5	2016	239	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	466	-3.522016039	17.35311254	MLI	Mali	2	MALE	NUMBER	Male	Number	423	457	526	601	619	610	2016	619	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	466	-3.522016039	17.35311254	MLI	Mali	3	BOTHSEX	NUMBER	Both	Number	598	633	727	838	858	848	2016	858	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	470	14.44617519	35.89194275	MLT	Malta	1	FEMALE	NUMBER	Female	Number	6	6	5	7	6	6.5	2016	6	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	470	14.44617519	35.89194275	MLT	Malta	2	MALE	NUMBER	Male	Number	20	16	28	27	26	26.5	2016	26	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	470	14.44617519	35.89194275	MLT	Malta	3	BOTHSEX	NUMBER	Both	Number	26	23	33	34	32	33	2016	32	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	474	-60.91544135	14.56086108	MTQ	Martinique	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	474	-60.91544135	14.56086108	MTQ	Martinique	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	FEMALE	NUMBER	Female	Number	24	27	34	44	47	45.5	2016	47	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	478	-10.33187259	20.26089546	MRT	Mauritania	2	MALE	NUMBER	Male	Number	69	84	105	134	142	138	2016	142	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	478	-10.33187259	20.26089546	MRT	Mauritania	3	BOTHSEX	NUMBER	Both	Number	93	111	139	179	189	184	2016	189	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	FEMALE	NUMBER	Female	Number	28	24	23	27	15	21	2016	15	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	480	57.568022	-20.28581998	MUS	Mauritius	2	MALE	NUMBER	Male	Number	104	83	78	80	83	81.5	2016	83	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	480	57.568022	-20.28581998	MUS	Mauritius	3	BOTHSEX	NUMBER	Both	Number	132	107	101	107	98	102.5	2016	98	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	FEMALE	NUMBER	Female	Number	581	796	1093	1526	1476	1501	2016	1476	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	484	-102.5148166	23.93378032	MEX	Mexico	2	MALE	NUMBER	Male	Number	3101	3818	4332	5504	5061	5282.5	2016	5061	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	484	-102.5148166	23.93378032	MEX	Mexico	3	BOTHSEX	NUMBER	Both	Number	3682	4615	5425	7030	6537	6783.5	2016	6537	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	492	7.424214814	43.73532918	MCO	Monaco	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	492	7.424214814	43.73532918	MCO	Monaco	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	492	7.424214814	43.73532918	MCO	Monaco	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	FEMALE	NUMBER	Female	Number	92	76	67	55	54	54.5	2016	54	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	496	103.0728057	46.83892054	MNG	Mongolia	2	MALE	NUMBER	Male	Number	337	355	383	336	338	337	2016	338	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	496	103.0728057	46.83892054	MNG	Mongolia	3	BOTHSEX	NUMBER	Both	Number	429	431	450	391	392	391.5	2016	392	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	FEMALE	NUMBER	Female	Number	98	126	125	110	99	104.5	2016	99	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	MALE	NUMBER	Male	Number	590	673	727	556	544	550	2016	544	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	BOTHSEX	NUMBER	Both	Number	688	799	852	667	644	655.5	2016	644	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	FEMALE	NUMBER	Female	Number	21	21	18	16	17	16.5	2016	17	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	499	19.25214024	42.78717043	MNE	Montenegro	2	MALE	NUMBER	Male	Number	43	50	47	46	48	47	2016	48	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	499	19.25214024	42.78717043	MNE	Montenegro	3	BOTHSEX	NUMBER	Both	Number	64	71	65	63	65	64	2016	65	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	500	-62.19261223	16.73558313	MSR	Montserrat	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	500	-62.19261223	16.73558313	MSR	Montserrat	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	FEMALE	NUMBER	Female	Number	1176	968	779	628	613	620.5	2016	613	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	504	-6.281942841	31.8440131	MAR	Morocco	2	MALE	NUMBER	Male	Number	825	637	429	392	400	396	2016	400	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	504	-6.281942841	31.8440131	MAR	Morocco	3	BOTHSEX	NUMBER	Both	Number	2000	1605	1208	1020	1014	1017	2016	1014	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	FEMALE	NUMBER	Female	Number	452	409	376	368	376	372	2016	376	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	MALE	NUMBER	Male	Number	1140	988	969	1010	1036	1023	2016	1036	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	BOTHSEX	NUMBER	Both	Number	1592	1397	1344	1379	1412	1395.5	2016	1412	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	512	57.87743482	21.98805614	OMN	Oman	1	FEMALE	NUMBER	Female	Number	12	10	10	12	12	12	2016	12	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	512	57.87743482	21.98805614	OMN	Oman	2	MALE	NUMBER	Male	Number	85	75	102	160	162	161	2016	162	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	512	57.87743482	21.98805614	OMN	Oman	3	BOTHSEX	NUMBER	Both	Number	97	84	112	172	174	173	2016	174	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	FEMALE	NUMBER	Female	Number	42	44	48	47	46	46.5	2016	46	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	516	17.21907885	-22.13817068	NAM	Namibia	2	MALE	NUMBER	Male	Number	165	167	178	171	170	170.5	2016	170	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	516	17.21907885	-22.13817068	NAM	Namibia	3	BOTHSEX	NUMBER	Both	Number	207	211	226	218	216	217	2016	216	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	520	166.92313	-0.528742623	NRU	Nauru	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	520	166.92313	-0.528742623	NRU	Nauru	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	520	166.92313	-0.528742623	NRU	Nauru	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	524	83.94678863	28.25866332	NPL	Nepal	1	FEMALE	NUMBER	Female	Number	1671	1554	1411	1231	1176	1203.5	2016	1176	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	524	83.94678863	28.25866332	NPL	Nepal	2	MALE	NUMBER	Male	Number	1978	1654	1416	1390	1368	1379	2016	1368	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	524	83.94678863	28.25866332	NPL	Nepal	3	BOTHSEX	NUMBER	Both	Number	3649	3208	2827	2620	2544	2582	2016	2544	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	FEMALE	NUMBER	Female	Number	525	529	503	765	771	768	2016	771	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	528	5.331480568	51.86728884	NLD	Netherlands	2	MALE	NUMBER	Male	Number	1037	1097	1163	1351	1369	1360	2016	1369	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	528	5.331480568	51.86728884	NLD	Netherlands	3	BOTHSEX	NUMBER	Both	Number	1562	1625	1665	2116	2140	2128	2016	2140	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
