series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Education level	Units description	Education level description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	PERCENT	PRIMAR	Percentage	primary																		90.57431	90.57431	2017	90.57431	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	296	-157.5643005	1.768837732	KIR	Kiribati	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	296	-157.5643005	1.768837732	KIR	Kiribati	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	300	22.58307827	39.47301873	GRC	Greece	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	300	22.58307827	39.47301873	GRC	Greece	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	300	22.58307827	39.47301873	GRC	Greece	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	304	-41.39371316	74.75625681	GRL	Greenland	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	304	-41.39371316	74.75625681	GRL	Greenland	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	308	-61.68248568	12.11238395	GRD	Grenada	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	308	-61.68248568	12.11238395	GRD	Grenada	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	316	144.7029305	13.35485404	GUM	Guam	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	316	144.7029305	13.35485404	GUM	Guam	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	316	144.7029305	13.35485404	GUM	Guam	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	320	-91.2312746	15.00273719	GTM	Guatemala	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	320	-91.2312746	15.00273719	GTM	Guatemala	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	324	-11.28173419	11.00210343	GIN	Guinea	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	324	-11.28173419	11.00210343	GIN	Guinea	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	328	-58.97322037	4.788012784	GUY	Guyana	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	328	-58.97322037	4.788012784	GUY	Guyana	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	332	-72.33640958	18.40426539	HTI	Haiti	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	332	-72.33640958	18.40426539	HTI	Haiti	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	336	12.45315803	41.90343751	VAT	Holy See	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	336	12.45315803	41.90343751	VAT	Holy See	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	336	12.45315803	41.90343751	VAT	Holy See	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	340	-86.59974381	14.82243161	HND	Honduras	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	340	-86.59974381	14.82243161	HND	Honduras	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	340	-86.59974381	14.82243161	HND	Honduras	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	348	19.41221519	47.1651448	HUN	Hungary	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	348	19.41221519	47.1651448	HUN	Hungary	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	348	19.41221519	47.1651448	HUN	Hungary	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	352	-19.02116966	64.79134763	ISL	Iceland	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	352	-19.02116966	64.79134763	ISL	Iceland	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	356	79.3608464	22.34642074	IND	India	1	PERCENT	UPPSEC	Percentage	upper secondary																	94.86243		94.86243	2016	94.86243	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	356	79.3608464	22.34642074	IND	India	2	PERCENT	LOWSEC	Percentage	lower secondary																	94.71147		94.71147	2016	94.71147	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	356	79.3608464	22.34642074	IND	India	3	PERCENT	PRIMAR	Percentage	primary																	93.31446		93.31446	2016	93.31446	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	PERCENT	UPPSEC	Percentage	upper secondary																	22.74014		22.74014	2016	22.74014	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	360	113.9174	-0.994582204	IDN	Indonesia	2	PERCENT	LOWSEC	Percentage	lower secondary																	25.03104		25.03104	2016	25.03104	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	360	113.9174	-0.994582204	IDN	Indonesia	3	PERCENT	PRIMAR	Percentage	primary																	19.78828		19.78828	2016	19.78828	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	368	43.76606267	33.05013795	IRQ	Iraq	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	368	43.76606267	33.05013795	IRQ	Iraq	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	372	-7.121425272	53.25274054	IRL	Ireland	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	372	-7.121425272	53.25274054	IRL	Ireland	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	376	34.62277992	31.06164552	ISR	Israel	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	376	34.62277992	31.06164552	ISR	Israel	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	376	34.62277992	31.06164552	ISR	Israel	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	380	12.57022427	42.79917282	ITA	Italy	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	380	12.57022427	42.79917282	ITA	Italy	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	380	12.57022427	42.79917282	ITA	Italy	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	388	-77.31068409	18.15616857	JAM	Jamaica	2	PERCENT	LOWSEC	Percentage	lower secondary																	46.17647		46.17647	2016	46.17647	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	388	-77.31068409	18.15616857	JAM	Jamaica	3	PERCENT	PRIMAR	Percentage	primary																	93.92202		93.92202	2016	93.92202	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	392	139.2716103	36.6554539	JPN	Japan	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	392	139.2716103	36.6554539	JPN	Japan	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	400	37.13024774	30.65365973	JOR	Jordan	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	400	37.13024774	30.65365973	JOR	Jordan	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	400	37.13024774	30.65365973	JOR	Jordan	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	404	37.86096816	0.534797278	KEN	Kenya	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	404	37.86096816	0.534797278	KEN	Kenya	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	404	37.86096816	0.534797278	KEN	Kenya	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	414	47.49305029	29.53949468	KWT	Kuwait	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	414	47.49305029	29.53949468	KWT	Kuwait	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	422	35.89391711	33.92152458	LBN	Lebanon	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	422	35.89391711	33.92152458	LBN	Lebanon	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	426	28.25362195	-29.58041814	LSO	Lesotho	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	426	28.25362195	-29.58041814	LSO	Lesotho	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	428	26.42461876	56.64196636	LVA	Latvia	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	428	26.42461876	56.64196636	LVA	Latvia	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	428	26.42461876	56.64196636	LVA	Latvia	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	430	-9.311879038	6.448381009	LBR	Liberia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	430	-9.311879038	6.448381009	LBR	Liberia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	434	18.0295985	27.04042819	LBY	Libya	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	434	18.0295985	27.04042819	LBY	Libya	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	434	18.0295985	27.04042819	LBY	Libya	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	PERCENT	UPPSEC	Percentage	upper secondary																							
