series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	430	-9.311879038	6.448381009	LBR	Liberia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	430	-9.311879038	6.448381009	LBR	Liberia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	434	18.0295985	27.04042819	LBY	Libya	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	434	18.0295985	27.04042819	LBY	Libya	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	434	18.0295985	27.04042819	LBY	Libya	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	434	18.0295985	27.04042819	LBY	Libya	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			13.33	13.33	2016	13.33	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	440	23.90517807	55.33680309	LTU	Lithuania	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			4.44	4.44	2016	4.44	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	440	23.90517807	55.33680309	LTU	Lithuania	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			11.11	11.11	2016	11.11	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	440	23.90517807	55.33680309	LTU	Lithuania	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			48.89	48.89	2016	48.89	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	442	6.092656563	49.77679538	LUX	Luxembourg	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	442	6.092656563	49.77679538	LUX	Luxembourg	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	442	6.092656563	49.77679538	LUX	Luxembourg	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	450	46.6982339	-19.38514785	MDG	Madagascar	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	450	46.6982339	-19.38514785	MDG	Madagascar	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	450	46.6982339	-19.38514785	MDG	Madagascar	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	454	33.4884625	-13.40819859	MWI	Malawi	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	454	33.4884625	-13.40819859	MWI	Malawi	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	454	33.4884625	-13.40819859	MWI	Malawi	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	458	116.8346314	5.452415309	MYS	Malaysia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	458	116.8346314	5.452415309	MYS	Malaysia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	458	116.8346314	5.452415309	MYS	Malaysia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	462	73.09672546	-0.614385021	MDV	Maldives	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	462	73.09672546	-0.614385021	MDV	Maldives	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	462	73.09672546	-0.614385021	MDV	Maldives	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	466	-3.522016039	17.35311254	MLI	Mali	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	466	-3.522016039	17.35311254	MLI	Mali	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	466	-3.522016039	17.35311254	MLI	Mali	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	466	-3.522016039	17.35311254	MLI	Mali	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	470	14.44617519	35.89194275	MLT	Malta	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	470	14.44617519	35.89194275	MLT	Malta	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	470	14.44617519	35.89194275	MLT	Malta	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	470	14.44617519	35.89194275	MLT	Malta	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			58.06	58.06	2016	58.06	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	474	-60.91544135	14.56086108	MTQ	Martinique	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	474	-60.91544135	14.56086108	MTQ	Martinique	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	474	-60.91544135	14.56086108	MTQ	Martinique	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	478	-10.33187259	20.26089546	MRT	Mauritania	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	478	-10.33187259	20.26089546	MRT	Mauritania	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	478	-10.33187259	20.26089546	MRT	Mauritania	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			37.5	37.5	2016	37.5	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	480	57.568022	-20.28581998	MUS	Mauritius	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			6.25	6.25	2016	6.25	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	480	57.568022	-20.28581998	MUS	Mauritius	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			56.25	56.25	2016	56.25	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	480	57.568022	-20.28581998	MUS	Mauritius	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			21.6	21.6	2016	21.6	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	484	-102.5148166	23.93378032	MEX	Mexico	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			4.61	4.61	2016	4.61	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	484	-102.5148166	23.93378032	MEX	Mexico	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			57.03	57.03	2016	57.03	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	484	-102.5148166	23.93378032	MEX	Mexico	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			7.09	7.09	2016	7.09	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	492	7.424214814	43.73532918	MCO	Monaco	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	492	7.424214814	43.73532918	MCO	Monaco	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	492	7.424214814	43.73532918	MCO	Monaco	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	492	7.424214814	43.73532918	MCO	Monaco	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			10	10	2016	10	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	496	103.0728057	46.83892054	MNG	Mongolia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	496	103.0728057	46.83892054	MNG	Mongolia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			90	90	2016	90	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	496	103.0728057	46.83892054	MNG	Mongolia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			13.36	13.36	2016	13.36	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			1.72	1.72	2016	1.72	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			40.95	40.95	2016	40.95	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			43.97	43.97	2016	43.97	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	499	19.25214024	42.78717043	MNE	Montenegro	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	499	19.25214024	42.78717043	MNE	Montenegro	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			50	50	2016	50	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	499	19.25214024	42.78717043	MNE	Montenegro	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage			0	0	2016	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	500	-62.19261223	16.73558313	MSR	Montserrat	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	500	-62.19261223	16.73558313	MSR	Montserrat	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	500	-62.19261223	16.73558313	MSR	Montserrat	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	504	-6.281942841	31.8440131	MAR	Morocco	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	504	-6.281942841	31.8440131	MAR	Morocco	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	504	-6.281942841	31.8440131	MAR	Morocco	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	512	57.87743482	21.98805614	OMN	Oman	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage		50		50	2015	50	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	512	57.87743482	21.98805614	OMN	Oman	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage		0		0	2015	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	512	57.87743482	21.98805614	OMN	Oman	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage		50		50	2015	50	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	512	57.87743482	21.98805614	OMN	Oman	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage		0		0	2015	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	516	17.21907885	-22.13817068	NAM	Namibia	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	516	17.21907885	-22.13817068	NAM	Namibia	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	516	17.21907885	-22.13817068	NAM	Namibia	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	520	166.92313	-0.528742623	NRU	Nauru	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	520	166.92313	-0.528742623	NRU	Nauru	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	520	166.92313	-0.528742623	NRU	Nauru	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	520	166.92313	-0.528742623	NRU	Nauru	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	524	83.94678863	28.25866332	NPL	Nepal	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage	0			0	2014	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	524	83.94678863	28.25866332	NPL	Nepal	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage	0			0	2014	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	524	83.94678863	28.25866332	NPL	Nepal	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	74.81			74.81	2014	74.81	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	524	83.94678863	28.25866332	NPL	Nepal	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage	0			0	2014	0	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage	13.97			13.97	2014	13.97	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	528	5.331480568	51.86728884	NLD	Netherlands	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage	4.16			4.16	2014	4.16	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	528	5.331480568	51.86728884	NLD	Netherlands	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	67.58			67.58	2014	67.58	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	528	5.331480568	51.86728884	NLD	Netherlands	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage	10.25			10.25	2014	10.25	GLOTIP Database	C
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	531	-68.95033464	12.15058042	CUW	Curaçao	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	531	-68.95033464	12.15058042	CUW	Curaçao	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	531	-68.95033464	12.15058042	CUW	Curaçao	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	533	-69.97050586	12.50878756	ABW	Aruba	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	533	-69.97050586	12.50878756	ABW	Aruba	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	533	-69.97050586	12.50878756	ABW	Aruba	4	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	<15Y	FEMALE	PERCENT	under 15 years old	Female	Percentage								
2018.Q2.G.01	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	<15Y	MALE	PERCENT	under 15 years old	Male	Percentage								
