series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	400	37.13024774	30.65365973	JOR	Jordan	1	INDEX	LB	Index	Lower bound	0.96251	0.96196	0.9619	0.96112	0.9593	0.95854	0.95789	0.95786	0.95723	0.95719	0.95674	0.95648	0.95572	0.9554	0.955	0.95372	0.95303	0.95288	0.95199	0.95082	0.95035	0.94937	0.94887	0.94815	0.94698	0.94642	0.947958	2018	0.94642	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	400	37.13024774	30.65365973	JOR	Jordan	2	INDEX	MP	Index	P	0.96982	0.96857	0.96752	0.96639	0.96499	0.96374	0.96244	0.96194	0.96132	0.9607	0.96045	0.96036	0.96032	0.96032	0.96024	0.96014	0.96005	0.95995	0.95977	0.95962	0.95943	0.95936	0.95911	0.95908	0.95895	0.95878	0.959056	2018	0.95878	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	400	37.13024774	30.65365973	JOR	Jordan	3	INDEX	UB	Index	Upper bound	0.97174	0.97069	0.97023	0.96981	0.9685	0.96715	0.96585	0.96455	0.96325	0.96203	0.96166	0.96144	0.96108	0.96088	0.96069	0.96056	0.96046	0.96057	0.96096	0.96108	0.96127	0.96176	0.96178	0.96233	0.96253	0.96261	0.962202	2018	0.96261	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	404	37.86096816	0.534797278	KEN	Kenya	1	INDEX	LB	Index	Lower bound	0.86271	0.86258	0.86121	0.85856	0.85543	0.85155	0.84872	0.84547	0.84191	0.83871	0.8355	0.83193	0.82857	0.82517	0.82165	0.81703	0.81108	0.807	0.80216	0.79676	0.7925	0.78583	0.78055	0.77459	0.76975	0.76359	0.774862	2018	0.76359	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	404	37.86096816	0.534797278	KEN	Kenya	2	INDEX	MP	Index	P	0.8682	0.86797	0.86698	0.86562	0.86372	0.86029	0.8572	0.85383	0.85048	0.84716	0.84402	0.84078	0.83735	0.83474	0.83174	0.82838	0.82504	0.82244	0.81956	0.81557	0.81232	0.80919	0.80637	0.80337	0.80067	0.79587	0.803094	2018	0.79587	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	404	37.86096816	0.534797278	KEN	Kenya	3	INDEX	UB	Index	Upper bound	0.8723	0.87207	0.87126	0.87064	0.87001	0.86855	0.86493	0.86214	0.8592	0.85592	0.85296	0.84964	0.84663	0.84344	0.84032	0.83646	0.83442	0.83172	0.83001	0.82924	0.82915	0.82838	0.82778	0.82739	0.82721	0.82714	0.82758	2018	0.82714	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	INDEX	LB	Index	Lower bound	0.92332	0.92324	0.92239	0.92225	0.92234	0.92235	0.92225	0.92147	0.92061	0.91957	0.91849	0.91723	0.91541	0.91333	0.91258	0.90951	0.90882	0.90645	0.90515	0.90254	0.90034	0.89851	0.8953	0.89497	0.89213	0.8905	0.894282	2018	0.8905	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	INDEX	MP	Index	P	0.93924	0.93829	0.93699	0.9356	0.93426	0.93329	0.93169	0.93041	0.92932	0.92788	0.92687	0.92595	0.92505	0.92416	0.92291	0.92216	0.92141	0.9201	0.91923	0.9182	0.91701	0.91622	0.9154	0.91414	0.91322	0.91227	0.91425	2018	0.91227	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	INDEX	UB	Index	Upper bound	0.94389	0.94235	0.94082	0.93916	0.93804	0.93674	0.93528	0.93433	0.93304	0.93185	0.93077	0.92964	0.92863	0.92776	0.92726	0.92693	0.92695	0.92691	0.92711	0.92757	0.92727	0.9279	0.92805	0.92814	0.92816	0.92821	0.928092	2018	0.92821	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	410	127.8610254	36.45201023	KOR	Republic of Korea	1	INDEX	LB	Index	Lower bound	0.83734	0.83712	0.83608	0.83376	0.82977	0.82708	0.82214	0.81896	0.81327	0.80922	0.80543	0.79943	0.79635	0.79277	0.78785	0.78222	0.77929	0.76995	0.76628	0.76013	0.7508	0.74894	0.74165	0.73314	0.72535	0.7186	0.733536	2018	0.7186	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	410	127.8610254	36.45201023	KOR	Republic of Korea	2	INDEX	MP	Index	P	0.85457	0.85399	0.85221	0.85041	0.84811	0.84434	0.84041	0.83805	0.83446	0.8316	0.82825	0.82454	0.82095	0.81688	0.81391	0.80968	0.80658	0.80292	0.80035	0.79696	0.79428	0.7905	0.78689	0.7837	0.78151	0.77711	0.783942	2018	0.77711	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	410	127.8610254	36.45201023	KOR	Republic of Korea	3	INDEX	UB	Index	Upper bound	0.86014	0.85903	0.85774	0.85716	0.85608	0.85452	0.85105	0.84804	0.84587	0.843	0.84047	0.83794	0.8358	0.83363	0.83183	0.82994	0.82817	0.82697	0.8252	0.82188	0.82065	0.82029	0.81849	0.81718	0.81726	0.81671	0.817986	2018	0.81671	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	414	47.49305029	29.53949468	KWT	Kuwait	1	INDEX	LB	Index	Lower bound	0.94784	0.94743	0.94403	0.93938	0.93492	0.92936	0.92349	0.91779	0.91147	0.9058	0.89887	0.89246	0.88682	0.88084	0.87418	0.87027	0.86476	0.85711	0.85009	0.84269	0.83785	0.83101	0.82383	0.8168	0.80238	0.79699	0.814202	2018	0.79699	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	414	47.49305029	29.53949468	KWT	Kuwait	2	INDEX	MP	Index	P	0.95029	0.94947	0.94837	0.94658	0.94401	0.94026	0.93556	0.93158	0.92696	0.92324	0.91916	0.91495	0.91242	0.90833	0.90468	0.90126	0.89802	0.89438	0.89004	0.88736	0.88138	0.87892	0.87522	0.87172	0.86772	0.86412	0.87154	2018	0.86412	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	414	47.49305029	29.53949468	KWT	Kuwait	3	INDEX	UB	Index	Upper bound	0.95212	0.95112	0.95042	0.94951	0.9485	0.9469	0.94327	0.93977	0.93564	0.93218	0.92882	0.92499	0.9217	0.91875	0.91574	0.91278	0.90981	0.90706	0.90542	0.90391	0.903	0.90314	0.90151	0.90176	0.90035	0.90007	0.901366	2018	0.90007	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	INDEX	LB	Index	Lower bound	0.97762	0.97803	0.97859	0.97877	0.97926	0.97989	0.97996	0.97996	0.98051	0.97917	0.97819	0.97718	0.97611	0.97549	0.9741	0.97418	0.97336	0.97068	0.97087	0.96815	0.96637	0.96527	0.96526	0.96346	0.96243	0.96222	0.963728	2018	0.96222	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	INDEX	MP	Index	P	0.9906	0.99024	0.98992	0.98963	0.98935	0.98905	0.98862	0.98833	0.98797	0.98755	0.98711	0.98669	0.98646	0.98613	0.98593	0.98575	0.98556	0.98535	0.98512	0.98483	0.98455	0.9844	0.98398	0.98384	0.98368	0.98337	0.983854	2018	0.98337	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	INDEX	UB	Index	Upper bound	0.99298	0.99258	0.99116	0.99056	0.99023	0.9897	0.98935	0.98905	0.98869	0.9884	0.98797	0.98756	0.98713	0.98685	0.98658	0.98636	0.98609	0.98612	0.98689	0.98739	0.98815	0.9889	0.98997	0.99001	0.99105	0.99145	0.990276	2018	0.99145	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	INDEX	LB	Index	Lower bound	0.81243	0.81214	0.81232	0.81165	0.81145	0.81067	0.81015	0.80952	0.80828	0.80769	0.8069	0.80595	0.80491	0.80443	0.80286	0.80175	0.80019	0.79894	0.79876	0.7963	0.79512	0.79437	0.79241	0.79115	0.78907	0.78668	0.790736	2018	0.78668	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	INDEX	MP	Index	P	0.82244	0.82187	0.82128	0.82075	0.82026	0.81976	0.81907	0.81818	0.81774	0.81708	0.81669	0.81622	0.81559	0.81524	0.81442	0.81419	0.81386	0.81305	0.81272	0.81232	0.81139	0.81129	0.81127	0.81068	0.81009	0.80984	0.810634	2018	0.80984	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	INDEX	UB	Index	Upper bound	0.83108	0.82992	0.82924	0.82845	0.82815	0.82733	0.82684	0.82612	0.82591	0.8252	0.82539	0.82552	0.82518	0.82554	0.82498	0.82565	0.82534	0.82593	0.82603	0.82566	0.82635	0.82708	0.82685	0.82742	0.82748	0.82794	0.827354	2018	0.82794	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	422	35.89391711	33.92152458	LBN	Lebanon	1	INDEX	LB	Index	Lower bound	0.93529	0.93158	0.93074	0.92443	0.92191	0.91761	0.91504	0.91448	0.91402	0.91309	0.91305	0.91241	0.91245	0.91232	0.91167	0.91035	0.91031	0.90966	0.90964	0.90959	0.90966	0.90966	0.90895	0.90865	0.90849	0.90821	0.908792	2018	0.90821	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	422	35.89391711	33.92152458	LBN	Lebanon	2	INDEX	MP	Index	P	0.9444	0.94372	0.93981	0.93539	0.93108	0.92667	0.92246	0.91812	0.91801	0.91795	0.91791	0.91789	0.91788	0.91789	0.91789	0.91789	0.91789	0.9179	0.91791	0.91792	0.91793	0.91794	0.91796	0.91798	0.91799	0.918	0.917974	2018	0.918	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	422	35.89391711	33.92152458	LBN	Lebanon	3	INDEX	UB	Index	Upper bound	0.94546	0.94507	0.94481	0.94436	0.93982	0.9355	0.93116	0.92684	0.92252	0.91821	0.91815	0.91809	0.91803	0.91799	0.918	0.91806	0.91855	0.91892	0.91937	0.91996	0.92043	0.92112	0.92193	0.92248	0.9228	0.92341	0.922348	2018	0.92341	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	426	28.25362195	-29.58041814	LSO	Lesotho	1	INDEX	LB	Index	Lower bound	0.96608	0.96607	0.96607	0.96606	0.96605	0.96605	0.96603	0.96601	0.96599	0.96597	0.96595	0.96593	0.96593	0.96592	0.96586	0.9658	0.96574	0.96568	0.96567	0.96565	0.96563	0.96562	0.96561	0.9656	0.96559	0.96557	0.965598	2018	0.96557	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	426	28.25362195	-29.58041814	LSO	Lesotho	2	INDEX	MP	Index	P	0.9661	0.96609	0.96608	0.96607	0.96607	0.96606	0.96605	0.96604	0.96602	0.966	0.96598	0.96596	0.96595	0.96593	0.96592	0.9659	0.96586	0.9658	0.96574	0.9657	0.96568	0.96567	0.96566	0.96566	0.96565	0.96564	0.965656	2018	0.96564	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	426	28.25362195	-29.58041814	LSO	Lesotho	3	INDEX	UB	Index	Upper bound	0.96613	0.96611	0.9661	0.96609	0.96608	0.96607	0.96607	0.96606	0.96605	0.96604	0.96602	0.966	0.96597	0.96595	0.96594	0.96593	0.96592	0.9659	0.96585	0.9658	0.96574	0.96571	0.96571	0.9657	0.96571	0.9657	0.965706	2018	0.9657	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	428	26.42461876	56.64196636	LVA	Latvia	1	INDEX	LB	Index	Lower bound	0.98959	0.9894	0.98921	0.98903	0.98884	0.98866	0.98862	0.98857	0.98853	0.98849	0.98844	0.9884	0.98836	0.98831	0.98831	0.98831	0.98831	0.98831	0.98823	0.98806	0.98789	0.98772	0.98748	0.9872	0.98699	0.98662	0.987202	2018	0.98662	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	428	26.42461876	56.64196636	LVA	Latvia	2	INDEX	MP	Index	P	0.98977	0.98977	0.98959	0.9894	0.98921	0.98903	0.98884	0.98866	0.98862	0.98857	0.98853	0.98849	0.98844	0.9884	0.98836	0.98836	0.98836	0.98836	0.98836	0.98836	0.98823	0.98806	0.98789	0.98772	0.98763	0.98744	0.987748	2018	0.98744	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	428	26.42461876	56.64196636	LVA	Latvia	3	INDEX	UB	Index	Upper bound	0.98977	0.98977	0.98977	0.98977	0.98959	0.9894	0.98921	0.98903	0.98884	0.98866	0.98862	0.98857	0.98853	0.98849	0.98844	0.9884	0.98838	0.9884	0.9884	0.9884	0.9884	0.9884	0.98823	0.98806	0.98789	0.98772	0.98806	2018	0.98772	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	430	-9.311879038	6.448381009	LBR	Liberia	1	INDEX	LB	Index	Lower bound	0.89477	0.89421	0.89399	0.89234	0.89208	0.89102	0.8899	0.88935	0.88842	0.88763	0.88645	0.88609	0.88519	0.88359	0.88342	0.88149	0.88015	0.87888	0.87733	0.87601	0.87458	0.87175	0.87164	0.87072	0.86843	0.86741	0.86999	2018	0.86741	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	430	-9.311879038	6.448381009	LBR	Liberia	2	INDEX	MP	Index	P	0.90349	0.9027	0.90189	0.90136	0.90069	0.90015	0.89945	0.89884	0.89836	0.89787	0.89724	0.89683	0.89627	0.89592	0.89528	0.89484	0.8942	0.89376	0.8935	0.89266	0.89212	0.89164	0.8909	0.89032	0.89029	0.88959	0.890548	2018	0.88959	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	430	-9.311879038	6.448381009	LBR	Liberia	3	INDEX	UB	Index	Upper bound	0.90922	0.90837	0.90748	0.90666	0.90603	0.90548	0.90474	0.90431	0.90381	0.90312	0.90299	0.90238	0.90201	0.90192	0.9017	0.90155	0.90157	0.90129	0.90152	0.90132	0.90117	0.90177	0.90154	0.90222	0.90241	0.90324	0.902236	2018	0.90324	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	434	18.0295985	27.04042819	LBY	Libya	1	INDEX	LB	Index	Lower bound	0.96142	0.96122	0.96186	0.96232	0.96229	0.96217	0.96324	0.96298	0.96282	0.96264	0.96261	0.96105	0.96068	0.95984	0.95878	0.95745	0.95655	0.95623	0.95441	0.95395	0.95221	0.95056	0.94964	0.94888	0.94669	0.94559	0.948272	2018	0.94559	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	434	18.0295985	27.04042819	LBY	Libya	2	INDEX	MP	Index	P	0.97719	0.97686	0.97615	0.97541	0.97486	0.9741	0.97327	0.9728	0.97218	0.97139	0.97131	0.97113	0.97091	0.97128	0.97146	0.97151	0.97148	0.97142	0.97145	0.97138	0.97143	0.97139	0.97149	0.97137	0.97138	0.97141	0.971408	2018	0.97141	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	434	18.0295985	27.04042819	LBY	Libya	3	INDEX	UB	Index	Upper bound	0.98207	0.98067	0.97934	0.97851	0.97749	0.97677	0.97638	0.97602	0.97559	0.97506	0.97455	0.97404	0.97337	0.97316	0.97314	0.9732	0.97359	0.97411	0.97475	0.97602	0.97658	0.97801	0.97869	0.97963	0.98142	0.98167	0.979884	2018	0.98167	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	438	9.552985019	47.14167005	LIE	Liechtenstein	1	INDEX	LB	Index	Lower bound	0.9924	0.99241	0.99241	0.99241	0.99239	0.99236	0.99235	0.99232	0.99229	0.99226	0.99226	0.99228	0.99231	0.99233	0.99235	0.99238	0.9924	0.99243	0.99243	0.99243	0.99243	0.99243	0.99243	0.99243	0.99243	0.99243	0.99243	2018	0.99243	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	438	9.552985019	47.14167005	LIE	Liechtenstein	2	INDEX	MP	Index	P	0.99251	0.99251	0.99251	0.9925	0.99249	0.99248	0.99247	0.99245	0.99243	0.9924	0.99235	0.99235	0.99236	0.99238	0.9924	0.99243	0.99245	0.99246	0.99249	0.99251	0.99254	0.99256	0.99259	0.99262	0.99264	0.99267	0.992616	2018	0.99267	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	438	9.552985019	47.14167005	LIE	Liechtenstein	3	INDEX	UB	Index	Upper bound	0.99258	0.99258	0.99261	0.99261	0.99262	0.99258	0.99257	0.99255	0.99254	0.99255	0.9925	0.99247	0.99243	0.99243	0.99246	0.99249	0.99253	0.99257	0.99261	0.99266	0.99268	0.99274	0.99278	0.99284	0.99286	0.99291	0.992826	2018	0.99291	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	440	23.90517807	55.33680309	LTU	Lithuania	1	INDEX	LB	Index	Lower bound	0.9899	0.98961	0.98932	0.98903	0.98875	0.98846	0.98842	0.98837	0.98833	0.98829	0.98828	0.98827	0.98827	0.98826	0.98826	0.98826	0.98826	0.98826	0.98832	0.98838	0.98842	0.98839	0.98835	0.98832	0.98828	0.98823	0.988314	2018	0.98823	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	440	23.90517807	55.33680309	LTU	Lithuania	2	INDEX	MP	Index	P	0.99018	0.99018	0.9899	0.98961	0.98932	0.98903	0.98875	0.98846	0.98842	0.98837	0.98833	0.98829	0.98828	0.98827	0.98827	0.98827	0.98832	0.98838	0.98844	0.98844	0.98844	0.98844	0.98842	0.98839	0.98838	0.98834	0.988394	2018	0.98834	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	440	23.90517807	55.33680309	LTU	Lithuania	3	INDEX	UB	Index	Upper bound	0.99018	0.99018	0.99018	0.99018	0.9899	0.98961	0.98932	0.98903	0.98875	0.98846	0.98842	0.98837	0.98833	0.98829	0.98832	0.98838	0.98844	0.9885	0.9885	0.9885	0.9885	0.9885	0.98847	0.98844	0.98842	0.98839	0.988444	2018	0.98839	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	442	6.092656563	49.77679538	LUX	Luxembourg	1	INDEX	LB	Index	Lower bound	0.98573	0.98567	0.98555	0.98541	0.9852	0.98491	0.98502	0.98508	0.98514	0.9852	0.98525	0.98531	0.98536	0.98542	0.98547	0.98553	0.98558	0.98558	0.98561	0.9856	0.98559	0.98557	0.98557	0.98557	0.98557	0.98557	0.98557	2018	0.98557	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
