ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
NAM,17.21907885,-22.13817068,516,Namibia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,999049,1010305,1044687,1040483,1048837,1073269,1097233,2016.0,1097233
BRB,-59.5346489,13.13648273,52,Barbados,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,2917,746,1445,2848,2689,97,1433,2016.0,1433
NRU,166.92313,-0.528742623,520,Nauru,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,2894,2874,2837,2787,2749,2822,2844,2016.0,2844
NPL,83.94678863,28.25866332,524,Nepal,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,26834231,26975315,20852506,23979335,21348508,18850311,17552881,2016.0,17552881
NLD,5.331480568,51.86728884,528,Netherlands,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,35,45,50,34,37,64,38,2016.0,38
,,,53,Australia and New Zealand,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,E,E,E,E,E,E,E,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,89786,72603,60280,146259,57779,20575,24937,2016.0,24937
,,,543,Oceania (exc. Australia and New Zealand),3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,E,E,E,E,E,E,E,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,8567660,12470198,8287675,8250753,8324057,8442083,8543457,2016.0,8543457
VUT,167.0679779,-15.34445547,548,Vanuatu,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,86888,88267,87594,254710,262202,266041,271465,2016.0,271465
NZL,170.4755673,-43.98721568,554,New Zealand,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,54,43,1,3,4,3,0,2016.0,0
NIC,-85.03060315,12.84210839,558,Nicaragua,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1866501,1861892,1846947,1178283,1175728,933780,926646,2016.0,926646
BEL,4.660976456,50.64104975,56,Belgium,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1,1,6,15,15,9,20,2016.0,20
NER,9.400167877,17.42143036,562,Niger,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,14458887,14837111,15366099,16041372,14871359,15779050,15233885,2016.0,15233885
NGA,8.097363256,9.585789025,566,Nigeria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,122768724,135828252,139891007,147555654,140377288,140541791,128936746,2016.0,128936746
NIU,-169.8601693,-19.05000475,570,Niue,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,0,0,0,0,0,0,1,2016.0,1
NOR,11.47846389,61.34311134,578,Norway,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,2,3,2,2,0,2,3,2016.0,3
FSM,158.225216,6.880670092,583,Micronesia (Federated States of),3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,35187,35002,34797,22976,52285,72590,70736,2016.0,70736
MHL,171.0839119,7.110213497,584,Marshall Islands,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,17892,18044,15244,14594,21253,28996,19594,2016.0,19594
PLW,134.5733878,7.502307591,585,Palau,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,20044,20044,20044,3,15,15,41,2016.0,41
PAK,68.80479684,29.36491634,586,Pakistan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,69714319,69714319,31511018,30292389,30418380,31056287,31683212,2016.0,31683212
PAN,-81.26616623,8.450965746,591,Panama,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,426760,428668,413140,419689,392717,437597,453129,2016.0,453129
PNG,145.8587761,-6.756057077,598,Papua New Guinea,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,6113938,6167038,6205145,6252956,6301846,6425746,6528722,2016.0,6528722
PRY,-60.54854225,-21.70216237,600,Paraguay,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,922422,926211,892188,454727,804269,795686,790833,2016.0,790833
PER,-71.82093277,-13.58939705,604,Peru,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,3470149,3463562,3003504,3008028,2985116,2831613,2814779,2016.0,2814779
PHL,120.8601418,14.16591706,608,Philippines,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,52756155,49871718,51303271,44946508,44676210,43430927,49110117,2016.0,49110117
POL,19.40660158,52.1226733,616,Poland,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,36,19,28,39,48,47,64,2016.0,64
,,,62,Central and Southern Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,Imputation of incomplete reports and aggregation across diseases,E,E,E,E,E,E,E,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,888716137,896767769,842092177,730082319,692790510,611823694,569819634,2016.0,569819634
PRT,-7.961599811,39.68509315,620,Portugal,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,35,17,8,12,4,6,6,2016.0,6
GNB,-14.40182514,12.11760394,624,Guinea-Bissau,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1545580,1746320,1777561,1880661,1884348,1731541,1576882,2016.0,1576882
TLS,125.9451052,-8.797497247,626,Timor-Leste,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,1101449,1128972,1211898,1102227,1108101,1170044,1167125,2016.0,1167125
QAT,51.19152467,25.28355379,634,Qatar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,35,25,24,26,48,26,36,2016.0,36
BTN,90.45098484,27.39598568,64,Bhutan,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,69529,69283,69535,108115,107846,227111,241761,2016.0,241761
ROU,24.98481009,45.83893563,642,Romania,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.5,Number of people requiring interventions against neglected tropical diseases,1,SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases (number),2019.Q1.G.01,G,Global,NUMBER,Number,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,Aggregation across diseases,CA,CA,CA,CA,CA,CA,CA,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,WHO Global Health Observatory,,,,,,,,843154,837232,97,55,31,19,13,2016.0,13
