series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	462	73.09672546	-0.614385021	MDV	Maldives	3	RURAL	PERCENT	Rural	Percentage	78.24	81.86	83.16	84.48	85.84	87.25	88.71	90.26	91.89	99.8	95.43	97.17	98.61	99.51	100	99.99	100	99.622	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	466	-3.522016039	17.35311254	MLI	Mali	1	ALLAREA	PERCENT	All areas	Percentage	10.28	10.8	13.27	14.75	16.23	17.71	16.6	20.73	22.26	24.03	25.4	26.99	25.6	30.21	31.83	37.6	35.07	32.062	2016	35.07	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	466	-3.522016039	17.35311254	MLI	Mali	2	URBAN	PERCENT	Urban	Percentage	33.37	37	39.56	42.65	45.75	48.85	47.4	55.09	58.23	57.86	64.54	67.71	76	74.06	77.25	83.1	83.62	78.806	2016	83.62	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	466	-3.522016039	17.35311254	MLI	Mali	3	RURAL	PERCENT	Rural	Percentage	1.15	2.2	2.1	2.47	2.78	3.02	3.2	3.33	3.4	8.01	3.39	3.29	11.9	2.91	2.61	23.4	1.77	8.518	2016	1.77	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	470	14.44617519	35.89194275	MLT	Malta	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	470	14.44617519	35.89194275	MLT	Malta	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	470	14.44617519	35.89194275	MLT	Malta	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	474	-60.91544135	14.56086108	MTQ	Martinique	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	474	-60.91544135	14.56086108	MTQ	Martinique	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	ALLAREA	PERCENT	All areas	Percentage	18.66	22.2	21.42	22.78	24.15	18.2	26.91	33.04	30	31.19	32.65	34.13	35.62	37.12	38.8	39.5	41.65	38.538	2016	41.65	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	478	-10.33187259	20.26089546	MRT	Mauritania	2	URBAN	PERCENT	Urban	Percentage	44.43	49.7	48.91	51.15	53.39	41.6	57.9	70.37	62.45	64.74	67.05	69.36	71.68	74.01	76.9	78.67	81.01	76.454	2016	81.01	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	478	-10.33187259	20.26089546	MRT	Mauritania	3	RURAL	PERCENT	Rural	Percentage		2.5				1.6		3.39							2.3			2.3	2014	2.3	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	ALLAREA	PERCENT	All areas	Percentage	99	99.22	99.4	99.02	98.92	98.82	98.74	98.67	98.63	98.61	98.6	99.4	98.63	98.66	98.7	98.74	98.78	98.702	2016	98.78	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	480	57.568022	-20.28581998	MUS	Mauritius	2	URBAN	PERCENT	Urban	Percentage	100	99.56	100	98.6	98.03	97.46	96.91	96.36	95.83	95.31	94.81	94.31	93.82	93.33	92.85	92.37	91.89	92.852	2016	91.89	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	480	57.568022	-20.28581998	MUS	Mauritius	3	RURAL	PERCENT	Rural	Percentage	98.26	98.97	98.9	99.33	99.56	99.8	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	ALLAREA	PERCENT	All areas	Percentage	98.01	97.18	97.9	97.52	98.6	98.93	99.11	98.25	98.91	98.72	99.24	99.25	99.11	99.75	99.17	99	100	99.406	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	484	-102.5148166	23.93378032	MEX	Mexico	2	URBAN	PERCENT	Urban	Percentage	99.43	99.29	99.53	99.3	99.39	99.61	99.71	99.38	99.73	99.48	99.7	99.63	99.65	99.8	99.64	99.3	100	99.678	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	484	-102.5148166	23.93378032	MEX	Mexico	3	RURAL	PERCENT	Rural	Percentage	93.06	90.84	92.46	91.97	95.87	96.56	97.04	94.49	95.94	96.07	97.52	97.9	97.19	99.57	97.53	98	100	98.458	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	492	7.424214814	43.73532918	MCO	Monaco	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	492	7.424214814	43.73532918	MCO	Monaco	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	492	7.424214814	43.73532918	MCO	Monaco	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	ALLAREA	PERCENT	All areas	Percentage	67.3	74.07	74.52	76.3	75.4	86.2	76.3	76.78	77.28	77.8	78.5	72.06	79.45	81.2	80.61	81.19	81.78	80.846	2016	81.78	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	496	103.0728057	46.83892054	MNG	Mongolia	2	URBAN	PERCENT	Urban	Percentage	98.98	98.74	98.49	99.5	98.01	97.9	97.54	97.33	97.13	96.94	96.08	94.16	96.43	97.8	96.11	95.96	95.81	96.422	2016	95.81	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	496	103.0728057	46.83892054	MNG	Mongolia	3	RURAL	PERCENT	Rural	Percentage	25.08	39.7	39.58	77.5	39.37	67.1	39.3	39.34	39.46	39.67	16.8	17.86	40.84	52	42.24	43.14	44.17	44.478	2016	44.17	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ALLAREA	PERCENT	All areas	Percentage	98.09	98.32	99	98.75	99.1	98.6	99.41	99.63	99.82	99.94	99.99	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	URBAN	PERCENT	Urban	Percentage	98.29	98.49	98.69	98.9	99.1	99.4	99.53	99.73	99.89	99.97	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	RURAL	PERCENT	Rural	Percentage	97.92	98.17	99.26	98.63	99.1	98	99.31	99.55	99.76	99.91	99.98	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	ALLAREA	PERCENT	All areas	Percentage	99.44	99.45	99.46	99.46	99.46	99.83	99.48	99.52	99.57	99.64	99.73	99.83	99.91	99.7	99.99	100	100	99.92	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	499	19.25214024	42.78717043	MNE	Montenegro	2	URBAN	PERCENT	Urban	Percentage	99.58	99.59	99.59	99.59	99.59	100	99.61	99.64	99.68	99.73	99.79	99.86	99.92	99.6	99.99	100	100	99.902	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	499	19.25214024	42.78717043	MNE	Montenegro	3	RURAL	PERCENT	Rural	Percentage	99.23	99.26	99.27	99.26	99.25	99.53	99.27	99.31	99.38	99.48	99.62	99.76	99.89	99.9	99.99	100	100	99.956	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	500	-62.19261223	16.73558313	MSR	Montserrat	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	500	-62.19261223	16.73558313	MSR	Montserrat	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	ALLAREA	PERCENT	All areas	Percentage	69.85	71.93	74	76.07	78.2	80.2	96.5	84.38	86.51	88.65	90.81	92.99	95.18	97.37	91.6	99.59	100	96.748	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	504	-6.281942841	31.8440131	MAR	Morocco	2	URBAN	PERCENT	Urban	Percentage	98.48	93.38	93.78	94.18	94.6	95	99.26	95.86	96.31	96.76	97.23	97.71	98.2	98.69	95.2	99.6	100	98.338	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	504	-6.281942841	31.8440131	MAR	Morocco	3	RURAL	PERCENT	Rural	Percentage	37.13	47.1	50.8	54.53	51.3	62.02	91.77	69.69	73.69	77.82	82.06	86.41	90.87	95.46	84.6	99.56	100	94.098	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ALLAREA	PERCENT	All areas	Percentage	6.7	5.7	8.77	8.1	10.82	11.85	12.89	13.95	13.57	15	17.26	20.2	19.54	20.7	21.86	24	24.2	22.06	2016	24.2	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	URBAN	PERCENT	Urban	Percentage	23.56	20.1	28.54	25	33.52	36.02	38.53	41.05	38.89	43.1	48.69	54.5	53.83	56.4	58.98	68	64.15	60.272	2016	64.15	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	RURAL	PERCENT	Rural	Percentage		0.4	0.51	1.1	1.17	1.49	1.81	2.13	2.15	3.8	3.17	5.4	3.84	4.15	4.45	5	4.95	4.478	2016	4.95	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	512	57.87743482	21.98805614	OMN	Oman	1	ALLAREA	PERCENT	All areas	Percentage								100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	512	57.87743482	21.98805614	OMN	Oman	2	URBAN	PERCENT	Urban	Percentage								100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	512	57.87743482	21.98805614	OMN	Oman	3	RURAL	PERCENT	Rural	Percentage								100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	ALLAREA	PERCENT	All areas	Percentage	36.5	36.64	37.59	38.52	39.46	40.4	41.36	43.7	43.32	44.34	45.37	46.42	47.48	47.4	49.62	50.7	51.78	49.396	2016	51.78	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	516	17.21907885	-22.13817068	NAM	Namibia	2	URBAN	PERCENT	Urban	Percentage	73.2	71.53	71.86	72.18	72.51	72.84	73.18	77.6	73.9	74.28	74.67	75.07	75.48	72.2	76.31	76.72	77.14	75.57	2016	77.14	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	516	17.21907885	-22.13817068	NAM	Namibia	3	RURAL	PERCENT	Rural	Percentage	13.2	19.54	20.12	20.63	21.14	21.65	22.17	14.6	23.27	23.87	24.48	25.12	25.78	20.5	27.19	27.94	28.72	26.026	2016	28.72	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	520	166.92313	-0.528742623	NRU	Nauru	1	ALLAREA	PERCENT	All areas	Percentage	99.98	99.94	99.86	99.75	99.63	99.51	99.41	99.8	99.25	99.21	99.18	99	99.16	99.16	99.17	99	99.2	99.138	2016	99.2	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	520	166.92313	-0.528742623	NRU	Nauru	2	URBAN	PERCENT	Urban	Percentage	97.4	97.48	97.56	97.64	97.72	97.81	97.91	98.02	98.14	98.28	98.42	99	98.74	98.91	99.08	99	99.43	99.032	2016	99.43	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	520	166.92313	-0.528742623	NRU	Nauru	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	524	83.94678863	28.25866332	NPL	Nepal	1	ALLAREA	PERCENT	All areas	Percentage	27.54	24.6	35.39	39.3	37.2	47.14	51.2	55.02	58.99	62.98	66.99	76.3	75.06	79.1	84.9	87.21	90.7	83.394	2016	90.7	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	524	83.94678863	28.25866332	NPL	Nepal	2	URBAN	PERCENT	Urban	Percentage	84.05	85.7	85.76	86.61	87.4	88.32	90.1	90.07	90.97	91.87	92.79	97	94.65	95.59	97.7	97.47	94.5	95.982	2016	94.5	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	524	83.94678863	28.25866332	NPL	Nepal	3	RURAL	PERCENT	Rural	Percentage	18.77	17.4	27.01	31.24	27.3	39.76	43.2	48.43	52.83	57.28	61.78	72.9	70.9	75.52	81.7	84.87	85.2	79.638	2016	85.2	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	528	5.331480568	51.86728884	NLD	Netherlands	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	528	5.331480568	51.86728884	NLD	Netherlands	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	531	-68.95033464	12.15058042	CUW	Curaçao	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	531	-68.95033464	12.15058042	CUW	Curaçao	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	ALLAREA	PERCENT	All areas	Percentage	91.66	91.64	91.83	92.02	92.21	92.41	92.61	92.84	93.09	93.35	93.36	93.94	94.26	94.58	94.91	95.24	95.57	94.912	2016	95.57	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	533	-69.97050586	12.50878756	ABW	Aruba	2	URBAN	PERCENT	Urban	Percentage	99.99	99.97	99.95	99.92	99.9	99.88	99.87	99.87	99.88	99.9	99.93	99.96	99.99	100	100	100	100	99.998	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	533	-69.97050586	12.50878756	ABW	Aruba	3	RURAL	PERCENT	Rural	Percentage	84.36	84.44	84.93	85.4	85.86	86.33	86.79	87.28	87.8	88.33	88.38	89.46	90.04	90.65	91.25	91.86	92.45	91.25	2016	92.45	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ALLAREA	PERCENT	All areas	Percentage	22.34	23.78	25.21	26.64	28.06	29.49	26.44	33.62	33.87	33.29	36.9	38.43	39.98	31.7	43.1	44.67	57.82	43.454	2016	57.82	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	2	URBAN	PERCENT	Urban	Percentage	78.32	79	79.67	80.35	81.03	81.71	82.78	84.6	83.83	82.35	85.3	86.05	86.8	86.2	88.33	89.1	91.4	88.366	2016	91.4	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	3	RURAL	PERCENT	Rural	Percentage	6.85	8.25	9.64	11.02	12.41	13.81	10.44	18.01	18.11	17.37	21.12	22.65	24.21	8.5	27.36	28.96	46.44	27.094	2016	46.44	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	554	170.4755673	-43.98721568	NZL	New Zealand	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	554	170.4755673	-43.98721568	NZL	New Zealand	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ALLAREA	PERCENT	All areas	Percentage	72.83	72.22	73.84	74.33	74.82	73.82	75.82	76.35	76.9	77.92	78.06	78.66	79.28	79.9	81.85	81.16	81.8	80.798	2016	81.8	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	2	URBAN	PERCENT	Urban	Percentage	93.53	91.89	94.15	94.46	94.77	95.43	95.42	95.75	96.11	97.94	96.85	97.23	97.62	98.02	98.41	98.82	99.23	98.42	2016	99.23	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	3	RURAL	PERCENT	Rural	Percentage	47.8	41.21	48.79	49.27	49.74	43.59	50.7	51.21	51.75	47.23	52.89	53.49	54.1	54.73	57.14	55.98	56.6	55.71	2016	56.6	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	562	9.400167877	17.42143036	NER	Niger	1	ALLAREA	PERCENT	All areas	Percentage	6.48	8.36	8.82	9.27	9.72	7.1	9.3	11.13	11.64	12.17	12.72	14.3	14.4	14.44	15.03	16.6	16.22	15.338	2016	16.22	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	562	9.400167877	17.42143036	NER	Niger	2	URBAN	PERCENT	Urban	Percentage	40.67	41.5	43.04	44.58	46.13	47.68	47.2	50.81	52.39	53.99	55.6	59.9	61.8	60.47	62.1	60.2	65.37	61.988	2016	65.37	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	562	9.400167877	17.42143036	NER	Niger	3	RURAL	PERCENT	Rural	Percentage	0.38	1.92	2.12	2.31	2.48		1.5	2.99	3.18	3.38	3.59	4.8	5.2	4.19	4.37	7.1	4.68	5.108	2016	4.68	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	ALLAREA	PERCENT	All areas	Percentage	42.74	43.67	44.59	52.2	46.42	47.34	48.27	50.13	50.3	51.19	48	55.9	54.27	55.6	56.37	52.5	59.3	55.608	2016	59.3	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	566	8.097363256	9.585789025	NGA	Nigeria	2	URBAN	PERCENT	Urban	Percentage	83.87	83.86	83.85	84.9	83.83	83.83	83.84	86.16	84.8	83.94	79.8	87.1	84.13	83.6	84.29	81.5	86	83.904	2016	86	Source: Global Tracking Framework 2018	G
