"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_1985.0","Value_1986.0","Value_1987.0","Value_1988.0","Value_1989.0","Value_1990.0","Value_1991.0","Value_1992.0","Value_1993.0","Value_1994.0","Value_1995.0","Value_1996.0","Value_1997.0","Value_1998.0","Value_1999.0","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"151","Eastern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","49","47","48","53","55","53","47","42","39","39","37","35","34","32","29","28","25","24","23","22","20","19","18","18","17","17",2015.0,"17","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"151","Eastern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","53","51","52","57","60","57","51","46","42","42","40","38","37","35","32","31","27","26","25","24","23","22","21","21","21","20",2015.0,"20","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","11","11","11","12","12","11","11","11","10","10","10","10","10","10","10","10","10","9","9","9","8","8","8","8","7","7",2015.0,"7","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","12","12","12","12","12","12","11","11","11","11","11","11","11","11","11","10","10","10","10","9","9","9","8","8","8","8",2015.0,"8","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","13","12","12","13","13","13","12","12","11","11","11","11","11","11","11","11","11","10","10","10","9","9","9","9","9","9",2015.0,"9","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","12","12","12","12","11","11","11","11","10","10","10","10","10","9","9","9","8","8","8","8","8","8","7","7","7","7",2015.0,"7","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","13","13","13","13","12","12","12","11","11","11","11","10","10","10","9","9","9","9","9","9","8","8","8","8","8","8",2015.0,"8","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","11","11","11","11","11","11","10","10","10","10","10","9","9","9","8","8","8","8","8","8","7","7","7","7","6","6",2015.0,"6","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","849","837","827","816","801","786","772","754","736","717","698","679","659","637","613","589","570","552","532","514","499","480","465","448","432","418",2015.0,"418","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","903","890","879","867","851","832","814","794","774","753","732","711","688","664","639","614","593","575","553","536","519","501","485","468","451","436",2015.0,"436","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","1000","986","974","959","939","917","896","872","848","824","801","778","753","728","701","675","654","635","616","599","585","568","556","541","527","514",2015.0,"514","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","1140","1120","1110","1100","1080","1060","1040","1020","1000","981","956","931","899","867","833","803","772","757","729","730","717","696","687","679","671","664",2015.0,"664","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","996","984","975","966","955","939","928","913","896","879","858","839","813","785","756","728","700","684","656","653","635","611","597","582","569","555",2015.0,"555","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","904","895","887","883","872","861","854","842","827","813","797","782","762","737","712","688","662","647","622","617","599","576","562","545","532","518",2015.0,"518","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","135","131","127","124","120","117","115","114","114","107","99","95","92","90","90","88","87","85","84","85","81","78","75","72","69","67",2015.0,"67","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","144","140","136","132","127","123","121","119","119","112","104","99","97","95","95","93","93","92","91","92","88","85","83","80","78","77",2015.0,"77","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","128","125","122","119","116","113","111","110","111","104","96","91","89","87","86","84","84","82","81","81","77","74","72","69","66","64",2015.0,"64","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","1100","1060","1030","999","975","956","943","934","925","909","891","876","860","838","820","802","781","758","731","699","667","638","613","589","567","545","524","508","493","481","470",2015.0,"470","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","934","912","889","866","849","835","829","826","820","808","794","782","768","752","738","723","705","684","659","628","596","569","543","518","494","472","450","432","414","400","388",2015.0,"388","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","833","813","797","780","766","755","750","750","747","739","727","721","710","698","685","673","658","638","615","586","557","530","506","482","459","438","418","401","385","374","362",2015.0,"362","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","26","25","25","26","26","25","22","20","19","19","19","18","18","17","17","16","16","15","15","15","15","15","14","15","15","15",2015.0,"15","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","25","24","23","24","24","23","21","19","18","18","18","17","17","17","16","16","15","15","15","14","14","14","13","13","13","13",2015.0,"13","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","23","22","22","23","23","22","20","18","17","17","17","17","16","16","15","15","14","14","14","14","13","13","13","12","12","12",2015.0,"12","Data nature not available","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
