ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ModeOfTransportation_Code,ModeOfTransportation_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2016,Nature_Code_2016,Source_2016,TimeDetail_2016,Value_2016,Latest_Year,Latest_Value
UGA,32.39100438,1.279557331,800,Uganda,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,4871589831,2016.0,4871589831
UKR,31.40270802,49.00735945,804,Ukraine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,40067263,2016.0,40067263
UKR,31.40270802,49.00735945,804,Ukraine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,213296946828,2016.0,213296946828
UKR,31.40270802,49.00735945,804,Ukraine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,32126331278,2016.0,32126331278
EGY,29.77468534,26.57438204,818,Egypt,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,376020312,2016.0,376020312
EGY,29.77468534,26.57438204,818,Egypt,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,4131054627,2016.0,4131054627
EGY,29.77468534,26.57438204,818,Egypt,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,155203952192,2016.0,155203952192
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,5604097559,2016.0,5604097559
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,17053000000,2016.0,17053000000
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,179885000000,2016.0,179885000000
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,536721,2016.0,536721
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,3330635690,2016.0,3330635690
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,4589752448,2016.0,4589752448
BLZ,-88.70199554,17.19965901,84,Belize,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,2689022,2016.0,2689022
BLZ,-88.70199554,17.19965901,84,Belize,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,,,,,,
BLZ,-88.70199554,17.19965901,84,Belize,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,672604394,2016.0,672604394
USA,-99.13830311,39.5277871,840,United States of America,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,37889607378,2016.0,37889607378
USA,-99.13830311,39.5277871,840,United States of America,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,2651073565116,2016.0,2651073565116
USA,-99.13830311,39.5277871,840,United States of America,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,4716688953475,2016.0,4716688953475
BFA,-1.742843829,12.27491081,854,Burkina Faso,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,22020,2016.0,22020
BFA,-1.742843829,12.27491081,854,Burkina Faso,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,186159759,2016.0,186159759
BFA,-1.742843829,12.27491081,854,Burkina Faso,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,2155645389,2016.0,2155645389
UZB,63.11944558,41.77560518,860,Uzbekistan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,112281730,2016.0,112281730
UZB,63.11944558,41.77560518,860,Uzbekistan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,33083688584,2016.0,33083688584
UZB,63.11944558,41.77560518,860,Uzbekistan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,12659552820,2016.0,12659552820
VEN,-66.15642084,7.121324748,862,Venezuela (Bolivarian Republic of),9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,3996713,2016.0,3996713
VEN,-66.15642084,7.121324748,862,Venezuela (Bolivarian Republic of),9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,9349600000,2016.0,9349600000
VEN,-66.15642084,7.121324748,862,Venezuela (Bolivarian Republic of),9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,98520240000,2016.0,98520240000
WSM,-172.4430749,-13.61541469,882,Samoa,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,17582,2016.0,17582
WSM,-172.4430749,-13.61541469,882,Samoa,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,40566377,2016.0,40566377
WSM,-172.4430749,-13.61541469,882,Samoa,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,138779709,2016.0,138779709
ZMB,27.850329,-14.59701056,894,Zambia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,79092827,2016.0,79092827
ZMB,27.850329,-14.59701056,894,Zambia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,740993757,2016.0,740993757
ZMB,27.850329,-14.59701056,894,Zambia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,3872289957,2016.0,3872289957
,,,9,Oceania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,3270865057,2016.0,3270865057
,,,9,Oceania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,393916055306,2016.0,393916055306
,,,9,Oceania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,245946523177,2016.0,245946523177
SLB,160.1584117,-9.622391719,90,Solomon Islands,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,3595604,2016.0,3595604
SLB,160.1584117,-9.622391719,90,Solomon Islands,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,,,,,,
SLB,160.1584117,-9.622391719,90,Solomon Islands,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,182033569,2016.0,182033569
BRN,114.6288563,4.49736984,96,Brunei Darussalam,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,NA,International Civil Aviation Organization (ICAO),,124259000,2016.0,124259000
BRN,114.6288563,4.49736984,96,Brunei Darussalam,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,135659955,2016.0,135659955
BRN,114.6288563,4.49736984,96,Brunei Darussalam,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,6224514446,2016.0,6224514446
BDI,29.89080992,-3.366387428,108,Burundi,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,,,,,,
BDI,29.89080992,-3.366387428,108,Burundi,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,40223233,2016.0,40223233
BDI,29.89080992,-3.366387428,108,Burundi,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,463572756,2016.0,463572756
CMR,12.7419827,5.692387031,120,Cameroon,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,,,,,,
CMR,12.7419827,5.692387031,120,Cameroon,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,RAI,Rail transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,1209179132,2016.0,1209179132
CMR,12.7419827,5.692387031,120,Cameroon,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,ROA,Road transport,G,Global,T_KM,Tonne kilometres,,NA,The International Transport Forum at the OECD (ITF-OECD),,5893179262,2016.0,5893179262
CPV,-23.63544151,15.07791834,132,Cabo Verde,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.1,"Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all",9.1.2,"Passenger and freight volumes, by mode of transport",1,IS_RDP_FRGVOL,"Freight volume, by mode of transport (tonne kilometres)",2019.Q1.G.01,AIR,Air transport,G,Global,T_KM,Tonne kilometres,,,,,,,
