"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Latest_Year","Latest_Value","Nature_Desc","Source"
"340","Honduras","HND","-86.59974381","14.82243161","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.7","17.9","17.8","17.8","17.7","17.7","17.7","17.6","17.7","17.7","17.9","18.1","17.4","17.4",2013.0,"17.4","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","12.6","13.5","16.1","15.1","15.1","14.8","15.3","14.7","12.2","10.4","9.1","8.4","8.1","7.7",2013.0,"7.7","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"352","Iceland","ISL","-19.02116966","64.79134763","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","11.4","9.5","10.1","7.9","7.8","6.4","10.3","4.9","4.5","5.4","2.5","3.7","2.8","4.6",2013.0,"4.6","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"356","India","IND","79.3608464","22.34642074","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.3","16.3","16.4","16.2","16.6","16.5","16.3","16.4","16.5","16.6","16.6","16.5","16.5","16.6",2013.0,"16.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"360","Indonesia","IDN","113.9174","-0.994582204","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","15.2","15.2","15.3","15.4","15.5","15.7","15.8","15.7","15.8","15.9","17.4","17.1","16","15.3",2013.0,"15.3","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","33.5","33.4","33.3","38.7","38.8","40.8","40","34","34.4","34.2","33.9","34.1","31.8","32.1",2013.0,"32.1","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"368","Iraq","IRQ","43.76606267","33.05013795","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","20.5","20.5","20.8","22.3","21.2","21.2","21.3","21.3","21.4","21.4","21.2","19.2","20.2","20.2",2013.0,"20.2","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"372","Ireland","IRL","-7.121425272","53.25274054","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","11.1","10.7","9.9","8.4","9.2","9.6","8.6","7.9","6.4","6","4.7","4.1","3.5","4.1",2013.0,"4.1","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"376","Israel","ISR","34.62277992","31.06164552","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","7.7","8.8","8.4","7.1","7.4","6.8","6.1","5.7","5.8","4.3","4.7","4.5","3.4","3.6",2013.0,"3.6","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"380","Italy","ITA","12.57022427","42.79917282","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","13.9","13.8","13.3","11.5","12","10.6","10.2","9.6","8.7","7.9","7.2","7","6.6","6.1",2013.0,"6.1","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","25.3","25.5","25.9","26.1","26","26.1","25.9","26.1","26.1","26","26","26.3","24.3","24.2",2013.0,"24.2","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"388","Jamaica","JAM","-77.31068409","18.15616857","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","12.9","13.9","15.5","14.8","13.5","13.9","14.1","13.5","13.2","13.3","12.1","11.7","9.8","11.5",2013.0,"11.5","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"392","Japan","JPN","139.2716103","36.6554539","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","12.3","11.9","11.1","10.4","9.9","9.2","8.4","6.2","5.6","7.5","5.4","5","4.5","4.7",2013.0,"4.7","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"398","Kazakhstan","KAZ","66.65359159","48.01963494","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","14.1","16.6","16.5","18.7","25.8","31.6","40.3","40","29.6","25.8","26.3","29.7","24.1","24.2",2013.0,"24.2","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"400","Jordan","JOR","37.13024774","30.65365973","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","26.2","26.2","26.2","26.5","26.8","26.8","26.8","26.6","26.7","26.6","26.4","29.3","26.2","26.3",2013.0,"26.3","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"404","Kenya","KEN","37.86096816","0.534797278","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","28.8","28.7","28.9","28.7","28.4","28.3","28","27.7","27.7","27.7","27.8","28.1","29","29.1",2013.0,"29.1","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","19.8","20.2","20.7","19.9","20","20.5","20.8","20.8","21.4","21","21","21.2","20.7","20.8",2013.0,"20.8","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"410","Republic of Korea","KOR","127.8610254","36.45201023","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","26.4","21.6","19.2","19.5","17.2","16.7","16.4","15.8","15.4","15.1","14","13.1","13","12",2013.0,"12","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"414","Kuwait","KWT","47.49305029","29.53949468","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","28","25.1","24.6","26.6","25.5","29.1","28.5","28.9","28","25.3","20.1","22.4","25.5","18.7",2013.0,"18.7","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","12","13.7","14.4","17.4","18.4","17.2","20.1","23.6","21.7","19.9","18.1","19.5","19.3","22",2013.0,"22","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","14","14","13.9","14","14.1","14.2","14.4","14.2","14.4","14.5","14.5","14.4","14.4","14.3",2013.0,"14.3","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"422","Lebanon","LBN","35.89391711","33.92152458","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","22.9","23.1","23","23.3","23.5","23.7","24.1","23.9","23.9","23.8","23.5","23.8","22.4","22.6",2013.0,"22.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"426","Lesotho","LSO","28.25362195","-29.58041814","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","27.6","27.7","28.1","27.9","27.9","27.6","27.5","27.6","27.4","27.3","27.1","27.3","28.2","28.2",2013.0,"28.2","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"428","Latvia","LVA","26.42461876","56.64196636","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","29.1","25.9","25.8","24.7","23.6","21.5","20.1","20.3","18.7","12.3","12","9","10","10",2013.0,"10","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"430","Liberia","LBR","-9.311879038","6.448381009","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","32.5","31.8","30.9","33","33.8","33.7","33.3","32.9","32.7","32.3","32.1","31.9","33.7","33.7",2013.0,"33.7","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"434","Libya","LBY","18.0295985","27.04042819","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","36.7","31.7","41.4","40.9","40.9","40.6","41.4","46.7","50.1","48.7","52.2","27.5","62","73.4",2013.0,"73.4","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"438","Liechtenstein","LIE","9.552985019","47.14167005","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","22.7","22","22.8","23.7","23.8","25.8","26.9","26.9","18.5","13.7","12.1","11.8","12.8","10.6",2013.0,"10.6","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"442","Luxembourg","LUX","6.092656563","49.77679538","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.4","15.9","14","11.9","11.1","10.3","9.2","9.7","7.2","9.6","6.3","6.4","6.5","8.7",2013.0,"8.7","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","26.9","26.9","27.7","27.4","27.3","27.4","27.3","27.1","27","27.3","27.7","28.2","28.2","28.4",2013.0,"28.4","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"454","Malawi","MWI","33.4884625","-13.40819859","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","34.6","35.1","35.2","34.9","34.7","34.7","34.5","34.1","33.6","33.3","33.2","33.4","35.1","35",2013.0,"35","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"458","Malaysia","MYS","116.8346314","5.452415309","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","26.6","25.2","24.9","26","25.3","24.7","24.6","24.2","24.6","25","25.1","24.7","24.4","24",2013.0,"24","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"462","Maldives","MDV","73.09672546","-0.614385021","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","2.9","0","2.8","0","0","0","3.3","3.9","2.2","3.4","3.4","2.7","1.5","3.5",2013.0,"3.5","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"466","Mali","MLI","-3.522016039","17.35311254","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","26","25.8","26.1","26.2","26.6","26.7","26.5","26.7","26.9","26.8","26.8","26.8","25.5","25.6",2013.0,"25.6","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"470","Malta","MLT","14.44617519","35.89194275","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","4.4","4.6","3.9","4.1","3.4","4.1","2.4","3.8","4.3","5","3.8","4.7","2.8","5.1",2013.0,"5.1","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"474","Martinique","MTQ","-60.91544135","14.56086108","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","24.9","25.1","25.5","25.6","25.8","25.8","25.2","25.5","25.6","25.8","25.9","25.9","24.5","24.5",2013.0,"24.5","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"480","Mauritius","MUS","57.568022","-20.28581998","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.1","14","18.9","15.4","15.5","11.7","12.7","12.9","15.5","12.2","13.5","15.2","14.2","12.2",2013.0,"12.2","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"484","Mexico","MEX","-102.5148166","23.93378032","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","13.5","13.3","13.7","14.3","14.3","15","15.5","13.9","15.2","15.8","14.4","14.4","14.6","12.3",2013.0,"12.3","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"492","Monaco","MCO","7.424214814","43.73532918","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","9.4","9.3","9.2","9.1","9","8.9","2.9","5.7","2.8","0","5.4","13.4","0","0",2013.0,"0","Country data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"496","Mongolia","MNG","103.0728057","46.83892054","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","18.7","19.1","22.7","19.3","21.9","22.5","22.3","22.3","19.6","19.8","19.8","20.6","21.8","21",2013.0,"21","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"498","Republic of Moldova","MDA","28.4650624","47.20236795","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","13.9","16.3","16.3","17","18.1","17","16.5","19.1","18.3","15.6","15","15.6","16","12.5",2013.0,"12.5","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"499","Montenegro","MNE","19.25214024","42.78717043","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","17.3","17.7","17.5","17.3","17.2","15.4","17.3","19.7","18.1","16.1","15.3","9.3","7.4","11.9",2013.0,"11.9","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"500","Montserrat","MSR","-62.19261223","16.73558313","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","24.1","24.1","24.1","24.1","24.3","24.4","24.5","24.5","24.5","24.4","24.3","21.7","20.8","20.8",2013.0,"20.8","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
