series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Type of skill	Sex description	Units description	Type of skill description	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	27	FEMALE	PERCENT	INST	Female	Percentage	connecting and installing new devices			35.7		35.7	2016	35.7	ITU World Telecommunication/ICT Indicators database.	C
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	BOTHSEX	PERCENT	PCPR	Both	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	2	MALE	PERCENT	PCPR	Male	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	3	FEMALE	PERCENT	CMFL	Female	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	4	MALE	PERCENT	CMFL	Male	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	5	MALE	PERCENT	TRAF	Male	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	6	FEMALE	PERCENT	TRAF	Female	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	7	BOTHSEX	PERCENT	TRAF	Both	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	8	FEMALE	PERCENT	PCPR	Female	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	9	BOTHSEX	PERCENT	CMFL	Both	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	10	FEMALE	PERCENT	EPRS	Female	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	11	MALE	PERCENT	EPRS	Male	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	12	BOTHSEX	PERCENT	EPRS	Both	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	13	BOTHSEX	PERCENT	SOFT	Both	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	14	BOTHSEX	PERCENT	COPA	Both	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	15	BOTHSEX	PERCENT	EMAIL	Both	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	16	BOTHSEX	PERCENT	ARSP	Both	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	17	BOTHSEX	PERCENT	INST	Both	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	18	FEMALE	PERCENT	SOFT	Female	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	19	MALE	PERCENT	SOFT	Male	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	20	FEMALE	PERCENT	COPA	Female	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	21	MALE	PERCENT	COPA	Male	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	22	MALE	PERCENT	EMAIL	Male	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	23	FEMALE	PERCENT	EMAIL	Female	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	24	MALE	PERCENT	INST	Male	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	25	FEMALE	PERCENT	ARSP	Female	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	26	MALE	PERCENT	ARSP	Male	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	414	47.49305029	29.53949468	KWT	Kuwait	27	FEMALE	PERCENT	INST	Female	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	BOTHSEX	PERCENT	PCPR	Both	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	MALE	PERCENT	PCPR	Male	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	FEMALE	PERCENT	CMFL	Female	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	4	MALE	PERCENT	CMFL	Male	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	5	MALE	PERCENT	TRAF	Male	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	6	FEMALE	PERCENT	TRAF	Female	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	7	BOTHSEX	PERCENT	TRAF	Both	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	8	FEMALE	PERCENT	PCPR	Female	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	9	BOTHSEX	PERCENT	CMFL	Both	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	10	FEMALE	PERCENT	EPRS	Female	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	11	MALE	PERCENT	EPRS	Male	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	12	BOTHSEX	PERCENT	EPRS	Both	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	13	BOTHSEX	PERCENT	SOFT	Both	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	14	BOTHSEX	PERCENT	COPA	Both	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	15	BOTHSEX	PERCENT	EMAIL	Both	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	16	BOTHSEX	PERCENT	ARSP	Both	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	17	BOTHSEX	PERCENT	INST	Both	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	18	FEMALE	PERCENT	SOFT	Female	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	19	MALE	PERCENT	SOFT	Male	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	20	FEMALE	PERCENT	COPA	Female	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	21	MALE	PERCENT	COPA	Male	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	22	MALE	PERCENT	EMAIL	Male	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	23	FEMALE	PERCENT	EMAIL	Female	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	24	MALE	PERCENT	INST	Male	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	25	FEMALE	PERCENT	ARSP	Female	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	26	MALE	PERCENT	ARSP	Male	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	27	FEMALE	PERCENT	INST	Female	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	BOTHSEX	PERCENT	PCPR	Both	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	MALE	PERCENT	PCPR	Male	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	FEMALE	PERCENT	CMFL	Female	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	4	MALE	PERCENT	CMFL	Male	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	5	MALE	PERCENT	TRAF	Male	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	6	FEMALE	PERCENT	TRAF	Female	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	7	BOTHSEX	PERCENT	TRAF	Both	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	8	FEMALE	PERCENT	PCPR	Female	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	9	BOTHSEX	PERCENT	CMFL	Both	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	10	FEMALE	PERCENT	EPRS	Female	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	11	MALE	PERCENT	EPRS	Male	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	12	BOTHSEX	PERCENT	EPRS	Both	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	13	BOTHSEX	PERCENT	SOFT	Both	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	14	BOTHSEX	PERCENT	COPA	Both	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	15	BOTHSEX	PERCENT	EMAIL	Both	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	16	BOTHSEX	PERCENT	ARSP	Both	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	17	BOTHSEX	PERCENT	INST	Both	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	18	FEMALE	PERCENT	SOFT	Female	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	19	MALE	PERCENT	SOFT	Male	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	20	FEMALE	PERCENT	COPA	Female	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	21	MALE	PERCENT	COPA	Male	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	22	MALE	PERCENT	EMAIL	Male	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	23	FEMALE	PERCENT	EMAIL	Female	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	24	MALE	PERCENT	INST	Male	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	25	FEMALE	PERCENT	ARSP	Female	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	26	MALE	PERCENT	ARSP	Male	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	27	FEMALE	PERCENT	INST	Female	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	BOTHSEX	PERCENT	PCPR	Both	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	2	MALE	PERCENT	PCPR	Male	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	3	FEMALE	PERCENT	CMFL	Female	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	4	MALE	PERCENT	CMFL	Male	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	5	MALE	PERCENT	TRAF	Male	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	6	FEMALE	PERCENT	TRAF	Female	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	7	BOTHSEX	PERCENT	TRAF	Both	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	8	FEMALE	PERCENT	PCPR	Female	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	9	BOTHSEX	PERCENT	CMFL	Both	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	10	FEMALE	PERCENT	EPRS	Female	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	11	MALE	PERCENT	EPRS	Male	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	12	BOTHSEX	PERCENT	EPRS	Both	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	13	BOTHSEX	PERCENT	SOFT	Both	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	14	BOTHSEX	PERCENT	COPA	Both	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	15	BOTHSEX	PERCENT	EMAIL	Both	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	16	BOTHSEX	PERCENT	ARSP	Both	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	17	BOTHSEX	PERCENT	INST	Both	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	18	FEMALE	PERCENT	SOFT	Female	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	19	MALE	PERCENT	SOFT	Male	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	20	FEMALE	PERCENT	COPA	Female	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	21	MALE	PERCENT	COPA	Male	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	22	MALE	PERCENT	EMAIL	Male	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	23	FEMALE	PERCENT	EMAIL	Female	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	24	MALE	PERCENT	INST	Male	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	422	35.89391711	33.92152458	LBN	Lebanon	25	FEMALE	PERCENT	ARSP	Female	Percentage	using basic arithmetic formula in a spreadsheet									
