series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	438	9.552985019	47.14167005	LIE	Liechtenstein	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	438	9.552985019	47.14167005	LIE	Liechtenstein	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	440	23.90517807	55.33680309	LTU	Lithuania	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.75407	0.75215	0.81138	0.85332	0.92694	0.96958	1.03535	1.12176	1.1037	0.92338	0.95672	1.00194	0.9076	0.94081	0.94409	0.95304	0.95845	0.940798	2016	0.95845	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	440	23.90517807	55.33680309	LTU	Lithuania	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.14461	0.14557	0.15574	0.15944	0.15808	0.15341	0.15571	0.15099	0.15411	0.15728	0.15283	0.155	0.14837	0.15241	0.1489	0.14901	0.14866	0.14947	2016	0.14866	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	440	23.90517807	55.33680309	LTU	Lithuania	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.58002	0.6039	0.62588	0.68935	0.67917	0.6531	0.65383	0.63667	0.65492	0.67542	0.676	0.6668	0.64216	0.65032	0.60943	0.60282	0.59722	0.62039	2016	0.59722	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	440	23.90517807	55.33680309	LTU	Lithuania	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.12043	2.03711	2.15991	2.25231	2.30061	2.2688	2.25811	2.35718	2.36774	2.28804	2.24808	2.2976	2.20736	2.23221	2.20855	2.21079	2.20908	2.213598	2016	2.20908	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	440	23.90517807	55.33680309	LTU	Lithuania	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.64174	0.53549	0.56691	0.5502	0.53642	0.49271	0.41321	0.44777	0.45501	0.53196	0.46253	0.47386	0.50923	0.48867	0.50613	0.50591	0.50475	0.502938	2016	0.50475	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	442	6.092656563	49.77679538	LUX	Luxembourg	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.70284	0.63722	0.61866	0.61959	0.63751	0.65213	0.63364	0.62052	0.61248	0.60571	0.60816	0.6742	0.61831	0.62146	0.5993	0.59307	0.58549	0.603526	2016	0.58549	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	442	6.092656563	49.77679538	LUX	Luxembourg	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.08133	0.07466	0.07469	0.0769	0.08415	0.08309	0.08419	0.08323	0.09034	0.0894	0.0891	0.09598	0.09534	0.10043	0.09576	0.09542	0.09487	0.096364	2016	0.09487	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	442	6.092656563	49.77679538	LUX	Luxembourg	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.11449	0.10601	0.10583	0.11176	0.12406	0.12683	0.12639	0.12231	0.13424	0.13148	0.13227	0.14049	0.13787	0.13786	0.12854	0.12496	0.12252	0.13035	2016	0.12252	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	442	6.092656563	49.77679538	LUX	Luxembourg	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.02115	0.92857	0.91334	0.92644	0.976	0.99047	0.97266	0.9504	0.97275	0.96023	0.96364	1.05548	0.99029	1.00122	0.96192	0.94958	0.93651	0.967904	2016	0.93651	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	442	6.092656563	49.77679538	LUX	Luxembourg	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.1225	0.11069	0.11417	0.1182	0.13029	0.12842	0.12844	0.12435	0.13569	0.13363	0.13411	0.1448	0.13877	0.14147	0.13833	0.13613	0.13362	0.137664	2016	0.13362	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	450	46.6982339	-19.38514785	MDG	Madagascar	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.32886	0.31978	0.34507	0.46558	0.42863	0.40738	0.43337	0.53313	0.67401	0.63265	0.61675	0.5777	0.57972	0.59169	0.60282	0.61211	0.61352	0.599972	2016	0.61352	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	450	46.6982339	-19.38514785	MDG	Madagascar	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.04273	0.04446	0.07683	0.04797	0.0495	0.05098	0.0544	0.06336	0.07363	0.08098	0.08334	0.09277	0.10016	0.09979	0.08582	0.08901	0.09101	0.093158	2016	0.09101	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	450	46.6982339	-19.38514785	MDG	Madagascar	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.06574	0.06608	0.07415	0.08354	0.0832	0.08745	0.08442	0.09946	0.11242	0.10733	0.09742	0.09753	0.09566	0.09526	0.09354	0.09039	0.08869	0.092708	2016	0.08869	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	450	46.6982339	-19.38514785	MDG	Madagascar	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.0504	1.07985	1.32789	1.45015	1.20248	1.22975	1.31498	1.5038	1.75755	1.94384	1.83627	1.74958	1.75977	1.75095	1.73974	1.73253	1.71641	1.73988	2016	1.71641	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	450	46.6982339	-19.38514785	MDG	Madagascar	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.61307	0.64952	0.83184	0.85306	0.64115	0.68394	0.74278	0.80786	0.89749	1.12288	1.03876	0.98158	0.98423	0.96422	0.95756	0.94102	0.9232	0.954046	2016	0.9232	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	454	33.4884625	-13.40819859	MWI	Malawi	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.51347	0.59435	0.65001	0.68157	0.62039	0.76011	0.77113	0.65695	0.80272	0.74625	0.6993	0.66302	0.67448	0.67138	0.65279	0.6572	0.65988	0.663146	2016	0.65988	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	454	33.4884625	-13.40819859	MWI	Malawi	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.13101	0.15045	0.16754	0.13347	0.12804	0.1373	0.12426	0.10028	0.1049	0.12166	0.1605	0.13415	0.153	0.15842	0.11093	0.11538	0.11946	0.131438	2016	0.11946	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	454	33.4884625	-13.40819859	MWI	Malawi	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.11955	0.12369	0.14776	0.14049	0.14449	0.16042	0.13691	0.11866	0.12249	0.13193	0.12346	0.10174	0.10643	0.10698	0.10493	0.10124	0.10036	0.103988	2016	0.10036	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	454	33.4884625	-13.40819859	MWI	Malawi	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.83846	2.90414	2.91867	2.73646	2.555	2.58022	2.8243	2.58439	2.70715	3.10263	2.82483	2.62679	2.78844	2.60518	2.49474	2.50489	2.51424	2.581498	2016	2.51424	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	454	33.4884625	-13.40819859	MWI	Malawi	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	2.07443	2.03564	1.95337	1.78092	1.66208	1.52239	1.792	1.7085	1.67703	2.10279	1.84158	1.72789	1.85452	1.6684	1.62608	1.63107	1.63455	1.682924	2016	1.63455	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	458	116.8346314	5.452415309	MYS	Malaysia	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	1.21776	0.93574	0.90466	0.86947	0.85842	0.8346	0.86106	0.98118	0.91839	0.90885	0.9669	0.9152	0.76964	0.78037	0.75769	0.74174	0.73048	0.755984	2016	0.73048	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	458	116.8346314	5.452415309	MYS	Malaysia	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.20469	0.19473	0.18738	0.17905	0.17982	0.18104	0.18799	0.20781	0.19859	0.191	0.21154	0.23318	0.25209	0.26535	0.20743	0.20573	0.20513	0.227146	2016	0.20513	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	458	116.8346314	5.452415309	MYS	Malaysia	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.40033	0.38156	0.37041	0.34828	0.34797	0.34346	0.34712	0.34835	0.34228	0.34556	0.34281	0.33414	0.33679	0.35808	0.34321	0.3305	0.32393	0.338502	2016	0.32393	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	458	116.8346314	5.452415309	MYS	Malaysia	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.73821	2.45132	2.34895	2.2967	2.26024	2.22522	2.27327	2.38704	2.34378	2.3539	2.34924	2.33619	2.18802	2.23649	2.1006	2.05379	2.02336	2.120452	2016	2.02336	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	458	116.8346314	5.452415309	MYS	Malaysia	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.91542	0.93929	0.8865	0.89991	0.87404	0.86612	0.8771	0.84968	0.88453	0.90849	0.82799	0.85367	0.82949	0.8327	0.79227	0.77582	0.76382	0.79882	2016	0.76382	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	462	73.09672546	-0.614385021	MDV	Maldives	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.7638	0.88852	0.8406	0.72151	0.99949	1.37156	1.49957	1.6229	1.72798	1.68968	1.59687	1.50796	1.31785	1.40473	1.35262	1.36662	1.32847	1.354058	2016	1.32847	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	462	73.09672546	-0.614385021	MDV	Maldives	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.07359	0.07936	0.07534	0.06759	0.08254	0.11041	0.11299	0.11117	0.11567	0.12716	0.12672	0.11759	0.1055	0.11929	0.10451	0.10606	0.10383	0.107838	2016	0.10383	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	462	73.09672546	-0.614385021	MDV	Maldives	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.08705	0.08821	0.08709	0.07525	0.09276	0.13363	0.11938	0.11561	0.12402	0.13415	0.13052	0.11949	0.10613	0.11445	0.10972	0.10755	0.10394	0.108358	2016	0.10394	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	462	73.09672546	-0.614385021	MDV	Maldives	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.08904	1.24006	1.17805	1.03676	1.37447	1.85199	1.94906	2.0615	2.19271	2.19202	2.08377	1.9556	1.71726	1.84106	1.75693	1.7693	1.71766	1.760442	2016	1.71766	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	462	73.09672546	-0.614385021	MDV	Maldives	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.16459	0.18398	0.17502	0.1724	0.19968	0.23639	0.21712	0.21182	0.22505	0.24102	0.22965	0.21056	0.18778	0.20258	0.19008	0.18907	0.18142	0.190186	2016	0.18142	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	466	-3.522016039	17.35311254	MLI	Mali	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.92977	0.98483	0.86881	0.93221	1.21344	1.05037	0.92271	0.99998	1.03896	1.03859	1.05429	1.06001	0.97908	0.96541	0.93457	0.90446	0.87186	0.931076	2016	0.87186	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	466	-3.522016039	17.35311254	MLI	Mali	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	1.3478	1.78728	2.22849	1.71876	1.5575	1.83379	1.88945	1.6005	1.16274	1.0798	1.01285	0.9054	0.79994	0.83574	0.76488	0.71483	0.66754	0.756586	2016	0.66754	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	466	-3.522016039	17.35311254	MLI	Mali	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.06243	0.05772	0.05359	0.05762	0.06666	0.06791	0.06329	0.05872	0.05134	0.04503	0.04495	0.04529	0.04061	0.04078	0.03769	0.03476	0.03284	0.037336	2016	0.03284	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	466	-3.522016039	17.35311254	MLI	Mali	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	5.98398	6.41504	6.55942	6.5675	7.38936	7.42423	6.86231	6.69379	6.59675	6.83439	6.25654	5.80423	5.52803	5.17342	5.17307	4.9733	4.7689	5.123344	2016	4.7689	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	466	-3.522016039	17.35311254	MLI	Mali	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	3.64397	3.58521	3.40854	3.85891	4.55177	4.47216	3.98686	4.03459	4.3437	4.67097	4.14445	3.79353	3.7084	3.33148	3.43593	3.31925	3.19666	3.398344	2016	3.19666	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	470	14.44617519	35.89194275	MLT	Malta	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.8613	0.85629	0.84877	0.86249	0.92902	0.98426	1.0432	1.02999	1.05076	0.88851	0.85473	0.84781	0.77076	0.77331	0.71462	0.67017	0.63772	0.713316	2016	0.63772	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	470	14.44617519	35.89194275	MLT	Malta	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.08017	0.06491	0.06546	0.0617	0.06421	0.06343	0.07076	0.07108	0.07105	0.06778	0.06805	0.07015	0.06946	0.0693	0.06321	0.06096	0.05972	0.06453	2016	0.05972	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	470	14.44617519	35.89194275	MLT	Malta	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.17227	0.14461	0.14279	0.13934	0.14599	0.14314	0.15746	0.15598	0.1553	0.14546	0.14623	0.14258	0.14531	0.13871	0.12674	0.11875	0.1142	0.128742	2016	0.1142	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	470	14.44617519	35.89194275	MLT	Malta	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	1.31903	1.24364	1.24027	1.23911	1.32072	1.36045	1.45207	1.42596	1.45394	1.27143	1.2408	1.23254	1.15253	1.14723	1.06124	0.9982	0.95418	1.062676	2016	0.95418	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	470	14.44617519	35.89194275	MLT	Malta	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	0.20529	0.17783	0.18325	0.17558	0.1815	0.16961	0.18065	0.1689	0.17684	0.16969	0.17178	0.172	0.16699	0.16591	0.15667	0.14833	0.14254	0.156088	2016	0.14254	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	474	-60.91544135	14.56086108	MTQ	Martinique	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	474	-60.91544135	14.56086108	MTQ	Martinique	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	474	-60.91544135	14.56086108	MTQ	Martinique	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	474	-60.91544135	14.56086108	MTQ	Martinique	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	474	-60.91544135	14.56086108	MTQ	Martinique	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass																						
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	478	-10.33187259	20.26089546	MRT	Mauritania	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.35658	0.39918	0.43634	0.45083	0.54292	0.52824	0.37747	0.46222	0.43306	0.42867	0.44244	0.52072	0.47622	0.5243	0.51169	0.51084	0.51661	0.507932	2016	0.51661	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	478	-10.33187259	20.26089546	MRT	Mauritania	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.40802	0.35836	0.34452	0.41367	0.38565	0.33851	0.22057	0.27243	0.26152	0.28594	0.24291	0.24671	0.25232	0.29788	0.28517	0.28199	0.28331	0.280134	2016	0.28331	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	478	-10.33187259	20.26089546	MRT	Mauritania	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.07145	0.07431	0.08154	0.08321	0.1028	0.11733	0.10588	0.10042	0.11224	0.10112	0.10183	0.12316	0.12001	0.13228	0.12278	0.11722	0.11672	0.121802	2016	0.11672	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	478	-10.33187259	20.26089546	MRT	Mauritania	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.3821	2.28737	2.4035	2.5056	2.4585	2.3108	1.65325	1.83589	1.78071	1.8907	1.78987	1.81212	1.75841	1.97763	1.91563	1.89242	1.90206	1.88923	2016	1.90206	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	478	-10.33187259	20.26089546	MRT	Mauritania	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	1.54606	1.45553	1.5411	1.55789	1.42713	1.32672	0.94932	1.00082	0.97388	1.07498	1.0027	0.92154	0.90987	1.02318	0.996	0.98237	0.98542	0.979368	2016	0.98542	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	480	57.568022	-20.28581998	MUS	Mauritius	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	1.13129	1.034	1.08241	1.02755	1.09923	1.10625	1.11408	0.9952	1.13735	0.94101	1.00543	1.08611	1.0226	1.02023	1.00552	0.99326	0.97809	1.00394	2016	0.97809	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	480	57.568022	-20.28581998	MUS	Mauritius	2	KG_PER_CON_USD	MEO	Kilograms per constant USD	Metal ores	0.13994	0.12338	0.12882	0.1162	0.11728	0.12257	0.12449	0.11512	0.11824	0.10869	0.11658	0.12039	0.11903	0.12351	0.11653	0.11622	0.11566	0.11819	2016	0.11566	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	480	57.568022	-20.28581998	MUS	Mauritius	3	KG_PER_CON_USD	FOF	Kilograms per constant USD	Fossil fuels	0.24363	0.21324	0.22156	0.20982	0.21742	0.23104	0.22208	0.19777	0.20806	0.19019	0.19675	0.20205	0.19804	0.19567	0.19213	0.1848	0.18174	0.190476	2016	0.18174	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	480	57.568022	-20.28581998	MUS	Mauritius	4	KG_PER_CON_USD	RAW	Kilograms per constant USD	All raw materials	2.83568	2.71638	2.64507	2.57105	2.63915	2.60592	2.55693	2.30244	2.53194	2.26764	2.30303	2.3658	2.24781	2.21992	2.19838	2.14871	2.0991	2.182784	2016	2.0991	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	480	57.568022	-20.28581998	MUS	Mauritius	5	KG_PER_CON_USD	BIM	Kilograms per constant USD	Biomass	1.32082	1.34576	1.21229	1.21749	1.20522	1.14607	1.09629	0.99435	1.06829	1.02776	0.98427	0.95725	0.90814	0.8805	0.8842	0.85443	0.82362	0.870178	2016	0.82362	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPG	Material footprint per unit of GDP, by type of raw material (kilograms per constant 2005 United States dollar)	484	-102.5148166	23.93378032	MEX	Mexico	1	KG_PER_CON_USD	NMM	Kilograms per constant USD	Non-metallic minerals	0.37281	0.36045	0.37162	0.38379	0.39566	0.41568	0.42007	0.40853	0.39008	0.37073	0.35957	0.3511	0.29566	0.29609	0.29298	0.28805	0.28414	0.291384	2016	0.28414	Environment Live Global Material Flows Database	E
