"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ModeOfTransportation_Code","ModeOfTransportation_Desc","ReportingType_Code","ReportingType_Desc","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"419","Latin America and the Caribbean","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","10948002761",2016.0,"10948002761","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","","","","",""
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","","","","",""
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","368764362356.76",2016.0,"368764362356.76","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","25628334894",2016.0,"25628334894","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","65,754,638,468",2016.0,"65,754,638,468","Data nature not available","International Civil Aviation Organization (ICAO)"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","6915923757",2016.0,"6915923757","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","803,567,525,888",2016.0,"803,567,525,888","Data nature not available","International Civil Aviation Organization (ICAO)"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","1349576507545.18",2016.0,"1349576507545.18","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"513","Europe and Northern America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","682492492689",2016.0,"682492492689","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"513","Europe and Northern America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","11769710759249.60",2016.0,"11769710759249.60","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"513","Europe and Northern America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","3,447,728,940,346",2016.0,"3,447,728,940,346","Data nature not available","International Civil Aviation Organization (ICAO)"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","3,832,315,805,524",2016.0,"3,832,315,805,524","Data nature not available","International Civil Aviation Organization (ICAO)"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","1131060150659",2016.0,"1131060150659","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","13262389361331.30",2016.0,"13262389361331.30","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"515","Developing regions","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","3,238,858,877,127",2016.0,"3,238,858,877,127","Data nature not available","International Civil Aviation Organization (ICAO)"
"515","Developing regions","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","2743431276342",2016.0,"2743431276342","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"515","Developing regions","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","33467585609120.70",2016.0,"33467585609120.70","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"518","Eastern Asia (excluding Japan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","1,114,933,043,452",2016.0,"1,114,933,043,452","Data nature not available","International Civil Aviation Organization (ICAO)"
"518","Eastern Asia (excluding Japan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","1391316043464",2016.0,"1391316043464","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"518","Eastern Asia (excluding Japan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","5669984512343.08",2016.0,"5669984512343.08","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"535","Bonaire, Sint Eustatius and Saba","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","","","","",""
"535","Bonaire, Sint Eustatius and Saba","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"535","Bonaire, Sint Eustatius and Saba","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","","","","",""
"543","Oceania (exc. Australia and New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"543","Oceania (exc. Australia and New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","6180214721.83",2016.0,"6180214721.83","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"543","Oceania (exc. Australia and New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","7,035,898,859",2016.0,"7,035,898,859","Data nature not available","International Civil Aviation Organization (ICAO)"
"722","Small island developing States (SIDS)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","599066758637.74",2016.0,"599066758637.74","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"722","Small island developing States (SIDS)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"722","Small island developing States (SIDS)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","152,356,725,692",2016.0,"152,356,725,692","Data nature not available","International Civil Aviation Organization (ICAO)"
"738","Sub-Saharan Africa (inc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","98,257,451,655",2016.0,"98,257,451,655","Data nature not available","International Civil Aviation Organization (ICAO)"
"738","Sub-Saharan Africa (inc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","15876431028",2016.0,"15876431028","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"738","Sub-Saharan Africa (inc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","967045646578.51",2016.0,"967045646578.51","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"746","Northern Africa (exc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","54,460,330,250",2016.0,"54,460,330,250","Data nature not available","International Civil Aviation Organization (ICAO)"
"746","Northern Africa (exc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","49641767898",2016.0,"49641767898","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"746","Northern Africa (exc. Sudan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","1119650508177.25",2016.0,"1119650508177.25","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"747","Northern Africa and Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","884,500,645,421",2016.0,"884,500,645,421","Data nature not available","International Civil Aviation Organization (ICAO)"
"747","Northern Africa and Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","60242462845",2016.0,"60242462845","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"747","Northern Africa and Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","2648446147775.32",2016.0,"2648446147775.32","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"753","Eastern and South-Eastern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","1859055393429",2016.0,"1859055393429","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"753","Eastern and South-Eastern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","1,828,703,650,981",2016.0,"1,828,703,650,981","Data nature not available","International Civil Aviation Organization (ICAO)"
"753","Eastern and South-Eastern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","8190676814591.92",2016.0,"8190676814591.92","Data nature not available","The International Transport Forum at the OECD (ITF-OECD)"
"827","United Kingdom (England and Wales)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","","","","",""
"827","United Kingdom (England and Wales)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"827","United Kingdom (England and Wales)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","","","","",""
"829","United Kingdom (Scotland)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","AIR","Air transport","G","Global","","","","",""
"829","United Kingdom (Scotland)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","RAI","Rail transport","G","Global","","","","",""
"829","United Kingdom (Scotland)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","","","","",""
"830","Channel Islands","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","P_KM","Passenger kilometres","ROA","Road transport","G","Global","","","","",""
