"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","0.3",2017.0,"0.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","3.2",2017.0,"3.2","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"145","Western Asia","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","1.1",2017.0,"1.1","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"150","Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"150","Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"150","Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"151","Eastern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"151","Eastern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"151","Eastern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"154","Northern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"154","Northern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"154","Northern Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"155","Western Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"155","Western Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"155","Western Europe","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"158","Other non-specified areas","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"158","Other non-specified areas","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"158","Other non-specified areas","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"199","Least Developed Countries (LDCs)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","12.4",2017.0,"12.4","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"199","Least Developed Countries (LDCs)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","15.3",2017.0,"15.3","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"199","Least Developed Countries (LDCs)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","10.0",2017.0,"10.0","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"202","Sub-Saharan Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","9.8",2017.0,"9.8","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"202","Sub-Saharan Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","11.4",2017.0,"11.4","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"202","Sub-Saharan Africa","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","13.0",2017.0,"13.0","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"223","Eastern Asia (excluding Japan and China)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"223","Eastern Asia (excluding Japan and China)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"223","Eastern Asia (excluding Japan and China)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"369"," Iraq (Central Iraq) ","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"369"," Iraq (Central Iraq) ","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"369"," Iraq (Central Iraq) ","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"419","Latin America and the Caribbean","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","0.9",2017.0,"0.9","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"419","Latin America and the Caribbean","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","0.5",2017.0,"0.5","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"419","Latin America and the Caribbean","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","0.7",2017.0,"0.7","Modeled data","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"420","Latin America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"420","Latin America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"420","Latin America","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"432","Landlocked developing countries (LLDCs)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
"432","Landlocked developing countries (LLDCs)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","UB","Upper bound","G","Global","UNIT","Units","","","","","",""
"432","Landlocked developing countries (LLDCs)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","LB","Lower bound","G","Global","UNIT","Units","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","NUM_U5_M","Millions of children aged 0-59 months","<5Y","under 5 years old","MP","Mid-point","G","Global","UNIT","Units","","","","","",""
