"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"442","Luxembourg","LUX","6.092656563","49.77679538","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","106.6409","106.9918","105.5466","105.952","107.3138","107.0651","105.6272","106.0345","100.6972","97.8628","105.2029","108.3316","157.4079",2016.0,"157.4079","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","54.41288","54.63786","65.20599","87.07881","113.632","131.0363","139.3495","153.2958","175.5581","213.8443","219.488","246.8057","282.3213",2016.0,"282.3213","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"450","Madagascar","MDG","46.6982339","-19.38514785","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","0.27513","0.58197","0.74481","0.99845","1.22604","1.33335","1.39796","1.56283","1.7143","1.80041","2.04735","2.28395","2.55222",2016.0,"2.55222","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"454","Malawi","MWI","33.4884625","-13.40819859","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","0.74142","1.45376","1.39535","1.47405","1.71627","2.5741","2.91754","3.74703","4.22348","4.53617","4.78053","4.92466","",2015.0,"4.92466","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"458","Malaysia","MYS","116.8346314","5.452415309","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","27.13921","27.41509","28.2798","38.83076","41.59185","52.06798","53.70139","53.58974","53.02502","54.1474","51.67316","50.43056","48.10601",2016.0,"48.10601","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"462","Maldives","MDV","73.09672546","-0.614385021","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","7.19779","7.28316","6.87306","16.47651","15.60899","16.59659","16.45181","16.57252","19.88816","21.39656","25.46903","26.48566","30.03189",2016.0,"30.03189","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"466","Mali","MLI","-3.522016039","17.35311254","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","2.71503","3.23576","3.37816","3.99753","4.29288","4.4527","4.68751",2016.0,"4.68751","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"470","Malta","MLT","14.44617519","35.89194275","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","45.38656","45.15166","41.35554","46.82264","47.4137","48.81939","52.32047","55.37471","60.42632","59.19512","56.36916","57.08469","57.48799",2016.0,"57.48799","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"474","Martinique","MTQ","-60.91544135","14.56086108","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","4.1045","4.54561","6.27715","7.64529","9.08216","9.70454",2016.0,"9.70454","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"480","Mauritius","MUS","57.568022","-20.28581998","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","30.92668","33.85444","34.93291","38.96497","38.06396","39.50954","40.88109","43.42679","44.324","44.87474","45.03954","45.59497","44.50668",2016.0,"44.50668","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"484","Mexico","MEX","-102.5148166","23.93378032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","28.34554","31.18183","34.21066","38.1795","40.60044","41.98644","44.11103","43.71807","47.41737","47.2516","48.82582","51.06691","52.62772",2016.0,"52.62772","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"492","Monaco","MCO","7.424214814","43.73532918","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","9.87663","14.99024","18.52137","31.52239","44.84261","49.89506","58.67009","72.87282","88.6355",2016.0,"88.6355","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"498","Republic of Moldova","MDA","28.4650624","47.20236795","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","7.74492","10.58196","12.7088","15.43901","19.6184","23.31258","25.75884","28.5418","30.91651","33.57459","36.12617","32.4858","34.93981",2016.0,"34.93981","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"499","Montenegro","MNE","19.25214024","42.78717043","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","14.27659","26.02482","40.11979","53.07206","60.04988","64.17206","66.19745","69.59563","71.5612","70.94471","76.08625","77.79478",2016.0,"77.79478","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"500","Montserrat","MSR","-62.19261223","16.73558313","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","8.32593","14.82441","12.82619","14.24219","16.23562","18.19863","19.61249","21.29166","22.81857","24.16561","25.16134","25.93249","26.6965",2016.0,"26.6965","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"508","Mozambique","MOZ","38.18479941","-14.27963886","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","1.88829","2.18588","3.22209","3.58234","4.15096","4.60262","5.57672","6.30062","6.80754","7.48871","8.87634","10.26701","10.58623",2016.0,"10.58623","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"512","Oman","OMN","57.87743482","21.98805614","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","40.44003","39.75193","38.70189","38.47907","35.71446","34.81596","34.23393",2016.0,"34.23393","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"516","Namibia","NAM","17.21907885","-22.13817068","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","9.33581","9.73708","29.47455","41.50261","49.17733","50.48658","48.52588","52.06841","54.6516","55.77665","64.41384",2016.0,"64.41384","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"520","Nauru","NRU","166.92313","-0.528742623","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","7.31694","7.42038","8.15622","8.75897","8.90453","9.63578",2016.0,"9.63578","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"528","Netherlands","NLD","5.331480568","51.86728884","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","59.37553","55.85892","60.72084","63.6951","64.09074","62.51923","57.78603","56.51499","54.54922","52.97342","53.63755","49.66835","47.55254",2016.0,"47.55254","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","110.9768","119.5793","124.1757","117.9442","119.0673","126.0195",2016.0,"126.0195","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","4.89508","6.33232","6.11551","10.38391","19.49768","23.92429","28.07661","28.70245","34.35402","35.83936","34.82979","39.89449","40.53037",2016.0,"40.53037","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"554","New Zealand","NZL","170.4755673","-43.98721568","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","59.03749","62.25221","69.45662","69.64511","71.78925","72.56805","72.21916","76.37405","74.80648","72.36755","70.70369","69.27866","",2015.0,"69.27866","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"558","Nicaragua","NIC","-85.03060315","12.84210839","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","3.32883","4.61539","5.80737","6.8638","7.84876","8.2896","8.42757","9.60156","11.49812","14.44252","16.03531","18.30641","17.96892",2016.0,"17.96892","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"562","Niger","NER","9.400167877","17.42143036","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","0.58403","0.91599","0.92821","1.25362","1.2695","1.46343","1.53567",2016.0,"1.53567","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"566","Nigeria","NGA","8.097363256","9.585789025","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","0.67972","1.77903","4.47412","8.63649","11.45714","11.21958","11.93696","11.48661","13.30448","16.17943","16.2029","16.73018",2016.0,"16.73018","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"570","Niue","NIU","-169.8601693","-19.05000475","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","59.13806","58.76397","59.9298","59.78398","59.22472","57.59966","55.24615","54.46647","52.7179","50.47544","48.30494","45.81107","39.04595",2016.0,"39.04595","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"583","Micronesia (Federated States of)","FSM","158.225216","6.880670092","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","3.08485","3.07735","3.07328","3.07243","3.07144","3.06805","9.17698","9.10167","15.02246","14.8584","14.69054","14.52348","14.34329",2016.0,"14.34329","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","","","","","","","","","","","","","",""
"584","Marshall Islands","MHL","171.0839119","7.110213497","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","2.94582","2.94125","2.93552","2.92964","5.84623","5.8328","5.81843","5.80688","5.79636","5.7885",2016.0,"5.7885","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
"585","Palau","PLW","134.5733878","7.502307591","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.1","(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults","1","FB_ATM_TOTL","Number of automated teller machines (ATMs) per 100,000 adults","2019.Q1.G.01","NUMBER","Number","15+","15 years old and over","G","Global","","","","30.94987","30.7785","30.60601","36.49755","36.26899","41.98971","41.66455","47.22385","46.7935","46.32563",2016.0,"46.32563","Country data","Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS"
