"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"372","Ireland","IRL","-7.121425272","53.25274054","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"376","Israel","ISR","34.62277992","31.06164552","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"380","Italy","ITA","12.57022427","42.79917282","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","7.0","",2016.0,"7.0","Country data","MICS"
"388","Jamaica","JAM","-77.31068409","18.15616857","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","1.4","","","","","","",2011.0,"1.4","Country data","MICS"
"392","Japan","JPN","139.2716103","36.6554539","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"398","Kazakhstan","KAZ","66.65359159","48.01963494","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","0.2","","",2015.0,"0.2","Country data","MICS"
"400","Jordan","JOR","37.13024774","30.65365973","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","0.3","","","","","",2012.0,"0.3","Country data","DHS"
"404","Kenya","KEN","37.86096816","0.534797278","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","4.4","","","",2014.0,"4.4","Country data","DHS"
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"410","Republic of Korea","KOR","127.8610254","36.45201023","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"414","Kuwait","KWT","47.49305029","29.53949468","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","0.9","","","",2014.0,"0.9","Country data","MICS"
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","8.9","","","","","",2012.0,"8.9","Country data","MICS"
"422","Lebanon","LBN","35.89391711","33.92152458","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","1.2","","","","","","","","",2009.0,"1.2","Country data","MICS"
"426","Lesotho","LSO","28.25362195","-29.58041814","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","1.0","","","",2014.0,"1.0","Country data","DHS"
"428","Latvia","LVA","26.42461876","56.64196636","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"430","Liberia","LBR","-9.311879038","6.448381009","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","8.8","","","","",2013.0,"8.8","Country data","DHS"
"434","Libya","LBY","18.0295985","27.04042819","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"438","Liechtenstein","LIE","9.552985019","47.14167005","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"442","Luxembourg","LUX","6.092656563","49.77679538","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","12.4","","","","",2013.0,"12.4","Country data","ENSOMD"
"454","Malawi","MWI","33.4884625","-13.40819859","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","9.0","","",2015.0,"9.0","Country data","DHS"
"458","Malaysia","MYS","116.8346314","5.452415309","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"462","Maldives","MDV","73.09672546","-0.614385021","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","0.3","","","","","","","","",2009.0,"0.3","Country data","DHS"
"466","Mali","MLI","-3.522016039","17.35311254","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","16.5","","",2015.0,"16.5","Country data","MICS"
"470","Malta","MLT","14.44617519","35.89194275","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"474","Martinique","MTQ","-60.91544135","14.56086108","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","17.8","","",2015.0,"17.8","Country data","MICS"
"480","Mauritius","MUS","57.568022","-20.28581998","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"484","Mexico","MEX","-102.5148166","23.93378032","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","3.8","","",2015.0,"3.8","Country data","MICS"
"492","Monaco","MCO","7.424214814","43.73532918","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","0.1","","","","",2013.0,"0.1","Country data","MICS"
"498","Republic of Moldova","MDA","28.4650624","47.20236795","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","0.4","","","","","",2012.0,"0.4","Country data","MICS"
"499","Montenegro","MNE","19.25214024","42.78717043","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","0.6","","","","",2013.0,"0.6","Country data","MICS"
"500","Montserrat","MSR","-62.19261223","16.73558313","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","2.5","","","","","","","","","","","","",2004.0,"2.5","Country data","DHS"
"508","Mozambique","MOZ","38.18479941","-14.27963886","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","14.3","","","","","","",2011.0,"14.3","Country data","DHS"
"512","Oman","OMN","57.87743482","21.98805614","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"516","Namibia","NAM","17.21907885","-22.13817068","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","1.6","","","","",2013.0,"1.6","Country data","DHS"
"520","Nauru","NRU","166.92313","-0.528742623","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","1.9","","","","","","","","","",2007.0,"1.9","Country data","DHS"
"524","Nepal","NPL","83.94678863","28.25866332","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","7.0","",2016.0,"7.0","Country data","DHS"
"528","Netherlands","NLD","5.331480568","51.86728884","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","2.5","","","","",2013.0,"2.5","Country data","DHS"
"554","New Zealand","NZL","170.4755673","-43.98721568","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","",""
"558","Nicaragua","NIC","-85.03060315","12.84210839","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","9.7","","","","","",2012.0,"9.7","Country data","ENDESA"
