ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
BEL,4.660976456,50.64104975,56,Belgium,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,74,74,82,81,82,82,82,82.90359,2017.0,82.90359
NER,9.400167877,17.42143036,562,Niger,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,NA,,NA,NA,NA,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,74,,73,75,73.55179,2017.0,73.55179
NGA,8.097363256,9.585789025,566,Nigeria,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,38,36,52,57,67,66,50.60997,2017.0,50.60997
NIU,-169.8601693,-19.05000475,570,Niue,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,NA,NA,NA,,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,41,54,61,,,,2014.0,61
NOR,11.47846389,61.34311134,578,Norway,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,93,98,98,98,98,99.40828,2017.0,99.40828
FSM,158.225216,6.880670092,583,Micronesia (Federated States of),3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,32,36,73,35,62,64,86,85.77775,2017.0,85.77775
MHL,171.0839119,7.110213497,584,Marshall Islands,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,,,,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,73,53,46,51,,,,56.95815,2017.0,56.95815
PLW,134.5733878,7.502307591,585,Palau,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,58,79,90,84,92,91,91,91.48205,2017.0,91.48205
PAK,68.80479684,29.36491634,586,Pakistan,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,,NA,NA,NA,,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,24,,33,42,43,,53,51.04112,2017.0,51.04112
PAN,-81.26616623,8.450965746,591,Panama,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,65,78,71,68,68,71,75.69974,2017.0,75.69974
PNG,145.8587761,-6.756057077,598,Papua New Guinea,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,NA,NA,NA,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,47,46,54,64,,,,2014.0,64
PRY,-60.54854225,-21.70216237,600,Paraguay,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,NA,NA,,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,83,60,75,,82,79,77.32249,2017.0,77.32249
PER,-71.82093277,-13.58939705,604,Peru,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,62,75,85,89,70,65.84124,2017.0,65.84124
PHL,120.8601418,14.16591706,608,Philippines,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,54,74,75,75,84,84,87,81.34406,2017.0,81.34406
POL,19.40660158,52.1226733,616,Poland,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,66,73,76,82,74,,74,73.75013,2017.0,73.75013
PRT,-7.961599811,39.68509315,620,Portugal,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,,,NA,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,93,,,93,94,93,90.82395,2017.0,90.82395
GNB,-14.40182514,12.11760394,624,Guinea-Bissau,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,NA,NA,NA,NA,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,36,50,49,53.4374,2017.0,53.4374
TLS,125.9451052,-8.797497247,626,Timor-Leste,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,37,35,44,51,63,66,66,72,2017.0,72
QAT,51.19152467,25.28355379,634,Qatar,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,,,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,69,84,83,91,97,,,75.5632,2017.0,75.5632
BTN,90.45098484,27.39598568,64,Bhutan,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,29,50,,35,59,65,76,73.39328,2017.0,73.39328
ROU,24.98481009,45.83893563,642,Romania,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,67,69,,68,76,78,77,76.1956,2017.0,76.1956
RUS,99.01404926,61.61899849,643,Russian Federation,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,,,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,94,96,,,81,81,99,,2016.0,99
RWA,29.92310194,-1.999842114,646,Rwanda,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,NA,NA,NA,,NA,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,35,41,41,,66.05677,2017.0,66.05677
KNA,-62.76628613,17.33994219,659,Saint Kitts and Nevis,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,NA,NA,,NA,,NA,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,57,58,,60,,51.62214,2017.0,51.62214
LCA,-60.96529553,13.89405601,662,Saint Lucia,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,29,38,38,,44,58,77,,2016.0,77
VCT,-61.19024321,13.24627968,670,Saint Vincent and the Grenadines,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,NA,NA,NA,NA,NA,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,35,58,49,35,65,,2016.0,65
SMR,12.46329038,43.93841766,674,San Marino,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,,,,,,,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,40,,,,,,,61.05894,2017.0,61.05894
STP,6.609772265,0.241554875,678,Sao Tome and Principe,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,24,22,20,16,16,16,16,15.91339,2017.0,15.91339
BOL,-64.66224284,-16.71273412,68,Bolivia (Plurinational State of),3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,35,57,64,61,67,77,76.38551,2017.0,76.38551
SAU,44.54763347,24.12594211,682,Saudi Arabia,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,NA,NA,NA,NA,NA,,NA,NA,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,90,96,95,100,99,,97,98.79057,2017.0,98.79057
SEN,-14.46636926,14.35920905,686,Senegal,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,NA,,,,,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,30,30,,,,,44.36037,2017.0,44.36037
SRB,20.805876,44.03145697,688,Serbia,3,Ensure healthy lives and promote well-being for all at all ages,3.d,"Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks",3.d.1,International Health Regulations (IHR) capacity and health emergency preparedness,1,SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities,2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,NA,,,NA,,NA,NA,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,"Global Health Observatory (GHO), World Health Organisation (WHO).","Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,11,,,47,,40,43.90568,2017.0,43.90568
