ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
SYR,38.50466565,35.01676176,760,Syrian Arab Republic,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,Data reference period: Annual or annual average,,Repository: NSO | Reference group coverage: Total employment,Repository: NSO | Data reference period: Annual or annual average,,,,,,,,,,,,,,C,,C,C,,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22,,8.29,8.95,,,,,,,2010.0,8.95
TJK,69.294998,38.43069666,762,Tajikistan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - HS - Living Standard Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,2009.0,14.8
THA,101.0202951,15.13089239,764,Thailand,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts,Repository: NSO | Data reference period: Annual or annual average | Reference group coverage: Total employment,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,25.51,25.31,26.26,27.54,28.84,29.21,29.72,23.69,24.21,25.77,24.57,28.22,33.04,32.7,32.83,32.4,2016.0,32.4
TON,-175.1959991,-21.19511329,776,Tonga,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,,,2003.0,26.6
TTO,-61.29389504,10.41877263,780,Trinidad and Tobago,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,,,,Data reference period: Annual or annual average | Population coverage: Excluding institutional population,Data reference period: Annual or annual average | Population coverage: Excluding institutional population,,,Data reference period: First semester | Population coverage: Excluding institutional population,Data reference period: First semester | Population coverage: Excluding institutional population,Data reference period: First semester | Population coverage: Excluding institutional population,,C,C,C,C,C,C,,,,C,C,,,C,C,C,,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,,,,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,,,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,ILOSTAT - LFS - Continuous Sample Survey of the Population,,,,,,,,,,,,,,,,,,,39.23,39.85,37.81,39.34,40.93,43.48,,,,41.3,43.11,,,43.51,43.86,41.9,,2015.0,41.9
ARE,53.98279159,23.43322219,784,United Arab Emirates,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,Data reference period: December,,,Data reference period: February,,,,,,,,Data reference period: Annual or annual average | Age coverage - maximum age: 65 years old,,,,,,C,,,C,,,,,,,,C,,,,,,ILOSTAT - PC - Population census,,,ILOSTAT - LFS - Labour force survey,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,10.17,,,9.95,,,,,,,,14.57,2016.0,14.57
TUN,9.572737411,34.11439971,788,Tunisia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,Data reference period: Second quarter,Data reference period: Second quarter,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,ILOSTAT - LFS - National Population and Employment Survey,ILOSTAT - LFS - National Population and Employment Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86,14.76,,,,,2012.0,14.76
TUR,35.42890329,38.9899684,792,Turkey,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - Household Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,,7.97,6.78,6.18,6.56,6.94,8.19,8.57,9.83,10.21,10.04,11.02,12.15,14.44,13.36,13.16,15.09,2016.0,15.09
TUV,178.6679611,-7.460048071,798,Tuvalu,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,Data reference period: November,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - PC - Population Census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.58,,,,,,,,,,,,,,,2002.0,24.58
ALB,20.06660928,41.13897007,8,Albania,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,,,,,,,,2009.0,22.47
UGA,32.39100438,1.279557331,800,Uganda,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,Data reference period: September | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,,,,,,"Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 76 years or older, but bounded",,,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old,,,,,,C,C,,,,,,C,,,C,C,,,,,,ILOSTAT - PC - Population Census,ILOSTAT - LFS - Uganda National Household Survey 1996-97: Pilot Labour Force Survey,,,,,,ILOSTAT - HIES - Uganda National Household Survey,,,ILOSTAT - LFS - National Labour Force and Child Activities Survey,ILOSTAT - HIES - Uganda National Household Survey,,,,,,,,,,,,,,,,,,,,,,,27.64,33.33,,,,,,20.22,,,22.82,25.3,,,,2013.0,25.3
UKR,31.40270802,49.00735945,804,Ukraine,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,"Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",,,"Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",,C,C,C,C,C,C,C,C,C,C,C,,,C,C,C,,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,,,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,ILOSTAT - LFS - Sample survey of the population (households) on economic activity,,,,,,,,,,,,,,,,,,,36.74,37.42,38.46,39.6,43.13,38.2,38.33,39.4,38.61,41.08,41.18,,,38.31,37.84,39.57,,2015.0,39.57
MKD,21.7007909,41.60048068,807,The former Yugoslav Republic of Macedonia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,Data reference period: April,Data reference period: April,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,ILOSTAT - LFS - Labour Force survey,ILOSTAT - LFS - Labour Force survey,ILOSTAT - LFS - Labour Force survey,ILOSTAT - LFS - Labour Force survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,,,19.03,26.84,28.03,28.51,27.17,29.31,28.54,26.76,27.85,27.86,23.09,27.31,29.02,23.97,25.27,2016.0,25.27
EGY,29.77468534,26.57438204,818,Egypt,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,,ILOSTAT - LFS - Labour force sample survey,ILOSTAT - LFS - Labour force sample survey,,,,,,,,,,,,,,,,,,10.11,9.34,9,8.53,8,10.42,10.84,11.11,11.77,14,13.88,13.51,9.73,7.12,,6.42,7.11,2016.0,7.11
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,34.5,30.85,32.5,32.3,33.07,34.32,34.6,34.44,34.87,35.56,35.68,34.56,34.38,33.95,35.29,35.36,36.01,2016.0,36.01
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,,,Data reference period: Annual or annual average,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,,,C,,,,,C,,,,,,,,C,,,,ILOSTAT - LFS - Labour Force Survey,,,,,ILOSTAT - LFS - Labour Force Survey,,,,,,,,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,,,49.22,,,,,16.47,,,,,,,,23.26,,,2014.0,23.26
BLZ,-88.70199554,17.19965901,84,Belize,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,Data reference period: April | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 14 years old,,,,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,C,,,,,,,,,,C,C,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,41.26,,,,,,,,,,45.82,25.24,2016.0,25.24
