"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"504","Morocco","MAR","-6.281942841","31.8440131","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","98","95","99","88","84","85","83","81","84","84","86","86","85","85","86","87","88",2016.0,"88","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"504","Morocco","MAR","-6.281942841","31.8440131","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","115","111","116","103","99","99","97","94","98","98","101","100","99","99","101","101","103",2016.0,"103","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"508","Mozambique","MOZ","38.18479941","-14.27963886","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","332","333","334","335","336","338","341","343","347","350","352","355","356","356","356","356","356",2016.0,"356","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"508","Mozambique","MOZ","38.18479941","-14.27963886","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","513","515","517","518","520","523","526","531","536","540","545","548","551","551","551","551","551",2016.0,"551","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"508","Mozambique","MOZ","38.18479941","-14.27963886","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","733","736","738","740","743","746","752","758","765","772","778","783","787","787","787","787","787",2016.0,"787","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"512","Oman","OMN","57.87743482","21.98805614","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","14","13","12","11","12","10","13","12","12","11","10","10","11","8.7","8.9","7.7","7.7",2016.0,"7.7","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"512","Oman","OMN","57.87743482","21.98805614","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","16","15","14","12","14","12","15","14","15","13","12","12","13","10","10","9","9",2016.0,"9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"512","Oman","OMN","57.87743482","21.98805614","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","19","17","17","14","16","14","17","16","17","15","13","14","15","12","12","10","10",2016.0,"10","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"516","Namibia","NAM","17.21907885","-22.13817068","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","899","1070","1070","1150","1180","1160","1130","1050","1010","886","821","771","699","655","608","627","565",2016.0,"565","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"516","Namibia","NAM","17.21907885","-22.13817068","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","544","647","648","698","716","703","683","638","611","537","497","467","423","397","368","379","342",2016.0,"342","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"516","Namibia","NAM","17.21907885","-22.13817068","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","711","845","846","912","935","918","892","833","798","701","649","610","552","518","480","495","446",2016.0,"446","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"520","Nauru","NRU","166.92313","-0.528742623","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","53","40","66","39","75","144","157","39","66","53","40","66","77","89","104","130","129",2016.0,"129","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"520","Nauru","NRU","166.92313","-0.528742623","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","39","29","49","29","56","107","117","29","49","39","30","49","57","67","78","97","96",2016.0,"96","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"520","Nauru","NRU","166.92313","-0.528742623","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","46","34","57","34","65","125","137","34","57","46","34","57","67","78","90","113","112",2016.0,"112","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"524","Nepal","NPL","83.94678863","28.25866332","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","149","151","151","152","152","152","154","155","153","150","146","144","142","140","139","137","136",2016.0,"136","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"524","Nepal","NPL","83.94678863","28.25866332","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","163","163","163","163","163","163","164","164","164","164","163","162","161","159","158","156","154",2016.0,"154","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"524","Nepal","NPL","83.94678863","28.25866332","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","177","176","175","175","175","175","174","173","175","178","180","181","181","180","178","176","174",2016.0,"174","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"528","Netherlands","NLD","5.331480568","51.86728884","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","10","12","11","11","11","9.1","8.1","7.5","7.7","9","8.2","7.7","7.3","6.6","6.4","6.7","6.9",2016.0,"6.9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"528","Netherlands","NLD","5.331480568","51.86728884","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","7.7","8.6","8.3","8","8","6.8","6","5.5","5.7","6.7","6.1","5.7","5.4","4.9","4.7","4.9","5.1",2016.0,"5.1","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"528","Netherlands","NLD","5.331480568","51.86728884","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","9","10","9.7","9.3","9.3","7.9","7","6.5","6.7","7.8","7.1","6.7","6.3","5.7","5.5","5.8","5.9",2016.0,"5.9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","3.7","6.8","11","6.9","8.4","6.1","3.7","4.1","3.8","3.6","","","","","","","",2009.0,"3.6","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","2.8","5","8.4","5.1","6.2","4.5","2.7","3","2.8","2.6","","","","","","","",2009.0,"2.6","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","3.2","5.9","9.9","5.9","7.2","5.2","3.2","3.5","3.3","3.1","","","","","","","",2009.0,"3.1","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"531","Curaçao","CUW","-68.95033464","12.15058042","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","4.5","0.88","0.87","1.7","4.2","6.7","3.3",2016.0,"3.3","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"531","Curaçao","CUW","-68.95033464","12.15058042","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","3.9","0.76","0.75","1.5","3.7","5.8","2.9",2016.0,"2.9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"531","Curaçao","CUW","-68.95033464","12.15058042","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","3.3","0.65","0.64","1.3","3.1","5","2.5",2016.0,"2.5","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"533","Aruba","ABW","-69.97050586","12.50878756","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","8.8","9.3","9.7","10","11","11","12","12","13","13","7.8","10","36","14","2.6","16","18",2016.0,"18","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"533","Aruba","ABW","-69.97050586","12.50878756","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","7.6","8","8.4","8.8","9.2","9.6","10","10","11","11","6.8","9","31","12","2.2","14","15",2016.0,"15","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"533","Aruba","ABW","-69.97050586","12.50878756","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","6.5","6.9","7.2","7.5","7.9","8.2","8.6","8.9","9.3","9.6","5.8","7.7","27","10","1.9","12","13",2016.0,"13","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","12","7.8","3.8","7.3","0","6.9","0",2016.0,"0","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","10","6.8","3.3","6.3","0","5.9","0",2016.0,"0","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","8.9","5.8","2.8","5.4","0","5.1","0",2016.0,"0","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"540","New Caledonia","NCL","165.5067368","-21.41742531","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","43","28","29","17","26","20","21","19","20","21","19","20","14","16","11","20","14",2016.0,"14","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"540","New Caledonia","NCL","165.5067368","-21.41742531","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","59","37","39","22","35","27","28","26","27","29","26","27","20","22","15","28","19",2016.0,"19","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"540","New Caledonia","NCL","165.5067368","-21.41742531","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","51","32","34","19","31","23","24","23","24","25","22","23","17","19","13","24","16",2016.0,"16","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"548","Vanuatu","VUT","167.0679779","-15.34445547","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","138","155","87","86","122","118","100","100","106","86","90","90","79","77","83","74","72",2016.0,"72","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"548","Vanuatu","VUT","167.0679779","-15.34445547","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","110","123","69","69","86","83","80","77","74","72","69","67","65","62","63","63","56",2016.0,"56","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"548","Vanuatu","VUT","167.0679779","-15.34445547","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","84","95","53","54","55","53","62","57","48","59","51","48","52","50","45","52","43",2016.0,"43","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"554","New Zealand","NZL","170.4755673","-43.98721568","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","12","13","11","14","12","11","11","8.6","9.1","9.2","9.2","9.2","8.7","8","8.6","8.4","8.4",2016.0,"8.4","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
