series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Name of non-communicable disease	Sex description	Units description	Name of non-communicable disease description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	33330	40697	50242	62927	65861	64394	2016	65861	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	4	FEMALE	NUMBER	CAN	Female	Number	cancer	119414	133571	149908	164800	167704	166252	2016	167704	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	5	MALE	NUMBER	CAN	Male	Number	cancer	181530	199857	217601	229434	231983	230708.5	2016	231983	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	300944	333428	367509	394234	399687	396960.5	2016	399687	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	141858	155678	160814	160289	160085	160187	2016	160085	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	296909	327855	346924	356323	358702	357512.5	2016	358702	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	155051	172177	186110	196034	198618	197326	2016	198618	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	12607	14030	15164	14475	14446	14460.5	2016	14446	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	6025	6776	7312	7013	7032	7022.5	2016	7032	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	392	139.2716103	36.6554539	JPN	Japan	12	MALE	NUMBER	DIA	Male	Number	diabetes	6582	7253	7852	7462	7414	7438	2016	7414	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	2485	2511	2615	2678	2692	2685	2016	2692	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	6684	6816	6811	6690	6614	6652	2016	6614	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	4199	4305	4196	4012	3922	3967	2016	3922	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	4	FEMALE	NUMBER	CAN	Female	Number	cancer	13484	13814	13140	12067	12476	12271.5	2016	12476	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	5	MALE	NUMBER	CAN	Male	Number	cancer	15316	15182	13979	12974	13506	13240	2016	13506	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	28800	28997	27119	25041	25981	25511	2016	25981	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	36192	40991	38087	35540	35063	35301.5	2016	35063	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	75615	83110	78425	73772	73860	73816	2016	73860	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	39422	42120	40339	38231	38797	38514	2016	38797	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	1383	1397	1373	1352	1334	1343	2016	1334	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	890	873	852	841	832	836.5	2016	832	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	12	MALE	NUMBER	DIA	Male	Number	diabetes	493	524	521	511	501	506	2016	501	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	214	222	269	353	370	361.5	2016	370	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	635	667	762	992	1042	1017	2016	1042	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	421	445	493	639	672	655.5	2016	672	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	4	FEMALE	NUMBER	CAN	Female	Number	cancer	1100	1391	1593	1916	1978	1947	2016	1978	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	5	MALE	NUMBER	CAN	Male	Number	cancer	1301	1600	2003	2384	2468	2426	2016	2468	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	2401	2990	3596	4300	4446	4373	2016	4446	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	3893	4196	5287	7047	7398	7222.5	2016	7398	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	7004	7498	9596	12725	13384	13054.5	2016	13384	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	3110	3302	4309	5678	5986	5832	2016	5986	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	1210	1432	1791	2266	2347	2306.5	2016	2347	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	648	753	902	1086	1116	1101	2016	1116	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	400	37.13024774	30.65365973	JOR	Jordan	12	MALE	NUMBER	DIA	Male	Number	diabetes	562	679	889	1181	1231	1206	2016	1231	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	1374	1454	1441	1653	1774	1713.5	2016	1774	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	2880	2959	2857	3222	3432	3327	2016	3432	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	1506	1506	1417	1569	1658	1613.5	2016	1658	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	4	FEMALE	NUMBER	CAN	Female	Number	cancer	10969	10777	11247	13572	14346	13959	2016	14346	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	5	MALE	NUMBER	CAN	Male	Number	cancer	9001	9456	10218	12300	13029	12664.5	2016	13029	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	19970	20233	21465	25872	27375	26623.5	2016	27375	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	8608	8817	8494	9791	10425	10108	2016	10425	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	16513	17300	17120	19934	21473	20703.5	2016	21473	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	7905	8483	8626	10143	11048	10595.5	2016	11048	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	1656	1757	1776	2123	2288	2205.5	2016	2288	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	573	633	661	791	862	826.5	2016	862	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	404	37.86096816	0.534797278	KEN	Kenya	12	MALE	NUMBER	DIA	Male	Number	diabetes	1083	1123	1116	1332	1426	1379	2016	1426	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	9380	13348	15474	16105	16502	16303.5	2016	16502	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	16579	23812	28314	30618	31558	31088	2016	31558	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	7200	10464	12841	14513	15056	14784.5	2016	15056	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	4	FEMALE	NUMBER	CAN	Female	Number	cancer	14531	16858	18855	20501	20778	20639.5	2016	20778	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	5	MALE	NUMBER	CAN	Male	Number	cancer	14485	16250	18786	21209	21705	21457	2016	21705	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	29016	33108	37641	41711	42483	42097	2016	42483	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	21923	32768	40174	44626	46015	45320.5	2016	46015	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	42904	64823	78316	85410	88090	86750	2016	88090	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	20981	32055	38142	40784	42075	41429.5	2016	42075	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	1601	2316	2853	3108	3182	3145	2016	3182	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	938	1322	1593	1683	1717	1700	2016	1717	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	12	MALE	NUMBER	DIA	Male	Number	diabetes	663	994	1260	1425	1465	1445	2016	1465	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	7188	5642	5995	6973	7077	7025	2016	7077	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	15434	13255	14221	16478	16740	16609	2016	16740	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	8245	7612	8226	9504	9663	9583.5	2016	9663	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	4	FEMALE	NUMBER	CAN	Female	Number	cancer	23961	27611	29730	31788	32046	31917	2016	32046	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	5	MALE	NUMBER	CAN	Male	Number	cancer	40266	44706	49148	51264	52527	51895.5	2016	52527	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	64227	72317	78878	83052	84573	83812.5	2016	84573	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	31228	30068	28701	29412	29376	29394	2016	29376	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	68948	67239	62266	63835	63568	63701.5	2016	63568	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	37721	37171	33565	34422	34192	34307	2016	34192	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	12333	13469	11575	11642	11986	11814	2016	11986	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	6457	6970	5844	5973	6193	6083	2016	6193	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	12	MALE	NUMBER	DIA	Male	Number	diabetes	5876	6499	5731	5670	5793	5731.5	2016	5793	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
