series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	400	37.13024774	30.65365973	JOR	Jordan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	0.66284	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	400	37.13024774	30.65365973	JOR	Jordan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.77054	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	400	37.13024774	30.65365973	JOR	Jordan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.73926	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	404	37.86096816	0.534797278	KEN	Kenya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	3.40526	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	404	37.86096816	0.534797278	KEN	Kenya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	3.76307	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	404	37.86096816	0.534797278	KEN	Kenya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	4.63484	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	404	37.86096816	0.534797278	KEN	Kenya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.29773	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	404	37.86096816	0.534797278	KEN	Kenya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	3.35668	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	4.60301	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	3.68814	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	3.78615	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.86438	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	3.86438	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	12.90709	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	10.62389	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	9.92246	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	10.18139	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	10.22654	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	0.03911	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	0.01783	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	0.02844	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.00557	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.00546	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	7.14724	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	11.23103	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	10.14794	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	7.18403	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	6.22263	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	5.46071	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	4.39182	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	7.04246	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	10.10782	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	10.36126	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	2.99945	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.5709	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	2.03008	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	1.63539	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	1.53474	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	6.68717	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	5.87837	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	6.80322	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	4.8056	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	5.03332	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	428	26.42461876	56.64196636	LVA	Latvia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	9.95127	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	428	26.42461876	56.64196636	LVA	Latvia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	12.01595	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	428	26.42461876	56.64196636	LVA	Latvia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	11.59189	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	428	26.42461876	56.64196636	LVA	Latvia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	12.59397	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	428	26.42461876	56.64196636	LVA	Latvia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	12.88709	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	6.24135	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	6.04029	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	5.30849	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	5.73514	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	5.76167	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	434	18.0295985	27.04042819	LBY	Libya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	0.08173	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	434	18.0295985	27.04042819	LBY	Libya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	0.08573	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	434	18.0295985	27.04042819	LBY	Libya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	0.11173	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	434	18.0295985	27.04042819	LBY	Libya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	0.02891	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	434	18.0295985	27.04042819	LBY	Libya	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	0.02891	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	13.91717	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	15.95434	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	15.12923	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	15.47114	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	14.99021	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	14.18218	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	13.17445	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	12.58272	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	13.15985	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	12.98038	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016					
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	2.50844	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	1.58678	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	1.96634	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	1.92587	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	1.93321	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	2.46395	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	2.92828	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2010	3.29634	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2015	3.65066	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2016	3.65728	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2000	1.95391	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
2018.Q2.G.01	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	LTPUREAL	15 years old and over	Litres pure alcohol	2005	1.25583	Float		WHO Global Information System on Alcohol and Health (GISAH), 2018	G
