"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2006","Value_2007","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"438","Liechtenstein","LIE","9.552985019","47.14167005","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","10.4","","","","",2013.0,"10.4","Estimated data","World Development Indicators database, World Bank"
"442","Luxembourg","LUX","6.092656563","49.77679538","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","32.9","","","","",2013.0,"32.9","Estimated data","World Development Indicators database, World Bank"
"454","Malawi","MWI","33.4884625","-13.40819859","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","24.2","","","",2014.0,"24.2","Estimated data","World Development Indicators database, World Bank"
"458","Malaysia","MYS","116.8346314","5.452415309","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","28.2","","",2015.0,"28.2","Estimated data","World Development Indicators database, World Bank"
"462","Maldives","MDV","73.09672546","-0.614385021","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"466","Mali","MLI","-3.522016039","17.35311254","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","33.7","",2016.0,"33.7","Estimated data","World Development Indicators database, World Bank"
"470","Malta","MLT","14.44617519","35.89194275","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"474","Martinique","MTQ","-60.91544135","14.56086108","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","28.9","","","",2014.0,"28.9","Estimated data","World Development Indicators database, World Bank"
"480","Mauritius","MUS","57.568022","-20.28581998","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","3.9","","","","","","","","",2009.0,"3.9","Estimated data","World Development Indicators database, World Bank"
"484","Mexico","MEX","-102.5148166","23.93378032","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","17.6","","","","","","","",2010.0,"17.6","Estimated data","World Development Indicators database, World Bank"
"492","Monaco","MCO","7.424214814","43.73532918","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","33.4","","","","",2013.0,"33.4","Estimated data","World Development Indicators database, World Bank"
"498","Republic of Moldova","MDA","28.4650624","47.20236795","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","31.0","","","","",2013.0,"31.0","Estimated data","World Development Indicators database, World Bank"
"499","Montenegro","MNE","19.25214024","42.78717043","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","18.8","","","","",2013.0,"18.8","Estimated data","World Development Indicators database, World Bank"
"500","Montserrat","MSR","-62.19261223","16.73558313","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","37.2","","","","",2013.0,"37.2","Estimated data","World Development Indicators database, World Bank"
"508","Mozambique","MOZ","38.18479941","-14.27963886","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","12.4","","","","","","","","","",2007.0,"12.4","Estimated data","World Development Indicators database, World Bank"
"512","Oman","OMN","57.87743482","21.98805614","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"516","Namibia","NAM","17.21907885","-22.13817068","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","9.1","","","",2014.0,"9.1","Estimated data","World Development Indicators database, World Bank"
"520","Nauru","NRU","166.92313","-0.528742623","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","14.4","","","","",2013.0,"14.4","Estimated data","World Development Indicators database, World Bank"
"528","Netherlands","NLD","5.331480568","51.86728884","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","11.9","","","","","","","","",2009.0,"11.9","Estimated data","World Development Indicators database, World Bank"
"554","New Zealand","NZL","170.4755673","-43.98721568","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"558","Nicaragua","NIC","-85.03060315","12.84210839","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","6.5","",2016.0,"6.5","Estimated data","World Development Indicators database, World Bank"
"562","Niger","NER","9.400167877","17.42143036","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","7.8",2017.0,"7.8","Estimated data","World Development Indicators database, World Bank"
"566","Nigeria","NGA","8.097363256","9.585789025","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","28.9","","","",2014.0,"28.9","Estimated data","World Development Indicators database, World Bank"
"570","Niue","NIU","-169.8601693","-19.05000475","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"583","Micronesia (Federated States of)","FSM","158.225216","6.880670092","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","4.5","","","","","","","","",2009.0,"4.5","Estimated data","World Development Indicators database, World Bank"
"584","Marshall Islands","MHL","171.0839119","7.110213497","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"585","Palau","PLW","134.5733878","7.502307591","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
"586","Pakistan","PAK","68.80479684","29.36491634","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","30.8","","","","",2013.0,"30.8","Estimated data","World Development Indicators database, World Bank"
"591","Panama","PAN","-81.26616623","8.450965746","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","7.1","","","","","","","",2010.0,"7.1","Estimated data","World Development Indicators database, World Bank"
"598","Papua New Guinea","PNG","145.8587761","-6.756057077","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","26.4","","",2015.0,"26.4","Estimated data","World Development Indicators database, World Bank"
"600","Paraguay","PRY","-60.54854225","-21.70216237","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","13.8",2017.0,"13.8","Estimated data","World Development Indicators database, World Bank"
"604","Peru","PER","-71.82093277","-13.58939705","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","15.9","","","","","","","",2010.0,"15.9","Estimated data","World Development Indicators database, World Bank"
"608","Philippines","PHL","120.8601418","14.16591706","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","17.2","","",2015.0,"17.2","Estimated data","World Development Indicators database, World Bank"
"612","Pitcairn","PCN","-128.3225873","-24.37538456","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","",""
