"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","TypeOfSkill_Code","TypeOfSkill_Desc","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"380","Italy","ITA","12.57022427","42.79917282","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","91.9404","","",2012.0,"91.9404","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"380","Italy","ITA","12.57022427","42.79917282","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","94.44205","","",2012.0,"94.44205","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"388","Jamaica","JAM","-77.31068409","18.15616857","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"388","Jamaica","JAM","-77.31068409","18.15616857","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"388","Jamaica","JAM","-77.31068409","18.15616857","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"392","Japan","JPN","139.2716103","36.6554539","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"392","Japan","JPN","139.2716103","36.6554539","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","98.80865","","",2012.0,"98.80865","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"392","Japan","JPN","139.2716103","36.6554539","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","99.42832","","",2012.0,"99.42832","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"398","Kazakhstan","KAZ","66.65359159","48.01963494","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"398","Kazakhstan","KAZ","66.65359159","48.01963494","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"398","Kazakhstan","KAZ","66.65359159","48.01963494","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"400","Jordan","JOR","37.13024774","30.65365973","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"400","Jordan","JOR","37.13024774","30.65365973","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"400","Jordan","JOR","37.13024774","30.65365973","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"404","Kenya","KEN","37.86096816","0.534797278","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"404","Kenya","KEN","37.86096816","0.534797278","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"404","Kenya","KEN","37.86096816","0.534797278","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"410","Republic of Korea","KOR","127.8610254","36.45201023","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","97.77121","","",2012.0,"97.77121","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"410","Republic of Korea","KOR","127.8610254","36.45201023","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","95.80785","","",2012.0,"95.80785","Country data","Programme for the International Assessment of Adult Competencies (OECD)"
"410","Republic of Korea","KOR","127.8610254","36.45201023","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"414","Kuwait","KWT","47.49305029","29.53949468","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"414","Kuwait","KWT","47.49305029","29.53949468","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"414","Kuwait","KWT","47.49305029","29.53949468","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","73.7876","","",2012.0,"73.7876","Country data","Skills Measurement Program (World Bank)"
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"422","Lebanon","LBN","35.89391711","33.92152458","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"422","Lebanon","LBN","35.89391711","33.92152458","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"422","Lebanon","LBN","35.89391711","33.92152458","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"426","Lesotho","LSO","28.25362195","-29.58041814","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"426","Lesotho","LSO","28.25362195","-29.58041814","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"426","Lesotho","LSO","28.25362195","-29.58041814","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"428","Latvia","LVA","26.42461876","56.64196636","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"428","Latvia","LVA","26.42461876","56.64196636","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"428","Latvia","LVA","26.42461876","56.64196636","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"430","Liberia","LBR","-9.311879038","6.448381009","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","15-65","15 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
"430","Liberia","LBR","-9.311879038","6.448381009","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","NUME","Numeracy","","","","","","",""
"430","Liberia","LBR","-9.311879038","6.448381009","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","PERCENT","Percentage","16-65","16 to 65 years old","G","Global","BOTHSEX","Both sexes","LITE","Literacy","","","","","","",""
