"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"410","Republic of Korea","KOR","127.8610254","36.45201023","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"414","Kuwait","KWT","47.49305029","29.53949468","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","-0.74","",2015.0,"-0.74","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2015."
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","1.53","","","","",2012.0,"1.53","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2007-2012."
"422","Lebanon","LBN","35.89391711","33.92152458","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"426","Lesotho","LSO","28.25362195","-29.58041814","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"428","Latvia","LVA","26.42461876","56.64196636","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","4.42","","",2014.0,"4.42","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"430","Liberia","LBR","-9.311879038","6.448381009","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"434","Libya","LBY","18.0295985","27.04042819","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"438","Liechtenstein","LIE","9.552985019","47.14167005","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","4.16","","",2014.0,"4.16","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"442","Luxembourg","LUX","6.092656563","49.77679538","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-0.09","","",2014.0,"-0.09","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","-2.99","","","","",2012.0,"-2.99","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2012."
"454","Malawi","MWI","33.4884625","-13.40819859","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"458","Malaysia","MYS","116.8346314","5.452415309","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"462","Maldives","MDV","73.09672546","-0.614385021","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"466","Mali","MLI","-3.522016039","17.35311254","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"470","Malta","MLT","14.44617519","35.89194275","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","4.54","","",2014.0,"4.54","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"474","Martinique","MTQ","-60.91544135","14.56086108","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","3.31","","",2014.0,"3.31","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2008-2014."
"480","Mauritius","MUS","57.568022","-20.28581998","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.76","","","","",2012.0,"0.76","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2006-2012."
"484","Mexico","MEX","-102.5148166","23.93378032","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","0.66","","",2014.0,"0.66","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2010-2014."
"492","Monaco","MCO","7.424214814","43.73532918","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","8.03","","",2014.0,"8.03","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2014."
"498","Republic of Moldova","MDA","28.4650624","47.20236795","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","4.12","",2015.0,"4.12","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2015."
"499","Montenegro","MNE","19.25214024","42.78717043","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-2.67","","",2014.0,"-2.67","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2014."
"500","Montserrat","MSR","-62.19261223","16.73558313","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"508","Mozambique","MOZ","38.18479941","-14.27963886","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"512","Oman","OMN","57.87743482","21.98805614","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"516","Namibia","NAM","17.21907885","-22.13817068","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"520","Nauru","NRU","166.92313","-0.528742623","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"528","Netherlands","NLD","5.331480568","51.86728884","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-0.72","","",2014.0,"-0.72","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"554","New Zealand","NZL","170.4755673","-43.98721568","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"558","Nicaragua","NIC","-85.03060315","12.84210839","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","5.26","","",2014.0,"5.26","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"562","Niger","NER","9.400167877","17.42143036","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","5.46","","",2014.0,"5.46","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2007-2014."
"566","Nigeria","NGA","8.097363256","9.585789025","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"570","Niue","NIU","-169.8601693","-19.05000475","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","2.53","","",2014.0,"2.53","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"584","Marshall Islands","MHL","171.0839119","7.110213497","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"585","Palau","PLW","134.5733878","7.502307591","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"586","Pakistan","PAK","68.80479684","29.36491634","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","2.81","","","",2013.0,"2.81","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2007-2013."
"591","Panama","PAN","-81.26616623","8.450965746","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","5.58","",2015.0,"5.58","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2010-2015."
"598","Papua New Guinea","PNG","145.8587761","-6.756057077","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"600","Paraguay","PRY","-60.54854225","-21.70216237","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","6.63","",2015.0,"6.63","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2015."
