series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	262	42.18274707	11.56004161	DJI	Djibouti	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	262	42.18274707	11.56004161	DJI	Djibouti	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	266	11.78727747	-0.60687619	GAB	Gabon	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	266	11.78727747	-0.60687619	GAB	Gabon	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	268	43.3713615	42.04813028	GEO	Georgia	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	268	43.3713615	42.04813028	GEO	Georgia	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	268	43.3713615	42.04813028	GEO	Georgia	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	FEMALE	PERCENT	Female	Percentage										77.61							2012	77.61	GMB - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	270	-15.39944785	13.45295927	GMB	Gambia	2	BOTHSEX	PERCENT	Both	Percentage										68.19							2012	68.19	GMB - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	MALE	PERCENT	Male	Percentage										62.02							2012	62.02	GMB - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	276	10.3806066	51.08862743	DEU	Germany	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	276	10.3806066	51.08862743	DEU	Germany	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	276	10.3806066	51.08862743	DEU	Germany	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	FEMALE	PERCENT	Female	Percentage				93.56							91.85					91.85	2013	91.85	GHA - HS - Living Standards Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	BOTHSEX	PERCENT	Both	Percentage				87.11							85.95					85.95	2013	85.95	GHA - HS - Living Standards Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	MALE	PERCENT	Male	Percentage				79.02							78.72					78.72	2013	78.72	GHA - HS - Living Standards Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	296	-157.5643005	1.768837732	KIR	Kiribati	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	296	-157.5643005	1.768837732	KIR	Kiribati	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	300	22.58307827	39.47301873	GRC	Greece	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	300	22.58307827	39.47301873	GRC	Greece	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	300	22.58307827	39.47301873	GRC	Greece	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	304	-41.39371316	74.75625681	GRL	Greenland	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	304	-41.39371316	74.75625681	GRL	Greenland	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	308	-61.68248568	12.11238395	GRD	Grenada	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	308	-61.68248568	12.11238395	GRD	Grenada	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	316	144.7029305	13.35485404	GUM	Guam	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	316	144.7029305	13.35485404	GUM	Guam	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	316	144.7029305	13.35485404	GUM	Guam	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	FEMALE	PERCENT	Female	Percentage	82.7	81.62						81.12	80.23	82.4	79.1	77.31	76.57	79.07		78.0125	2016	79.07	GTM - LFS - Monthly Employment and Income Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	320	-91.2312746	15.00273719	GTM	Guatemala	2	BOTHSEX	PERCENT	Both	Percentage	75.58	74.98						76.12	74.91	77.24	75.03	71.74	72.77	73.5		73.26	2016	73.5	GTM - LFS - Monthly Employment and Income Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	320	-91.2312746	15.00273719	GTM	Guatemala	3	MALE	PERCENT	Male	Percentage	69.29	69.01						71.7	70.52	72.58	71.53	67.08	69.8	69.07		69.37	2016	69.07	GTM - LFS - Monthly Employment and Income Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	324	-11.28173419	11.00210343	GIN	Guinea	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	324	-11.28173419	11.00210343	GIN	Guinea	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	FEMALE	PERCENT	Female	Percentage															46.24	46.24	2017	46.24	GUY - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	328	-58.97322037	4.788012784	GUY	Guyana	2	BOTHSEX	PERCENT	Both	Percentage															53.66	53.66	2017	53.66	GUY - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	328	-58.97322037	4.788012784	GUY	Guyana	3	MALE	PERCENT	Male	Percentage															59.09	59.09	2017	59.09	GUY - LFS - Labour force survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	332	-72.33640958	18.40426539	HTI	Haiti	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	332	-72.33640958	18.40426539	HTI	Haiti	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	336	12.45315803	41.90343751	VAT	Holy See	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	336	12.45315803	41.90343751	VAT	Holy See	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	336	12.45315803	41.90343751	VAT	Holy See	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	340	-86.59974381	14.82243161	HND	Honduras	1	FEMALE	PERCENT	Female	Percentage										77.79	78.12	76.13	77.32	77.12		77.1725	2016	77.12	HND - HS - Continous Multi-Purpose Household Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	340	-86.59974381	14.82243161	HND	Honduras	2	BOTHSEX	PERCENT	Both	Percentage										75.22	75.38	73.31	74.22	73.84		74.1875	2016	73.84	HND - HS - Continous Multi-Purpose Household Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	340	-86.59974381	14.82243161	HND	Honduras	3	MALE	PERCENT	Male	Percentage										72.75	72.58	70.62	71.12	70.68		71.25	2016	70.68	HND - HS - Continous Multi-Purpose Household Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	348	19.41221519	47.1651448	HUN	Hungary	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	348	19.41221519	47.1651448	HUN	Hungary	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	348	19.41221519	47.1651448	HUN	Hungary	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	352	-19.02116966	64.79134763	ISL	Iceland	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	352	-19.02116966	64.79134763	ISL	Iceland	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	356	79.3608464	22.34642074	IND	India	1	FEMALE	PERCENT	Female	Percentage								71.67		70.3							2012	70.3	IND - HS - National Sample Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	356	79.3608464	22.34642074	IND	India	2	BOTHSEX	PERCENT	Both	Percentage								75.3		74.82							2012	74.82	IND - HS - National Sample Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	356	79.3608464	22.34642074	IND	India	3	MALE	PERCENT	Male	Percentage								76.01		75.73							2012	75.73	IND - HS - National Sample Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	FEMALE	PERCENT	Female	Percentage														80.24		80.24	2016	80.24	IDN - LFS - National Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	360	113.9174	-0.994582204	IDN	Indonesia	2	BOTHSEX	PERCENT	Both	Percentage														78.46		78.46	2016	78.46	IDN - LFS - National Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	360	113.9174	-0.994582204	IDN	Indonesia	3	MALE	PERCENT	Male	Percentage														77.28		77.28	2016	77.28	IDN - LFS - National Labour Force Survey	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	368	43.76606267	33.05013795	IRQ	Iraq	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	368	43.76606267	33.05013795	IRQ	Iraq	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	372	-7.121425272	53.25274054	IRL	Ireland	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	372	-7.121425272	53.25274054	IRL	Ireland	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	376	34.62277992	31.06164552	ISR	Israel	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	376	34.62277992	31.06164552	ISR	Israel	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	376	34.62277992	31.06164552	ISR	Israel	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	380	12.57022427	42.79917282	ITA	Italy	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	380	12.57022427	42.79917282	ITA	Italy	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	380	12.57022427	42.79917282	ITA	Italy	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	FEMALE	PERCENT	Female	Percentage										95.02	98.15			93.8		95.975	2016	93.8	CIV - LFS - National survey on the employment situation	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	BOTHSEX	PERCENT	Both	Percentage										92.15	96.21			87.7		91.955	2016	87.7	CIV - LFS - National survey on the employment situation	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	MALE	PERCENT	Male	Percentage										89.49	94.37			82.36		88.365	2016	82.36	CIV - LFS - National survey on the employment situation	CA
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	388	-77.31068409	18.15616857	JAM	Jamaica	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	388	-77.31068409	18.15616857	JAM	Jamaica	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	392	139.2716103	36.6554539	JPN	Japan	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	392	139.2716103	36.6554539	JPN	Japan	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	392	139.2716103	36.6554539	JPN	Japan	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	400	37.13024774	30.65365973	JOR	Jordan	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	400	37.13024774	30.65365973	JOR	Jordan	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	400	37.13024774	30.65365973	JOR	Jordan	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	404	37.86096816	0.534797278	KEN	Kenya	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	404	37.86096816	0.534797278	KEN	Kenya	2	BOTHSEX	PERCENT	Both	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	404	37.86096816	0.534797278	KEN	Kenya	3	MALE	PERCENT	Male	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	FEMALE	PERCENT	Female	Percentage																				
2018.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	BOTHSEX	PERCENT	Both	Percentage																				
