series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	660	-63.05651612	18.21525315	AIA	Anguilla	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	NUMBER	ANYS	Number	any speed				1400	3800	7000	7176	11078	15527	18586	20491	21340	24573	24704	28179	28426	29786	27133.6	2016	29786	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	2	NUMBER	10MBPS	Number	10 mbps and over																	12621	12621	2016	12621	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																	314	314	2016	314	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	NUMBER	ANYS	Number	any speed		81	1086	1146	1320	3647	5618	7972	9364	11507	12502	13249	13616	14604	14716	16960	21865	16352.2	2016	21865	National Telecommunications Regulatory Comission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	674	12.46329038	43.93841766	SMR	San Marino	1	NUMBER	ANYS	Number	any speed				600	1076	1220	1480	1599	4900	5446	5992	6538	9902	10231	11700	11641	12000	11094.8	2016	12000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	674	12.46329038	43.93841766	SMR	San Marino	2	NUMBER	10MBPS	Number	10 mbps and over																1260		1260	2015	1260	TELECOMMUNICATION SECTOR- Department of Economy	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	674	12.46329038	43.93841766	SMR	San Marino	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																123		123	2015	123	TELECOMMUNICATION SECTOR- Department of Economy	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	674	12.46329038	43.93841766	SMR	San Marino	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																9809		9809	2015	9809	TELECOMMUNICATION SECTOR- Department of Economy	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	NUMBER	ANYS	Number	any speed							125	308	344	443	585	737	778	978	1100	1000	1425	1056.2	2016	1425	Autoridade Geral de Regulação	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	NUMBER	ANYS	Number	any speed		14000	34782	45982	68700	67798	218176	623116	1048098	1437718	1711598	1951457	2540151	2919701	3032237	3564976	3287663	3068945.6	2016	3287663	Communication and Information Technology Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	2	NUMBER	10MBPS	Number	10 mbps and over												78848	241787	714200	747637	1184324	2335071	1044603.8	2016	2335071	Communication and Information Technology Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps												394243	439739	255642	109324	86622	27045	183674.4	2016	27045	Communication and Information Technology Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												1103880	1284225	1150161	1140651	793403	925547	1058797.4	2016	925547	Communication and Information Technology Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	686	-14.46636926	14.35920905	SEN	Senegal	1	NUMBER	ANYS	Number	any speed			1200	2383	7665	18028	28926	38132	47358	58720	78647	92713	95561	106733	103362	100611	98353	100924	2016	98353	Autorité de Régulation des Télécommunications et des Postes (ARTP)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	686	-14.46636926	14.35920905	SEN	Senegal	2	NUMBER	10MBPS	Number	10 mbps and over												593	871	906	1403	2498	3870	1909.6	2016	3870	Autorité de Régulation des Télécommunications et des Postes (ARTP)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	686	-14.46636926	14.35920905	SEN	Senegal	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps												83612	82558	105825			51941	80108	2016	51941	Autorité de Régulation des Télécommunications et des Postes (ARTP)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	686	-14.46636926	14.35920905	SEN	Senegal	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												1493	12132				42542	27337	2016	42542	Autorité de Régulation des Télécommunications et des Postes (ARTP)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	688	20.805876	44.03145697	SRB	Serbia	1	NUMBER	ANYS	Number	any speed						33486	121727	325730	457181	590586	859892	970407	1063977	1173635	1191078	1320230	1450958	1239975.6	2016	1450958	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	688	20.805876	44.03145697	SRB	Serbia	2	NUMBER	10MBPS	Number	10 mbps and over											4553	308	24114	175001	858906	1080146	1288623	685358	2016	1288623	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	688	20.805876	44.03145697	SRB	Serbia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											527110	471375	326057	196875	37382	20064	11823	118440.2	2016	11823	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	688	20.805876	44.03145697	SRB	Serbia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											153833	346803	548480	721880	294790	220020	150512	387136.4	2016	150512	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	55.46561591	-4.678053059	SYC	Seychelles	1	NUMBER	ANYS	Number	any speed					349	948	2475	3493	3417	4554	6793	9412	10577	12411	11827	13420	14035	12454	2016	14035	Office of the President, Department of Information Communications Technology 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	55.46561591	-4.678053059	SYC	Seychelles	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	55.46561591	-4.678053059	SYC	Seychelles	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	55.46561591	-4.678053059	SYC	Seychelles	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	702	103.8107883	1.361009155	SGP	Singapore	1	NUMBER	ANYS	Number	any speed	69000	151000	270000	417100	545200	656200	787900	926000	1071200	1233500	1338400	1408200	1432800	1493400	1474000	1483200	1461100	1468900	2016	1461100	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	702	103.8107883	1.361009155	SGP	Singapore	2	NUMBER	10MBPS	Number	10 mbps and over									132100	133900	536800	637700	775800	913100	1102000	1204200	1295200	1058060	2016	1295200	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	702	103.8107883	1.361009155	SGP	Singapore	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									303200	361700	352500	333800	280400	271900	244100	193900	116800	221420	2016	116800	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	702	103.8107883	1.361009155	SGP	Singapore	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									578000	671300	379600	357300	292700	182500	114500	73100	48300	142220	2016	48300	Infocomm Development Authority of Singapore	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	703	19.48495604	48.70741446	SVK	Slovakia	1	NUMBER	ANYS	Number	any speed			4083	22461	78764	181538	304615	546664	604688	775056	876953	953098	1045490	1109060	1191216	1273812	1336541	1191223.8	2016	1336541	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	703	19.48495604	48.70741446	SVK	Slovakia	2	NUMBER	10MBPS	Number	10 mbps and over								23240	95343	153937	209130	274706	391182	428606	567570	749137	826973	592693.6	2016	826973	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	703	19.48495604	48.70741446	SVK	Slovakia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								298963	30765	21601	26840	19163	13698	9685	39596	40184	38850	28402.6	2016	38850	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	703	19.48495604	48.70741446	SVK	Slovakia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								149817	393775	452184	458444	452858	393507	407706	584050	484491	470718	468094.4	2016	470718	Ministry of Transport and Construction of the Slovak Republic  	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	NUMBER	ANYS	Number	any speed			1076	9180	52709	210024	516569	1294111	2048953	3214179	3669321	3838206	4775368	5152576	6000527	7600000	9089288	6523551.8	2016	9089288	Ministry of Information and Communications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	704	105.802499	10.09643079	VNM	Viet Nam	2	NUMBER	10MBPS	Number	10 mbps and over																	5433583	5433583	2016	5433583	Ministry of Information and Communications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	704	105.802499	10.09643079	VNM	Viet Nam	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																	23666	23666	2016	23666	Ministry of Information and Communications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	704	105.802499	10.09643079	VNM	Viet Nam	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																	3300928	3300928	2016	3300928	Ministry of Information and Communications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	NUMBER	ANYS	Number	any speed		5500	56735	57992	115069	196650	279814	344677	425294	449030	470527	494372	509336	524621	555815	574530	588329	550526.2	2016	588329	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	705	14.82209486	46.11958061	SVN	Slovenia	2	NUMBER	10MBPS	Number	10 mbps and over									69549	96351	110506	160426	184646	236435	285731	363509	446304	303325	2016	446304	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	705	14.82209486	46.11958061	SVN	Slovenia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									260804	267624	265231	82220	84692	56219	38698	34110	24629	47669.6	2016	24629	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	705	14.82209486	46.11958061	SVN	Slovenia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									80571	85055	93830	250363	243589	236172	231386	176911	117396	201090.8	2016	117396	Agency for Communication Networks and Services of the Republic of Slovenia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	706	46.20367477	4.406485729	SOM	Somalia	1	NUMBER	ANYS	Number	any speed													40000	60000	70000	82000	92000	68800	2016	92000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	706	46.20367477	4.406485729	SOM	Somalia	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	706	46.20367477	4.406485729	SOM	Somalia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	706	46.20367477	4.406485729	SOM	Somalia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	NUMBER	ANYS	Number	any speed			2669	20313	60000	165290	335112	378000	426000	481000	743000	907000	1107200	1615210	1706313	1409347	1150770	1397768	2016	1150770	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	710	24.67184355	-29.99957544	ZAF	South Africa	2	NUMBER	10MBPS	Number	10 mbps and over															167715	237935	250168	218606	2016	250168	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	710	24.67184355	-29.99957544	ZAF	South Africa	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps															4094	92324	45164.5	47194.1666666667	2016	45164.5	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	710	24.67184355	-29.99957544	ZAF	South Africa	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps															646666	1028877	819157	831566.666666667	2016	819157	Independent Communications Authority of South Africa	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	NUMBER	ANYS	Number	any speed		771	2847	6386	8967	10185	10200	15210	18000	47130	33000	34000	71905	103916	152234	163987	170838	132576	2016	170838	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	NUMBER	10MBPS	Number	10 mbps and over														947	1124	1781	1876	1432	2016	1876	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													68548	96853	138865	149123	154811	121640	2016	154811	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps													2897	5674	12245	13083	14151	9610	2016	14151	Postal and Telecommunications Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	724	-3.554078296	40.39211472	ESP	Spain	1	NUMBER	ANYS	Number	any speed	76358	466600	1247496	2121930	3401411	5035203	6739110	8055780	9135959	9800597	10652372	11167809	11524543	12252061	13004969	13542906	14112657	12887427.2	2016	14112657	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	724	-3.554078296	40.39211472	ESP	Spain	2	NUMBER	10MBPS	Number	10 mbps and over								549037	1103999	1872035	3549254	6013046	7238182	10057986	11749683	12549952	13241645	10967489.6	2016	13241645	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	724	-3.554078296	40.39211472	ESP	Spain	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								1751419	1464905	1155353	890665	418040	255811	162302	143494	102106	75917	147926	2016	75917	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	724	-3.554078296	40.39211472	ESP	Spain	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								5755324	6567055	6761789	6093069	4614567	3902354	1884197	1111792	890848	795095	1716857.2	2016	795095	Comisión Nacional de los Mercados y la Competencia	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	728	30.32618773	7.290839152	SSD	South Sudan	1	NUMBER	ANYS	Number	any speed											2	4	17	100	100	150	150	103.4	2016	150	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	728	30.32618773	7.290839152	SSD	South Sudan	2	NUMBER	10MBPS	Number	10 mbps and over																	1	1	2016	1	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	728	30.32618773	7.290839152	SSD	South Sudan	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																	0	0	2016	0	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	728	30.32618773	7.290839152	SSD	South Sudan	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																	45	45	2016	45	Ministry of Telecommunications & Postal Services	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	736	29.95650159	16.02643066	SDN	Sudan	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	736	29.95650159	16.02643066	SDN	Sudan	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	736	29.95650159	16.02643066	SDN	Sudan	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	736	29.95650159	16.02643066	SDN	Sudan	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	740	-55.90626394	4.132603197	SUR	Suriname	1	NUMBER	ANYS	Number	any speed			94	216	420	1107	2656	4205	5756	9069	15143	23160	29268	37095	46400	52691	71217	47334.2	2016	71217	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	740	-55.90626394	4.132603197	SUR	Suriname	2	NUMBER	10MBPS	Number	10 mbps and over																	170	170	2016	170	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	740	-55.90626394	4.132603197	SUR	Suriname	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																47993	1088	24540.5	2016	1088	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	740	-55.90626394	4.132603197	SUR	Suriname	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											248	211				9568	71924	40746	2016	71924	Telecommunications Authority Suriname (TAS)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	NUMBER	ANYS	Number	any speed									772	1504	3658	8024	3429	4200	5100	6000	7000	5145.8	2016	7000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	2	NUMBER	10MBPS	Number	10 mbps and over													3					3	2012	3	Swaziland Posts and Telecommunications Corporation	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								49	85		1903	2150	2600					2600	2012	2600	Swaziland Posts and Telecommunications Corporation	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									3		67	628	826					826	2012	826	Swaziland Posts and Telecommunications Corporation	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	752	14.3775338	60.60103109	SWE	Sweden	1	NUMBER	ANYS	Number	any speed	249000	587000	840000	1095000	1410000	2522000	2489000	2780298	2902833	2945093	2999537	3027459	3073174	3147615	3281408	3496240	3679768	3335641	2016	3679768	Swedish Post and Telecom Authority	
