"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"438","Liechtenstein","LIE","9.552985019","47.14167005","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","42.68","46.38","47.02","40.81","45.37","43.17","40.49","38.12","40.18","39.24","41.08","39.11","38.9","39.58","38.55","39.61","39.42",2016.0,"39.42","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2002,2005,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2001,2003-2004,2006-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"442","Luxembourg","LUX","6.092656563","49.77679538","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","26.91","30.15","22.08","28.82","26.7","23.77","26.76","21.17","27.52","19.09","24.69","24.02","18","14.86","22.53","18.2","17.74",2016.0,"17.74","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2003,2005,2007,2009,2011,2015]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2002,2004,2006,2008,2010,2012-2014,2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","22.1","","","","","36.58","","25.08","","","31.77","",2015.0,"31.77","Country data","[2005,2010]: ILOSTAT - HS - Periodic Household Survey // [2015]: ILOSTAT - LFS - Labour force survey // [2012]: ILOSTAT - LFS - National Survey on Employment and the Informal Sector","[2005]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: Less than or equal to 9 years old // [2015]: Data reference period: Fourth quarter // [2010]: Data reference period: Fourth quarter | Age coverage - minimum age: Less than or equal to 9 years old // [2012]: Repository: ILO-STATISTICS - Micro data processing"
"454","Malawi","MWI","33.4884625","-13.40819859","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","15.62","","","",2013.0,"15.62","Country data","ILOSTAT - LFS - Labour Force Survey","Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average"
"458","Malaysia","MYS","116.8346314","5.452415309","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","21.8","23.11","23.2","24.64","25.47","23.36","23.01","24.23","23.13","24.88","22.65","21.55","22.07","22.25","22.53","20.41",2016.0,"20.41","Country data","ILOSTAT - LFS - Labour Force Survey","[2009-2015]: Data reference period: Annual or annual average | Age coverage - maximum age: 64 years old // [2001-2008]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old // [2016]: Data reference period: Annual or annual average | Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old"
"462","Maldives","MDV","73.09672546","-0.614385021","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","15.39","","","","","","14.26","","","","13.36","","","","18.46","","",2014.0,"18.46","Country data","[2010]: ILOSTAT - HIES - Household income and Expenditure Survey // [2000,2006,2014]: ILOSTAT - PC - Population and Housing Census","[2006]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts // [2000]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old // [2010]: Data reference period: Noncalendar year | Geographical coverage: Nonstandard geographical coverage | Population coverage: Nonstandard population coverage // [2014]: Data reference period: September"
"466","Mali","MLI","-3.522016039","17.35311254","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","0","","17.75",2016.0,"17.75","Country data","ILOSTAT - LFS - Continous Household Employment Survey","[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2016]: Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old"
"470","Malta","MLT","14.44617519","35.89194275","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","17.6","15.33","17.65","19.08","13.07","18.04","18.3","17.97","17.05","21.34","22.65","24.22","26.22","28.06","25.66","27.13","28.65",2016.0,"28.65","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2005,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2004,2006-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"474","Martinique","MTQ","-60.91544135","14.56086108","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"480","Mauritius","MUS","57.568022","-20.28581998","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","22.03","","","","20.38","24.64","15.28","20.27","23.13","","26.51","22.34","23.43","","","28.91","30.67",2016.0,"30.67","Country data","[2004-2008,2010-2012,2015-2016]: ILOSTAT - LFS - Continuous Multi-Purpose Household Survey // [2000]: ILOSTAT - PC - Population Census","[2007]: Break in series: Other or unspecified type of break | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old // [2004-2006]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts // [2008]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old // [2010-2012,2015-2016]: Data reference period: Annual or annual average | Population coverage: Nationals, residents | Age coverage - minimum age: 16 years old // [2000]: Data reference period: July | Age coverage - minimum age: 12 years old"
"484","Mexico","MEX","-102.5148166","23.93378032","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","23.6","25.22","23.65","23.73","24.62","","","","","","","","","34.95","35.36","35.98","36.01",2016.0,"36.01","Country data","ILOSTAT - LFS - National Occupation and Employment Survey","[2000-2004]: Data reference period: Second quarter | Age coverage - minimum age: 14 years old // [2013-2016]: Repository: ILO-STATISTICS - Micro data processing"
"492","Monaco","MCO","7.424214814","43.73532918","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","30.21","","","","","","","","42.45","38.71","37.62","38.78","41.89","41.3","38.04","40.57","40.79",2016.0,"40.79","Country data","[2008-2016]: ILOSTAT - LFS - Labour force survey // [2000]: ILOSTAT - PC - Population Census","[2008]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2000]: Data reference period: Annual or annual average // [2010-2016]: Repository: ILO-STATISTICS - Micro data processing // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"498","Republic of Moldova","MDA","28.4650624","47.20236795","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","33.2","37.41","40.23","39.5","39","38.85","38.94","40.19","37.97","38.65","36.43","39.37","44.11","39.17","42.86","46.36","46.79",2016.0,"46.79","Country data","ILOSTAT - LFS - Labour force survey","[2010]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2000-2008]: Data reference period: Annual or annual average // [2009]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded // [2011-2016]: Repository: ILO-STATISTICS - Micro data processing"
"499","Montenegro","MNE","19.25214024","42.78717043","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","26.53","","19.67","","31.39","23.36","24.5","30.19","30.77","27.27","","","21.97","",2015.0,"21.97","Country data","[2005,2007-2012,2015]: ILOSTAT - LFS - Labour force survey // [2003]: ILOSTAT - PC - Population census","[2011-2012,2015]: Data reference period: Annual or annual average | Population coverage: Excluding institutional population // [2003]: Data reference period: October // [2005,2007-2010]: Data reference period: October | Age coverage - maximum age: 64 years old"
"500","Montserrat","MSR","-62.19261223","16.73558313","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","10.76","12.4","11.89","12.1","12.79","","","","","","","","",2008.0,"12.79","Country data","ILOSTAT - LFS - National Employment Survey","Data reference period: Annual or annual average"
"508","Mozambique","MOZ","38.18479941","-14.27963886","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"512","Oman","OMN","57.87743482","21.98805614","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","9.32","","","","","","","","","","","","","","","","",2000.0,"9.32","Country data","ILOSTAT - LFS - Labour force survey","Data reference period: Annual or annual average | Population coverage: Nationals, residents | Age coverage - minimum age: 12 years old"
"516","Namibia","NAM","17.21907885","-22.13817068","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","30.19","","","","35.98","","","","","","36.56","36.6","29.7","42.6","43.97","","39.9",2016.0,"39.9","Country data","[2010]: ILOSTAT - HIES - Household income and expenditure survey // [2000,2004,2012-2014,2016]: ILOSTAT - LFS - Labour force survey // [2011]: ILOSTAT - PC - Population Census","[2000,2004]: Data reference period: Annual or annual average | Age coverage - maximum age: 69 years old // [2011]: Data reference period: August | Reference group coverage: Total employment // [2010]: Reference group coverage: Total employment // [2012-2014,2016]: Repository: ILO-STATISTICS - Micro data processing"
"520","Nauru","NRU","166.92313","-0.528742623","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","13.84","","","","","","","18.81","","","","","","","","",2008.0,"18.81","Country data","[2008]: ILOSTAT - LFS - Nepal Labour Force Survey // [2001]: ILOSTAT - PC - Population Census","[2008]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average // [2001]: Data reference period: June | Age coverage - minimum age: 10 years old"
"528","Netherlands","NLD","5.331480568","51.86728884","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","25.33","26.18","25.35","25.67","25.4","25.53","26.66","27.99","28.08","28.48","28.6","29.27","28.78","24.58","25.46","26.03","25.41",2016.0,"25.41","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2005,2010-2011,2013]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2004,2006-2009,2012,2014-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","28.54","","","","","","","",2009.0,"28.54","Country data","ILOSTAT - PC - National Population and Housing Census","Data reference period: November"
"554","New Zealand","NZL","170.4755673","-43.98721568","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","38.18","38.57","38.62","36.44","36.3","36.5","39.88","39.97","39.95","","","","","","","","",2008.0,"39.95","Country data","ILOSTAT - LFS - Household Labour Force Survey","Break in series: Methodology revised | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts"
"558","Nicaragua","NIC","-85.03060315","12.84210839","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","40.18","38.53","40.34","40.99","","","","","","","","35.21","","",2014.0,"35.21","Country data","[2014]: ILOSTAT - HIES - National Household Survey on Measuring Living Conditions // [2003-2006]: ILOSTAT - LFS - Continous Household Survey","[2003-2006]: Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old // [2014]: Repository: ILO-STATISTICS - Micro data processing"
"562","Niger","NER","9.400167877","17.42143036","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"566","Nigeria","NGA","8.097363256","9.585789025","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","30.28","","","",2013.0,"30.28","Country data","ILOSTAT - HS - General Household Survey","Repository: ILO-STATISTICS - Micro data processing"
"570","Niue","NIU","-169.8601693","-19.05000475","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","24.99","25.24","27.53","28.43","29.19","30.41","33.15","31.59","31.54","34.05","34.38","31.44","32.2","32.89","35.53","36.03","37.87",2016.0,"37.87","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2005-2006,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000-2004,2007-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"584","Marshall Islands","MHL","171.0839119","7.110213497","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"585","Palau","PLW","134.5733878","7.502307591","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","26.78","","","","","","","","","","","","","","","","",2000.0,"26.78","Country data","ILOSTAT - PC - Population census","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average"
"586","Pakistan","PAK","68.80479684","29.36491634","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","2.94","2.36","2.37","2.1","2.1","3.36","3.46","2.97","","3.33","3.3","","3.02","4.15","2.87","2.87",2016.0,"2.87","Country data","ILOSTAT - LFS - Labour Force Survey","[2010]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2016]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old // [2001-2008]: Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2011,2013-2015]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"591","Panama","PAN","-81.26616623","8.450965746","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","40.39","37.61","39.53","39.64","42.66","45.05","43.55","48.08","46.01","47.9","45.95","47.38","","42.56","","42.49",2016.0,"42.49","Country data","ILOSTAT - LFS - Labour Market Survey","[2001-2008]: Data reference period: August // [2009-2012,2014,2016]: Data reference period: August | Population coverage: Excluding institutional population"
