series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	440	23.90517807	55.33680309	LTU	Lithuania	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	32.01	35.81	22.78	22.21	20.51	15.97	9.99	6.99	12.97	35.06	38.96	34.88	29.72	22.99	19.64	16.02	15.9		18.6375	2016	15.9	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	440	23.90517807	55.33680309	LTU	Lithuania	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	16.76	17.77	13.44	11.39	9.28	7.31	5.53	3.86	5.16	15.01	19.27	16.12	13.69	11.96	11.32	9.47	8.4		10.2875	2016	8.4	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	1.82	1.56	1.93	2.96	3.68	3.5	3.55	3.55	4.32	4.36	3.79	3.84	4.53	5.42	5.92	6.1	6.01		5.8625	2016	6.01	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	3.14	2.17	3.63	4.71	7.09	5.82	6.25	4.71	6.03	6.13	5.09	6.26	5.91	6.38	5.77	7.34	6.63		6.53	2016	6.63	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	2.35	1.8	2.62	3.68	5.11	4.49	4.73	4.07	5.06	5.12	4.36	4.9	5.14	5.85	5.85	6.67	6.29		6.165	2016	6.29	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage	6.38	6.34	6.96	10.93	16.91	13.69	16.18	15.19	17.87	17.16	14.23	16.79	18.76	15.52	22.64	17.35	18.88		18.5975	2016	18.88	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage	1.95	1.35	2.2	3.06	4.21	3.76	3.85	3.26	4.04	4.08	3.72	4.11	4.19	5.21	4.78	5.69	5.28		5.24	2016	5.28	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage	7.29	5.44	8.98	12.19	22.48	16.19	15.15	17.47	24.08	17.78	10.19	20.8	18.63	10.92	18.09	15.66	18.04		15.6775	2016	18.04	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage	2.68	1.78	3.05	3.94	5.78	4.97	5.54	3.84	4.49	5.08	4.74	5.23	4.99	6.11	5.01	6.54	5.62		5.82	2016	5.62	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	5.66	7.11	5.34	9.73	12.09	11.74	17.01	13.54	12.53	16.67	17.65	13.34	18.87	18.74	26.07	18.88	19.71		20.85	2016	19.71	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	442	6.092656563	49.77679538	LUX	Luxembourg	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	1.48	1.07	1.63	2.46	3.09	2.87	2.54	2.8	3.7	3.31	2.93	3.23	3.54	4.49	4.59	4.98	5.01		4.7675	2016	5.01	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	5.73	5.3		3.5		1.6					2.89		0.57							2012	0.57	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	5.88	5.4		5.56		3					4.82		0.63							2012	0.63	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	5.8	5.35		4.52		2.3					3.84		0.6			1.8			1.8	2015	1.8	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage													0.99							2012	0.99	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage													0.41							2012	0.41	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage													1							2012	1	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage													0.44							2012	0.44	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage													0.97							2012	0.97	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	450	46.6982339	-19.38514785	MDG	Madagascar	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage													0.38							2012	0.38	ILOSTAT - LFS - National Survey on Employment and the Informal Sector	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage														4.94					4.94	2013	4.94	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage														6.93					6.93	2013	6.93	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage														5.95					5.95	2013	5.95	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage														7.99					7.99	2013	7.99	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage														5.15					5.15	2013	5.15	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage														8.51					8.51	2013	8.51	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage														6.28					6.28	2013	6.28	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage														7.41					7.41	2013	7.41	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	454	33.4884625	-13.40819859	MWI	Malawi	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage														4.02					4.02	2013	4.02	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	2.97	3.39	3.31	3.59	3.4	3.44	3.29	3.11	3.16	3.64	3.15				2.67	2.92	3.13		2.90666666666667	2016	3.13	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	3.06	3.79	3.77	3.64	3.81	3.71	3.4	3.44	3.67	3.8	3.43				3.22	3.39	3.92		3.51	2016	3.92	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	3	3.53	3.47	3.61	3.54	3.53	3.33	3.23	3.34	3.69	3.25	3.09	3.04	3.14	2.88	3.1	3.44		3.14	2016	3.44	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage								10.89	10.92	11.9	11.4				9.51	10.66	10.46		10.21	2016	10.46	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage								1.4	1.56	1.86	1.61				1.4	1.48	1.91		1.59666666666667	2016	1.91	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage								11.54	11.81	12.49	12.01				10.91	11.84	11.42		11.39	2016	11.42	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage								1.25	1.48	1.61	1.5				1.46	1.55	2.25		1.75333333333333	2016	2.25	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage								10.46	10.33	11.5	11				8.63	9.91	9.83		9.45666666666667	2016	9.83	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	458	116.8346314	5.452415309	MYS	Malaysia	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage								1.49	1.61	2	1.66				1.36	1.44	1.71		1.50333333333333	2016	1.71	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	1.58						7.9				10.39									2010	10.39	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	2.74						23.75				13.77									2010	13.77	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	1.97						14.44				11.71									2010	11.71	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage	4.44						22.19				25.4									2010	25.4	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage	1.13						11.02				6.56									2010	6.56	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage	5.13						30.5				21.43									2010	21.43	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage	1.75						20.37				9.88									2010	9.88	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	3.99						15.42				29.09									2010	29.09	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	462	73.09672546	-0.614385021	MDV	Maldives	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	0.83						4.87				4.72									2010	4.72	ILOSTAT - HIES - Household income and Expenditure Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage					7.16						6.04				6.44	6.86	8.4		7.23333333333333	2016	8.4	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage					10.92						11.11				6.3	8.74	11.43		8.82333333333333	2016	11.43	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage					8.75						8.07	6.9		7.3	6.38	7.73	9.73		7.785	2016	9.73	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage											10.71				8.15	20	30.45		19.5333333333333	2016	30.45	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage											7.04				5.73	3.3	2.63		3.88666666666667	2016	2.63	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage											14.06				7.24	21.36	31.33		19.9766666666667	2016	31.33	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage											9.72				5.94	3.63	3.19		4.25333333333333	2016	3.19	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage											7.91				8.94	18.62	29.56		19.04	2016	29.56	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	466	-3.522016039	17.35311254	MLI	Mali	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage											5.4				5.56	3.03	2.23		3.60666666666667	2016	2.23	ILOSTAT - LFS - Continous Household Employment Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	6.23	6.7	6.56	7.02	6.4	6.27	6.11	5.78	5.57	6.51	6.7	5.97	5.72	6.47	6.1	5.51	4.38		5.615	2016	4.38	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	6.53	8.06	7.43	8.62	9.36	8.36	8.32	7.9	6.78	7.63	7.13	7.13	7.31	6.25	5.33	5.2	5.21		5.4975	2016	5.21	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	6.32	7.11	6.83	7.52	7.28	6.92	6.8	6.47	5.98	6.89	6.85	6.38	6.31	6.39	5.8	5.39	4.7		5.57	2016	4.7	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage	11.84	17.65	13.79	15.51	16.65	16.12	15.49	13.54	11.66	14.53	13.24	13.34	14.07	12.99	11.74	11.77	11.03		11.8825	2016	11.03	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage	4.72	3.77	4.81	5.21	4.75	4.71	4.78	4.87	4.76	5.32	5.59	5.04	4.9	5.19	4.79	4.36	3.73		4.5175	2016	3.73	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage	10.42	14.49	12.17	15.54	17.43	16.02	14.37	11.82	9.98	12.53	11.83	12.86	14.71	10.4	9.62	9.4	10.89		10.0775	2016	10.89	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage	4.42	4.3	4.98	5.15	5.55	5.23	6.05	6.53	5.75	6.18	5.82	5.64	5.57	5.31	4.37	4.35	4.14		4.5425	2016	4.14	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage	13.13	20.32	15.27	15.49	16.02	16.21	16.41	14.98	13.1	16.19	14.44	13.73	13.53	15.15	13.69	13.86	11.16		13.465	2016	11.16	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	470	14.44617519	35.89194275	MLT	Malta	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage	4.82	3.59	4.75	5.22	4.47	4.51	4.29	4.16	4.31	4.92	5.48	4.74	4.53	5.12	5.03	4.37	3.48		4.5	2016	3.48	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	474	-60.91544135	14.56086108	MTQ	Martinique	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	8.85																			2000	8.85	ILOSTAT - OE - Official Estimates	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	41.17																			2000	41.17	ILOSTAT - OE - Official Estimates	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	20.62																			2000	20.62	ILOSTAT - OE - Official Estimates	C
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	4	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	5	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	6	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	7	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	8	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	478	-10.33187259	20.26089546	MRT	Mauritania	9	25+	MALE	PERCENT	25 years old and over	Male	Percentage																							
2018.Q2.G.01	SL_TLF_UEM	Unemployment rate, by sex and age (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	8.3	5.4	5.3	5.7	5.83	5.84	5.57	5.26	4.11	4.41	4.59	5.17	5.35	5.3	5.44	5.52	4.78		5.26	2016	4.78	ILOSTAT - LFS - Continuous Multi-Purpose Household Survey	C
