"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"554","New Zealand","NZL","170.4755673","-43.98721568","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","90.26566","92.72823","","",2015.0,"92.72823","Country data","UNESCO Institute for Statistics"
"554","New Zealand","NZL","170.4755673","-43.98721568","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","92.76853","93.9881","","",2015.0,"93.9881","Country data","UNESCO Institute for Statistics"
"554","New Zealand","NZL","170.4755673","-43.98721568","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","91.47748","93.33811","","",2015.0,"93.33811","Country data","UNESCO Institute for Statistics"
"558","Nicaragua","NIC","-85.03060315","12.84210839","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","72.50144","","","","75.36089","","","","","","89.23318","","","","","","","",2010.0,"89.23318","Country data","UNESCO Institute for Statistics"
"558","Nicaragua","NIC","-85.03060315","12.84210839","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","69.35559","","","","71.37563","","","","","","87.31496","","","","","","","",2010.0,"87.31496","Country data","UNESCO Institute for Statistics"
"558","Nicaragua","NIC","-85.03060315","12.84210839","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","70.89537","","","","73.31971","","100","","","","88.25147","","","","","","","",2010.0,"88.25147","Country data","UNESCO Institute for Statistics"
"562","Niger","NER","9.400167877","17.42143036","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","5.43444","8.66186","12.64594","12.414","15.01834","13.22537","11.06469","11.54453","13.95703","17.01233","22.56102","21.75576","20.33256","24.36798","","","22.04336","",2016.0,"22.04336","[2000-2007,2010-2013,2016]: Country data // [2008-2009]: Estimated data","UNESCO Institute for Statistics"
"562","Niger","NER","9.400167877","17.42143036","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","5.02018","8.11714","11.64001","11.30919","13.69345","12.04109","10.51315","11.04635","13.83649","16.60953","22.21688","21.36595","19.9632","24.07809","","","21.80547","",2016.0,"21.80547","[2000-2007,2010-2013,2016]: Country data // [2008-2009]: Estimated data","UNESCO Institute for Statistics"
"562","Niger","NER","9.400167877","17.42143036","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","5.83397","9.18898","13.61906","13.48105","16.2954","14.36562","11.59622","12.0245","14.07306","17.39971","22.89193","22.13099","20.68801","24.64677","","","22.27219","",2016.0,"22.27219","[2000-2007,2010-2013,2016]: Country data // [2008-2009]: Estimated data","UNESCO Institute for Statistics"
"566","Nigeria","NGA","8.097363256","9.585789025","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"566","Nigeria","NGA","8.097363256","9.585789025","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"566","Nigeria","NGA","8.097363256","9.585789025","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"570","Niue","NIU","-169.8601693","-19.05000475","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","55.66802","","",2015.0,"55.66802","Country data","UNESCO Institute for Statistics"
"570","Niue","NIU","-169.8601693","-19.05000475","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","100","","",2015.0,"100","Country data","UNESCO Institute for Statistics"
"570","Niue","NIU","-169.8601693","-19.05000475","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","23.15789","","",2015.0,"23.15789","Country data","UNESCO Institute for Statistics"
"574","Norfolk Island","NFK","167.9515548","-29.03230018","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","77.73742","79.07578","82.48867","","","","","","92.90724","97.58802","100","99.0069","100","98.75963","99.38395","99.58281","97.84468","",2016.0,"97.84468","[2000-2001,2008-2016]: Country data // [2002]: Estimated data","UNESCO Institute for Statistics"
"578","Norway","NOR","11.47846389","61.34311134","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","79.96715","81.33624","84.80354","85.70133","86.99931","91.22296","93.64357","92.954","93.38687","97.53405","99.31478","98.86655","99.71812","98.6931","99.35535","99.73403","97.84794","",2016.0,"97.84794","Country data","UNESCO Institute for Statistics"
"578","Norway","NOR","11.47846389","61.34311134","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","82.32856","83.72983","87.25198","","","","","","93.88775","97.47785","98.6023","98.72053","99.42408","98.62339","99.32525","99.89381","97.85139","",2016.0,"97.85139","[2000-2001,2008-2016]: Country data // [2002]: Estimated data","UNESCO Institute for Statistics"
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"583","Micronesia (Federated States of)","FSM","158.225216","6.880670092","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","72.78481","","",2015.0,"72.78481","Country data","UNESCO Institute for Statistics"
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"583","Micronesia (Federated States of)","FSM","158.225216","6.880670092","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","79.79798","","",2015.0,"79.79798","Country data","UNESCO Institute for Statistics"
"583","Micronesia (Federated States of)","FSM","158.225216","6.880670092","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","76.41674","","",2015.0,"76.41674","Country data","UNESCO Institute for Statistics"
"584","Marshall Islands","MHL","171.0839119","7.110213497","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","69.50549","64.76323","",2016.0,"64.76323","Country data","UNESCO Institute for Statistics"
"584","Marshall Islands","MHL","171.0839119","7.110213497","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","60.62176","66.36005","",2016.0,"66.36005","Country data","UNESCO Institute for Statistics"
"584","Marshall Islands","MHL","171.0839119","7.110213497","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","64.93333","65.58485","",2016.0,"65.58485","Country data","UNESCO Institute for Statistics"
"585","Palau","PLW","134.5733878","7.502307591","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","80.39162","","","",2014.0,"80.39162","Country data","UNESCO Institute for Statistics"
"585","Palau","PLW","134.5733878","7.502307591","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","90.41563","","","",2014.0,"90.41563","Country data","UNESCO Institute for Statistics"
"585","Palau","PLW","134.5733878","7.502307591","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","100","","","",2014.0,"100","Country data","UNESCO Institute for Statistics"
"586","Pakistan","PAK","68.80479684","29.36491634","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"586","Pakistan","PAK","68.80479684","29.36491634","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"586","Pakistan","PAK","68.80479684","29.36491634","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
