series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	450	46.6982339	-19.38514785	MDG	Madagascar	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	190	185	181	177	173	170	166	163	161	158	156	154	153	151	152	153	153	152.4	2016	153	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	454	33.4884625	-13.40819859	MWI	Malawi	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	599	597	594	591	587	582	574	561	544	524	501	479	458	420	365	310	256	361.8	2016	256	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	454	33.4884625	-13.40819859	MWI	Malawi	2	PER_100000_POP	MP	Per 100,000 population	P	392	394	396	397	397	397	392	383	370	352	332	312	294	261	227	193	159	226.8	2016	159	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	454	33.4884625	-13.40819859	MWI	Malawi	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	228	233	238	241	244	247	245	239	228	214	197	181	166	140	122	104	85	123.4	2016	85	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	458	116.8346314	5.452415309	MYS	Malaysia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	86	83	79	85	79	80	82	80	84	83	88	92	100	105	106	102	107	104	2016	107	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	458	116.8346314	5.452415309	MYS	Malaysia	2	PER_100000_POP	MP	Per 100,000 population	P	75	72	68	73	68	69	71	70	73	72	76	80	86	91	92	88	92	89.8	2016	92	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	458	116.8346314	5.452415309	MYS	Malaysia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	64	62	59	63	59	59	60	60	62	62	65	68	74	78	78	75	79	76.8	2016	79	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	462	73.09672546	-0.614385021	MDV	Maldives	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	74	77	67	72	61	61	48	60	55	45	41	37	45	45	49	58	62	51.8	2016	62	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	462	73.09672546	-0.614385021	MDV	Maldives	2	PER_100000_POP	MP	Per 100,000 population	P	59	61	53	57	48	48	38	47	43	35	33	29	36	36	39	46	49	41.2	2016	49	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	462	73.09672546	-0.614385021	MDV	Maldives	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	45	46	41	43	37	37	29	36	33	27	25	22	27	27	30	35	38	31.4	2016	38	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	466	-3.522016039	17.35311254	MLI	Mali	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	110	108	106	104	101	99	97	95	93	84	90	88	87	86	82	81	79	83	2016	79	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	466	-3.522016039	17.35311254	MLI	Mali	2	PER_100000_POP	MP	Per 100,000 population	P	77	76	74	73	71	69	68	66	65	64	63	62	61	60	58	57	56	58.4	2016	56	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	466	-3.522016039	17.35311254	MLI	Mali	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	50	49	48	47	46	45	44	43	42	47	41	40	39	39	37	37	37	37.8	2016	37	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	470	14.44617519	35.89194275	MLT	Malta	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	5.4	5.3	7.9	2.3	5.9	7.2	9.8	12	15	13	9.3	9.5	13	16	14	9.9	15	13.58	2016	15	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	470	14.44617519	35.89194275	MLT	Malta	2	PER_100000_POP	MP	Per 100,000 population	P	4.6	4.6	6.9	2	5.1	6.2	8.4	11	13	12	8	8.2	11	14	12	8.6	13	11.72	2016	13	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	470	14.44617519	35.89194275	MLT	Malta	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	4	3.9	5.9	1.7	4.4	5.3	7.2	9.1	11	10	6.9	7.1	9.8	12	10	7.4	11	10.04	2016	11	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	474	-60.91544135	14.56086108	MTQ	Martinique	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	474	-60.91544135	14.56086108	MTQ	Martinique	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	474	-60.91544135	14.56086108	MTQ	Martinique	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	478	-10.33187259	20.26089546	MRT	Mauritania	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	357	336	315	295	276	259	243	229	216	204	193	183	173	164	159	152	146	158.8	2016	146	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	478	-10.33187259	20.26089546	MRT	Mauritania	2	PER_100000_POP	MP	Per 100,000 population	P	250	235	220	206	193	181	170	160	151	143	135	128	121	115	111	107	102	111.2	2016	102	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	478	-10.33187259	20.26089546	MRT	Mauritania	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	162	152	143	133	125	117	110	104	98	93	87	83	78	74	72	69	66	71.8	2016	66	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	480	57.568022	-20.28581998	MUS	Mauritius	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	35	34	34	34	33	33	32	32	32	31	31	30	30	30	31	31	31	30.6	2016	31	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	480	57.568022	-20.28581998	MUS	Mauritius	2	PER_100000_POP	MP	Per 100,000 population	P	24	24	24	24	23	23	23	22	22	22	22	21	21	21	22	22	22	21.6	2016	22	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	480	57.568022	-20.28581998	MUS	Mauritius	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	16	16	15	15	15	15	15	14	14	14	14	14	14	13	14	14	14	13.8	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	484	-102.5148166	23.93378032	MEX	Mexico	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	29	29	27	29	22	27	26	26	26	26	27	26	27	27	27	27	28	27.2	2016	28	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	484	-102.5148166	23.93378032	MEX	Mexico	2	PER_100000_POP	MP	Per 100,000 population	P	23	23	21	23	18	21	20	21	21	21	21	21	21	21	21	21	22	21.2	2016	22	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	484	-102.5148166	23.93378032	MEX	Mexico	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	17	18	16	17	14	16	16	16	16	16	16	16	16	16	16	16	17	16.2	2016	17	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	492	7.424214814	43.73532918	MCO	Monaco	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	0	0	0	0.37	0.99	1.7	2.5	3.2	3.7	3.9	3.6	2.8	1.7	0.66	0	0	0	0.472	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	492	7.424214814	43.73532918	MCO	Monaco	2	PER_100000_POP	MP	Per 100,000 population	P	0	0	0	0.32	0.85	1.5	2.2	2.8	3.2	3.3	3.1	2.4	1.5	0.57	0	0	0	0.414	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	492	7.424214814	43.73532918	MCO	Monaco	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	0	0	0	0.27	0.73	1.3	1.9	2.4	2.7	2.9	2.7	2	1.2	0.49	0	0	0	0.338	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	496	103.0728057	46.83892054	MNG	Mongolia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	205	230	248	251	288	288	312	284	270	266	260	241	232	239	242	249	231	238.6	2016	231	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	496	103.0728057	46.83892054	MNG	Mongolia	2	PER_100000_POP	MP	Per 100,000 population	P	162	182	196	198	227	228	247	224	214	210	205	191	183	189	192	197	183	188.8	2016	183	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	496	103.0728057	46.83892054	MNG	Mongolia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	124	139	150	152	174	174	189	172	164	161	157	146	140	144	147	151	140	144.4	2016	140	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	93	115	120	137	153	164	160	156	144	145	135	138	144	146	132	118	117	131.4	2016	117	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	PER_100000_POP	MP	Per 100,000 population	P	80	99	104	119	133	142	138	135	125	126	116	119	124	127	115	102	101	113.8	2016	101	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	69	85	89	101	114	122	118	116	107	107	100	102	106	108	98	87	87	97.2	2016	87	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	499	19.25214024	42.78717043	MNE	Montenegro	1	PER_100000_POP	UB	Per 100,000 population	Upper bound						34	36	32	28	24	23	23	21	25	24	17	18	21	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	499	19.25214024	42.78717043	MNE	Montenegro	2	PER_100000_POP	MP	Per 100,000 population	P						29	31	27	24	21	20	20	18	22	21	15	16	18.4	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	499	19.25214024	42.78717043	MNE	Montenegro	3	PER_100000_POP	LB	Per 100,000 population	Lower bound						25	27	23	21	18	17	17	15	19	18	13	14	15.8	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	500	-62.19261223	16.73558313	MSR	Montserrat	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	0	0	0	30	0	28	0	54	14	11	0	0	0	0	0	0	0	0	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	500	-62.19261223	16.73558313	MSR	Montserrat	2	PER_100000_POP	MP	Per 100,000 population	P	0	0	0	26	0	24	0	47	12	9.8	0	0	0	0	0	0	0	0	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	500	-62.19261223	16.73558313	MSR	Montserrat	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	0	0	0	22	0	21	0	40	10	8.4	0	0	0	0	0	0	0	0	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	504	-6.281942841	31.8440131	MAR	Morocco	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	133	129	134	119	114	114	112	109	113	114	116	116	114	114	116	117	119	116	2016	119	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	504	-6.281942841	31.8440131	MAR	Morocco	2	PER_100000_POP	MP	Per 100,000 population	P	115	111	116	103	99	99	97	94	98	98	101	100	99	99	101	101	103	100.6	2016	103	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	504	-6.281942841	31.8440131	MAR	Morocco	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	98	95	99	88	84	85	83	81	84	84	86	86	85	85	86	87	88	86.2	2016	88	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	733	736	738	740	743	746	752	758	765	772	778	783	787	787	787	787	787	787	2016	787	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	PER_100000_POP	MP	Per 100,000 population	P	513	515	517	518	520	523	526	531	536	540	545	548	551	551	551	551	551	551	2016	551	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	332	333	334	335	336	338	341	343	347	350	352	355	356	356	356	356	356	356	2016	356	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	512	57.87743482	21.98805614	OMN	Oman	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	19	17	17	14	16	14	17	16	17	15	13	14	15	12	12	10	10	11.8	2016	10	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	512	57.87743482	21.98805614	OMN	Oman	2	PER_100000_POP	MP	Per 100,000 population	P	16	15	14	12	14	12	15	14	15	13	12	12	13	10	10	9	9	10.2	2016	9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	512	57.87743482	21.98805614	OMN	Oman	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	14	13	12	11	12	10	13	12	12	11	10	10	11	8.7	8.9	7.7	7.7	8.8	2016	7.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	516	17.21907885	-22.13817068	NAM	Namibia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	899	1070	1070	1150	1180	1160	1130	1050	1010	886	821	771	699	655	608	627	565	630.8	2016	565	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	516	17.21907885	-22.13817068	NAM	Namibia	2	PER_100000_POP	MP	Per 100,000 population	P	711	845	846	912	935	918	892	833	798	701	649	610	552	518	480	495	446	498.2	2016	446	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	516	17.21907885	-22.13817068	NAM	Namibia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	544	647	648	698	716	703	683	638	611	537	497	467	423	397	368	379	342	381.8	2016	342	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	520	166.92313	-0.528742623	NRU	Nauru	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	53	40	66	39	75	144	157	39	66	53	40	66	77	89	104	130	129	105.8	2016	129	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	520	166.92313	-0.528742623	NRU	Nauru	2	PER_100000_POP	MP	Per 100,000 population	P	46	34	57	34	65	125	137	34	57	46	34	57	67	78	90	113	112	92	2016	112	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	520	166.92313	-0.528742623	NRU	Nauru	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	39	29	49	29	56	107	117	29	49	39	30	49	57	67	78	97	96	79	2016	96	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	524	83.94678863	28.25866332	NPL	Nepal	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	177	176	175	175	175	175	174	173	175	178	180	181	181	180	178	176	174	177.8	2016	174	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	524	83.94678863	28.25866332	NPL	Nepal	2	PER_100000_POP	MP	Per 100,000 population	P	163	163	163	163	163	163	164	164	164	164	163	162	161	159	158	156	154	157.6	2016	154	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	524	83.94678863	28.25866332	NPL	Nepal	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	149	151	151	152	152	152	154	155	153	150	146	144	142	140	139	137	136	138.8	2016	136	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	528	5.331480568	51.86728884	NLD	Netherlands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	10	12	11	11	11	9.1	8.1	7.5	7.7	9	8.2	7.7	7.3	6.6	6.4	6.7	6.9	6.78	2016	6.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	528	5.331480568	51.86728884	NLD	Netherlands	2	PER_100000_POP	MP	Per 100,000 population	P	9	10	9.7	9.3	9.3	7.9	7	6.5	6.7	7.8	7.1	6.7	6.3	5.7	5.5	5.8	5.9	5.84	2016	5.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	528	5.331480568	51.86728884	NLD	Netherlands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	7.7	8.6	8.3	8	8	6.8	6	5.5	5.7	6.7	6.1	5.7	5.4	4.9	4.7	4.9	5.1	5	2016	5.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	3.7	6.8	11	6.9	8.4	6.1	3.7	4.1	3.8	3.6									2009	3.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	PER_100000_POP	MP	Per 100,000 population	P	3.2	5.9	9.9	5.9	7.2	5.2	3.2	3.5	3.3	3.1									2009	3.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	2.8	5	8.4	5.1	6.2	4.5	2.7	3	2.8	2.6									2009	2.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	531	-68.95033464	12.15058042	CUW	Curaçao	1	PER_100000_POP	UB	Per 100,000 population	Upper bound											4.5	0.88	0.87	1.7	4.2	6.7	3.3	3.354	2016	3.3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	531	-68.95033464	12.15058042	CUW	Curaçao	2	PER_100000_POP	MP	Per 100,000 population	P											3.9	0.76	0.75	1.5	3.7	5.8	2.9	2.93	2016	2.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	531	-68.95033464	12.15058042	CUW	Curaçao	3	PER_100000_POP	LB	Per 100,000 population	Lower bound											3.3	0.65	0.64	1.3	3.1	5	2.5	2.508	2016	2.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	533	-69.97050586	12.50878756	ABW	Aruba	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	8.8	9.3	9.7	10	11	11	12	12	13	13	7.8	10	36	14	2.6	16	18	17.32	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	533	-69.97050586	12.50878756	ABW	Aruba	2	PER_100000_POP	MP	Per 100,000 population	P	7.6	8	8.4	8.8	9.2	9.6	10	10	11	11	6.8	9	31	12	2.2	14	15	14.84	2016	15	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	533	-69.97050586	12.50878756	ABW	Aruba	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	6.5	6.9	7.2	7.5	7.9	8.2	8.6	8.9	9.3	9.6	5.8	7.7	27	10	1.9	12	13	12.78	2016	13	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	PER_100000_POP	UB	Per 100,000 population	Upper bound											12	7.8	3.8	7.3	0	6.9	0	3.6	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	PER_100000_POP	MP	Per 100,000 population	P											10	6.8	3.3	6.3	0	5.9	0	3.1	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	PER_100000_POP	LB	Per 100,000 population	Lower bound											8.9	5.8	2.8	5.4	0	5.1	0	2.66	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	59	37	39	22	35	27	28	26	27	29	26	27	20	22	15	28	19	20.8	2016	19	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	540	165.5067368	-21.41742531	NCL	New Caledonia	2	PER_100000_POP	MP	Per 100,000 population	P	51	32	34	19	31	23	24	23	24	25	22	23	17	19	13	24	16	17.8	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	540	165.5067368	-21.41742531	NCL	New Caledonia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	43	28	29	17	26	20	21	19	20	21	19	20	14	16	11	20	14	15	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	138	155	87	86	122	118	100	100	106	86	90	90	79	77	83	74	72	77	2016	72	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
