series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	PERCENT	Percentage	5.18	4.8	7.18	6.4	8.26	2.62	14.51	6.07	2.97	3.59	4.97	7.15	1.56	1.27	1.35	1.29	1.14	1.05	1.47	1.88	1.68	2.75	2.82	2.96	3.45	3.24	2.44	2.982	2016	2.44	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	PERCENT	Percentage	1.67	1.52	1.45	1.78	2.09	2.58	2.91	1.53	0.46	0.44	0.41	0.41	0.35	0.33	0.31	0.31	0.3	0.28	0.32	0.27	0.25	0.27	0.26	0.24	0.23	0.24	0.23	0.24	2016	0.23	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	PERCENT	Percentage			0.56	1.42	1.29	1.81	2.21	3.42	4.31	6.18	6.27	6.31	7.21	8.24	8.95	9.74	10.31	9.96	9.65	9.28	9.42	9.35	9.65	9.85	9.6	9.39	9.58	9.614	2016	9.58	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	562	9.400167877	17.42143036	NER	Niger	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	PERCENT	Percentage	0.03	0.24	0.19	5.02	3.04	2.81	2.71	5.36	4.92	3.63	3	2.64	2.05	1.57	2.59	13.04	11.64	10.82	9.23	10.84	5.35	5.01	4.46	4.04	3.66	4.38	4.85	4.278	2016	4.85	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	578	11.47846389	61.34311134	NOR	Norway	1	PERCENT	Percentage	0.13	0.14	0.15	0.14	0.13	0.16	0.19	0.18	0.19	0.18	0.16	0.16	0.17	0.17	0.18	0.16	0.15	0.15	0.15	0.16	0.16	0.15	0.15	0.15	0.15	0.16	0.16	0.154	2016	0.16	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	PERCENT	Percentage																				6.2	6.09	6.26	6.38	6.98	7.34	7.4	7.07	7.034	2016	7.07	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	PERCENT	Percentage																17.21	18.06	16.67	15.1	15.45	13.47	12.78	12.55	12.87	14.24	14.51	13.41	13.516	2016	13.41	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	585	134.5733878	7.502307591	PLW	Palau	1	PERCENT	Percentage																0.77	0.8	0.79	0.82	0.85	0.92	0.98	1.1	1.04	0.9	0.76	0.73	0.906	2016	0.73	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	PERCENT	Percentage	5.01	3.41	3.24	2.81	3.37	2.82	2.03	2.73	1.88	1.58	1.45	2.02	4.92	4.76	4.03	3.91	3.73	3.94	4.14	5.18	5.46	5.74	6.24	6.33	7.06	7.14	7.08	6.77	2016	7.08	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	591	-81.26616623	8.450965746	PAN	Panama	1	PERCENT	Percentage	1.71	1.53	1.27	1.24	1.2	1.17	0.87	0.6	0.5	0.4	0.13	0.58	0.65	0.78	0.73	0.79	1.66	1.7	1.54	1.27	1.42	1.07	1.03	1.03	1.54	1.06	0.91	1.114	2016	0.91	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	PERCENT	Percentage	0.17	0.55	0.47	0.41	0.36	0.34	0.29	0.28	0.26	0.23	0.21	0.19	0.19	0.2	0.24	0.14	0.05	0.08	0.06	0.04	0.02	0.09	0.07	0.07	0.05	0.05	0.01	0.05	2016	0.01	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	PERCENT	Percentage	0.59	0.61	0.89	1.3	1.88	1.49	1.4	1.42	1.58	1.76	1.85	1.83	1.56	1.66	1.64	1.85	3.16	2.47	1.96	2.37	2.05	2.15	2.58	2.15	1.64	2.03	2.4	2.16	2016	2.4	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	604	-71.82093277	-13.58939705	PER	Peru	1	PERCENT	Percentage	0.33	0.43	0.66	0.82	1.05	1.12	1.08	1.09	1.17	1.33	1.39	1.45	1.29	1.48	1.7	1.89	2.07	2.09	2.03	1.99	1.72	1.57	1.45	1.35	1.31	1.44	1.5	1.41	2016	1.5	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	608	120.8601418	14.16591706	PHL	Philippines	1	PERCENT	Percentage	3.31	4.07	4.79	4.76	5.39	7.23	5.88	8.26	7.1	8.06	8.55	11.49	11.97	12.2	12.55	13.32	12.68	11.01	10.82	11.86	10.8	10.29	9.84	9.83	10.08	10.18	10.21	10.028	2016	10.21	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	616	19.40660158	52.1226733	POL	Poland	1	PERCENT	Percentage					0.52	0.51	0.48	0.53	0.61	0.49	0.87	0.82	0.85	1.05	1.85	2.11	2.46	2.44	1.96	1.86	1.6	1.46	1.4	1.41	1.36	1.42	1.42	1.402	2016	1.42	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	PERCENT	Percentage	5.69	5.29	4.43	4.54	3.82	3.35	3.02	2.98	2.85	0.19	0.22	0.28	0.23	0.23	0.2	0.2	0.21	0.25	0.24	0.25	0.22	0.22	0.21	0.2	0.19	0.19	0.19	0.196	2016	0.19	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	PERCENT	Percentage	0.41	0.45	0.59	0.63	0.71	0.72	0.74	0.74	1.94	2.68	2.17	2.56	4.24	4.85	5.22	3.39	4.31	6.19	5.72	5.92	5.39	4.74	4.61	6.1	8.76	8.2	8.01	7.136	2016	8.01	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	PERCENT	Percentage																	0.83	1.97	2.68	14.42	15.33	12.99	10.08	2.39	3.01	3.83	4.5	4.762	2016	4.5	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	634	51.19152467	25.28355379	QAT	Qatar	1	PERCENT	Percentage																						0.34	0.43	0.29	0.24	0.27	0.25	0.296	2016	0.25	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	638	55.53171398	-21.13183266	REU	Réunion	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	642	24.98481009	45.83893563	ROU	Romania	1	PERCENT	Percentage					0.04	0.02	0.05	0.04	0.12	0.27	0.26	0.28	0.31	0.21	0.17	0.95	0.94	0.95	0.82	0.41	0.38	0.37	0.43	1.84	1.69	1.73	1.86	1.51	2016	1.86	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	643	99.01404926	61.61899849	RUS	Russian Federation	1	PERCENT	Percentage					1.15	0.04	0.03	0.06	0.11	0.22	0.19	0.32	0.27	0.26	0.37	0.45	0.39	0.36	0.35	0.42	0.34	0.3	0.26	0.29	0.38	0.51	0.52	0.392	2016	0.52	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	646	29.92310194	-1.999842114	RWA	Rwanda	1	PERCENT	Percentage	0.1	0.19	0.09	0.2	1.66	1.63	0.95	0.28	0.22	0.18	0.38	0.47	0.43	0.52	0.47	0.34	0.92	3.18	1.39	1.72	1.84	2.68	2.49	2.23	2.29	1.93	2.06	2.2	2016	2.06	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	PERCENT	Percentage	9.24	0.71	0.64	6.06	6.34	6.18	5.95	5.52	5.89	5.94	5.77	5.37	5.25	5.76	5.66	5.57	5.16	5.36	5.43	5.37	6.67	5.93	6.95	6.54	2.39	2.3	1.14	3.864	2016	1.14	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	660	-63.05651612	18.21525315	AIA	Anguilla	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	PERCENT	Percentage	3.33	3.45	0.36	2.68	3.63	3.31	3.8	3.4	3.2	3.09	3.04	3.24	3.28	3.05	2.95	2.85	2.45	2.24	2.25	2.22	2.1	2.05	2.07	2.02	2.08	1.95	0.07	1.638	2016	0.07	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	PERCENT	Percentage	6.5	0.96	0.73	6.07	5.87	4.9	5.01	4.94	4.83	4.75	4.87	4.52	4.42	4.3	4.11	4.07	4.18	4.43	3.85	4.31	4.27	4.32	4.49	4.38	6	5.52	0.21	4.12	2016	0.21	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	674	12.46329038	43.93841766	SMR	San Marino	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	PERCENT	Percentage												0.77	0.99	1.89	1.04	1.19	1.19	1.37	1.6	1.06	3.22	2.95	2.52	8.77	7.69	6.33	5.26	6.114	2016	5.26	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	PERCENT	Percentage																0.03	0.03	0.03	0.04	0.05	0.04	0.04	0.03	0.04	0.04	0.05	0.05	0.042	2016	0.05	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	PERCENT	Percentage	2.49	2.89	2.93	2.99	2.94	2.99	2.97	3.22	2.93	3.62	4.99	6.25	6.46	7.45	7.88	9.06	9.89	10.56	10.98	10.54	11.41	11.21	11.08	11.97	12.6	14.14	13.73	12.704	2016	13.73	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	688	20.805876	44.03145697	SRB	Serbia	1	PERCENT	Percentage																		9.34	7.2	10.91	10.43	8.52	8.71	8.84	8.36	9.07	8.37	8.67	2016	8.37	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	PERCENT	Percentage	2.04	1.96	2.48	0.06	0.06	0.1	0.14	0.04	0.02	0.03	0.51	0.29	0.28	0.69	0.81	1.32	1.31	0.46	0.33	1.9	1.79	2.37	1.56	0.91	1.06	1.28	1.55	1.272	2016	1.55	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	PERCENT	Percentage	0	0	0.01	0.01	0.01	2.72	2.68	0.7	3.02	3.36	1.12	0.58	1.76	1.89	1.73	0.15	0.83	1.94	0.9	1.44	1.69	2	1.7	1.42	1.24	1.13	1.29	1.356	2016	1.29	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	702	103.8107883	1.361009155	SGP	Singapore	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	PERCENT	Percentage				0.48	0.24	0.1	0.07	0.11	0.08	0.06	0.06	0.07	0.07	0.91	1.23	1.93	1.9	1.93	2.04	1.88	1.78	1.79	2.06	2.1	2.37	2.44	2.36	2.266	2016	2.36	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	PERCENT	Percentage											4.3	3.37	5.05	5.31	5.08	5.47	5.73	7.98	6.86	5.68	7.12	6.35	6.42	6.42	6.44	6.83	5.79	6.38	2016	5.79	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	PERCENT	Percentage						1.27	1.28	1.15	1.01	0.98	0.99	0.95	0.9	0.78	0.76	0.72	0.71	0.67	0.68	0.66	0.72	0.95	0.55	0.64	0.74	0.98	0.81	0.744	2016	0.81	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	706	46.20367477	4.406485729	SOM	Somalia	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	PERCENT	Percentage	0.12	0.1	0.09	0.08	0.07	0.05	0.05	0.12	0.19	0.22	0.24	0.23	0.23	0.22	0.2	0.24	0.25	0.26	0.27	0.29	0.28	0.28	0.27	0.26	0.26	0.26	0.26	0.262	2016	0.26	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	PERCENT	Percentage	0.01	0	0.01	0.02	0.63															13.98	13.93	15.87	14.84	12.23	11.98	12.55	11.17	12.554	2016	11.17	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	724	-3.554078296	40.39211472	ESP	Spain	1	PERCENT	Percentage	0.41	0.37	0.42	0.44	0.5	0.45	0.46	0.49	0.53	0.1	0.11	0.11	0.11	0.1	0.09	0.1	0.1	0.11	0.11	0.1	0.11	0.11	0.16	0.22	0.22	0.22	0.21	0.206	2016	0.21	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	PERCENT	Percentage																									0.01			0.01	2014	0.01	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	736	29.95650159	16.02643066	SDN	Sudan	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	PERCENT	Percentage	0.13	0.91	1.14	0.82	0.03	0.04	0.04	0.04	0.14	0.26	0.14	0.03	1.4	1.85	0.61	0.22	0.08	0.1	0.06	0.12	0.1	0.09	0.16	0.14	0.17	0.14	0.05	0.132	2016	0.05	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	PERCENT	Percentage	10.12	9.4	8.62	6.1	5.43	4.84	4.7	4.88	4.97	4.52	3.27	3.42	3.08	2.97	2.99	3	2.91	2.74	2.72	2.61	1.23	1.32	1.84	1.65	2.19	2.38	2.65	2.142	2016	2.65	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	752	14.3775338	60.60103109	SWE	Sweden	1	PERCENT	Percentage	0.06	0.08	0.08	0.11	0.11	0.1	0.09	0.12	0.05	0.13	0.17	0.24	0.19	0.41	0.42	0.47	0.53	0.66	0.8	0.92	0.83	0.78	0.79	0.79	0.79	0.68	0.55	0.72	2016	0.55	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	756	8.223158	46.96617097	CHE	Switzerland	1	PERCENT	Percentage	0.36	0.38	0.38	0.4	0.41	0.43	0.42	0.42	0.42	0.42	0.37	0.42	0.41	0.43	0.43	0.42	0.42	0.37	0.4	0.43	0.43	0.37	0.36	0.35	0.34	0.37	0.37	0.358	2016	0.37	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	PERCENT	Percentage	3.13	2.7	4.15	2.57	5.29	2.97	2.27	1.64	1.45	1.25	0.93	0.81	0.63	4.07	3.41	2.85	2.39	2.55											2007	2.55	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	PERCENT	Percentage													6.43	9.4	12.14	20.18	36	45.46	49.29	35.11	35.81	41.74	42.22	43.47	36.64	28.76	26.86	35.59	2016	26.86	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	764	101.0202951	15.13089239	THA	Thailand	1	PERCENT	Percentage	1.14	1.04	0.4	0.86	0.87	1	0.99	1.1	1.25	1.15	1.34	1.04	1.03	1.06	0.94	0.63	0.6	0.62	0.65	1.35	1.3	1.42	1.42	1.57	1.6	1.48	1.54	1.522	2016	1.54	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	768	0.97835765	8.532096072	TGO	Togo	1	PERCENT	Percentage	1.65	1.81	0.96	0.95	1.56	1.15	2	1.75	1.17	1.45	2.65	5.14	7	8.88	9.24	9.1	10.54	11.27	10.65	10.58	10.61	6.5	8.92	9.74	9.53	8.9	7.98	9.014	2016	7.98	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	PERCENT	Percentage	21.1	14.19	15.57	15.14								28.98	36.16	29.73	30.11	26.18	26.77	33.65	26.86	22.67	20.9	18.61	24.9	26.85	18.07	18.42	19.97	21.642	2016	19.97	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	PERCENT	Percentage	0.07	0.1	0.12	0.42	0.54	0.57	0.49	0.53	0.74	0.8	0.47	0.46	0.88	0.77	0.65	0.58	0.5	0.51	0.34	0.57	0.41	0.64	0.54	0.55	0.55	0.66	0.66	0.592	2016	0.66	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	PERCENT	Percentage	4.48	4.01	3.43	3.06	4.02	3.77	3.76	3.3	3.29	3.32	3.71	4.2	4.62	4.55	4.59	4.32	4.39	4.41	4.41	4.52	4.68	4.38	5.03	4.95	4.93	4.57	4.33	4.762	2016	4.33	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	792	35.42890329	38.9899684	TUR	Turkey	1	PERCENT	Percentage	2.15	1.88	1.9	1.62	2.01	1.96	1.95	2.21	1.94	1.77	1.67	1.39	0.81	0.23	0.2	0.27	0.33	0.31	0.32	0.28	0.24	0.23	0.22	0.2	0.19	0.16	0.14	0.182	2016	0.14	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	PERCENT	Percentage							0.19										0.14	0.24	0.26	0.17	0.16	0.12	0.11	0.1	0.07	0.04	0.02	0.068	2016	0.02	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	PERCENT	Percentage												32.21	42.34	27.85	22.58	22.58	16	20.74	19.69	17.81	12.32	11.66	9.62	10.59	10.89	12.42	11.86	11.076	2016	11.86	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	800	32.39100438	1.279557331	UGA	Uganda	1	PERCENT	Percentage										3.88	3.84	5.97	7.15	4.72	3.91	3.57	4.13	3.67	5.08	4.3	3.82	4.05	3.95	3.82	3.25	3.33	4.22	3.714	2016	4.22	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	PERCENT	Percentage							0.01	0.02	0.03	0.06	1.34	2.18	2.81	3.04	2.89	2.8	2.88	3.71	3.77	5.07	4.8	4.79	4.81	5.27	5.51	6.42	6.59	5.72	2016	6.59	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	PERCENT	Percentage							1.53	2.08	1.77	2.08	2.14	1.98	2.64	3.51	3.75	3.62	3.88	4.14	4.1	4.05	4.12	4.14	4.04	3.48	3.23	3.05	2.67	3.294	2016	2.67	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	818	29.77468534	26.57438204	EGY	Egypt	1	PERCENT	Percentage	9.93	10.97	14.58	12.16	7.08	5.36	4.59	4.71	3.97	3.57	2.86	2.98	3.29	3.57	4.24	5.59	4.96	5.87	5.34	3.78	5.69	6.07	6.89	6.18	6.41	5.51	4.99	5.996	2016	4.99	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	PERCENT	Percentage	0.19	0.18	0.17	0.17	0.17	0.1	0.1	0.11	0.08	0.33	0.31	0.31	0.3	0.28	0.25	0.24	0.23	0.21	0.21	0.22	0.2	0.19	0.19	0.18	0.16	0.17	0.17	0.174	2016	0.17	World Development Indicators, World Bank	
2018.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	PERCENT	Percentage																																
