ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
LSO,28.25362195,-29.58041814,426,Lesotho,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,18.0295985,27.04042819,434,Libya,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,9.552985019,47.14167005,438,Liechtenstein,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,113.5665388,22.1237259,446,"China, Macao Special Administrative Region",5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,33.4884625,-13.40819859,454,Malawi,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTQ,-60.91544135,14.56086108,474,Martinique,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,-10.33187259,20.26089546,478,Mauritania,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,7.424214814,43.73532918,492,Monaco,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,19.25214024,42.78717043,499,Montenegro,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSR,-62.19261223,16.73558313,500,Montserrat,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,-6.281942841,31.8440131,504,Morocco,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,38.18479941,-14.27963886,508,Mozambique,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,57.87743482,21.98805614,512,Oman,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,17.21907885,-22.13817068,516,Namibia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRU,166.92313,-0.528742623,520,Nauru,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,83.94678863,28.25866332,524,Nepal,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,-68.30676179,12.22720635,530,Netherlands Antilles,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,-68.95033464,12.15058042,531,Curaçao,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,-69.97050586,12.50878756,533,Aruba,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,-63.06198692,18.03926508,534,Sint Maarten (Dutch part),5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCL,165.5067368,-21.41742531,540,New Caledonia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,167.0679779,-15.34445547,548,Vanuatu,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,170.4755673,-43.98721568,554,New Zealand,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,-85.03060315,12.84210839,558,Nicaragua,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,9.400167877,17.42143036,562,Niger,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,8.097363256,9.585789025,566,Nigeria,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,-169.8601693,-19.05000475,570,Niue,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFK,167.9515548,-29.03230018,574,Norfolk Island,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNP,145.7582114,15.19099517,580,Northern Mariana Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMI,-162.4343752,5.874443968,581,US Minor Outlying Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,158.225216,6.880670092,583,"Micronesia, Federated States of",5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,171.0839119,7.110213497,584,Marshall Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,134.5733878,7.502307591,585,Palau,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,145.8587761,-6.756057077,598,Papua New Guinea,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,-60.54854225,-21.70216237,600,Paraguay,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,-71.82093277,-13.58939705,604,Peru,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCN,-128.3225873,-24.37538456,612,Pitcairn,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,-14.40182514,12.11760394,624,Guinea-Bissau,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,125.9451052,-8.797497247,626,Timor-Leste,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,-66.47591017,18.22753799,630,Puerto Rico,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,51.19152467,25.28355379,634,Qatar,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REU,55.53171398,-21.13183266,638,Réunion,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,29.92310194,-1.999842114,646,Rwanda,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLM,-62.83173536,17.89513362,652,Saint Barthélemy,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHN,-5.705752501,-15.96503946,654,Saint Helena,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,-62.76628613,17.33994219,659,Saint Kitts and Nevis,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,-63.05651612,18.21525315,660,Anguilla,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,-60.96529553,13.89405601,662,Saint Lucia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,-63.04505461,18.0882685,663,Saint Martin (French Part),5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
