ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Footnotes_2018,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Nature_Code_2018,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,Source_2018,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,TimeDetail_2018,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Value_2018,Latest_Year,Latest_Value
,,,722,Small island developing States (SIDS),3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",E,,,,,E,,,,,E,,,,,E,,,E,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,,,,,,,,,,,,,,,,66.6,,,,,67.2,,,,,68.8,,,,,68.7,,,68.9,2018.0,68.9
SSD,30.32618773,7.290839152,728,South Sudan,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,South Sudan 2010 Household Health Survey Second Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,2010.0,5.6
,,,729,Sudan,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,Figures by method do not add up to the total.,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Sudan 2014 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,2014.0,30.2
SUR,-55.90626394,4.132603197,740,Suriname,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Suriname 2010 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,,,,,,,2010.0,73.2
,,,747,Northern Africa and Western Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",E,,,,,E,,,,,E,,,,,E,,,E,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,,,,,,,,,,,,,,,,56.8,,,,,60.1,,,,,62.2,,,,,64.0,,,65.4,2018.0,65.4
SWZ,31.50149288,-26.56471011,748,Eswatini,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,C,,,C,,,,C,,,,,,,,,,,,Swaziland 2006-2007 Demographic and Health Survey,,,Swaziland 2010 Multiple Indicator Cluster Survey,,,,Swaziland 2014 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,,,80.7,,,,80.6,,,,,2014.0,80.6
,,,753,Eastern and South-Eastern Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",,,"The global indicator is intended to represent all women of reproductive age. Given current data limitations, the model-based estimates represent women who are married or in a union.",E,,,,,E,,,,,E,,,,,E,,,E,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,"United Nations, Department of Economic and Social Affairs, Population Division. Model-based Estimates and Projections of Family Planning Indicators 2018. New York: United Nations.",,,,,,,,,,,,,,,,,,,,89.0,,,,,89.1,,,,,89.0,,,,,88.7,,,88.5,2018.0,88.5
BRA,-53.08432878,-10.77668561,76,Brazil,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Brazil 2006-2007 Demographic and Health Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,,,,,,,,,,,,2007.0,89.3
SYR,38.50466565,35.01676176,760,Syrian Arab Republic,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Figures by method do not add up to the total.,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Syrian Arab Republic 2009 Family Health Survey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,,,,,,,,,,2009.0,53.3
TJK,69.294998,38.43069666,762,Tajikistan,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,Figures by method do not add up to the total.,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Tajikistan 2012 Demographic and Health Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,,,,,,,2012.0,50.8
THA,101.0202951,15.13089239,764,Thailand,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,Data pertain to a non-standard definition of unmet need for family planning.,,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,C,,,,,,,,,Thailand 2006 Reproductive Health Survey,,,,,,Thailand 2012 Multiple Indicator Cluster Survey,,,,Thailand 2015-2016 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,,,,,,89.2,,,,89.2,,,2016.0,89.2
TGO,0.97835765,8.532096072,768,Togo,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,Togo 2010 Multiple Indicator Cluster Survey,,,,Togo 2013-2014 Demographic and Health Survey and MICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,32.1,,,,,2014.0,32.1
TON,-175.1959991,-21.19511329,776,Tonga,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Tonga 2012 Demographic Health Survey (national),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,2012.0,47.9
TTO,-61.29389504,10.41877263,780,Trinidad and Tobago,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,Trinidad and Tobago 2006 Multiple Indicator Cluster Survey,,,,,Trinidad and Tobago 2011 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,,,,,58.2,,,,,,,,2011.0,58.2
TUN,9.572737411,34.11439971,788,Tunisia,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,C,,,,,,,,,,,C,,,,,,,,Tunisia 2001 Family Health Survey,,,,,,,,,,,Tunisia 2011-2012 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,,,,,,,,,,,73.2,,,,,,,2012.0,73.2
TUR,35.42890329,38.9899684,792,Turkey,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,C,,,,,,,,,,Turkey 2003 Demographic and Health Survey,,,,Turkey 2008 Demographic and Health Survey,,,,,Turkey 2013 Demographic and Health Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,,,58.1,,,,,59.7,,,,,,2013.0,59.7
TKM,58.9787665,40.0912346,795,Turkmenistan,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,Adjusted.,,,,,,,,,,,,,,,,Figures by method do not add up to the total.,,,CA,,,,,,,,,,,,,,,,C,,,Turkmenistan 2000 Demographic and Health Survey,,,,,,,,,,,,,,,,Turkmenistan 2015 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,70.9,,,,,,,,,,,,,,,,75.6,,,2016.0,75.6
TUV,178.6679611,-7.460048071,798,Tuvalu,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Tuvalu 2007 Demographic Health Survey (national),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,2007.0,41.0
ALB,20.06660928,41.13897007,8,Albania,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,Albania 2008-2009 Demographic and Health Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,2009.0,12.9
UGA,32.39100438,1.279557331,800,Uganda,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,C,,,C,C,C,C,,,Uganda 2000-2001 Demographic and Health Survey,,,,,Uganda 2006 Demographic and Health Survey,,,,,Uganda 2011 Demographic and Health Survey,,,Uganda 2014 PMA Round 1,Uganda 2015 PMA Round 3,Uganda 2016 PMA Round 4,Uganda 2017 PMA Round 5,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,29.0,,,,,40.4,,,40.9,44.6,47.8,49.9,,2017.0,49.9
UKR,31.40270802,49.00735945,804,Ukraine,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,Figures by method do not add up to the total.,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,Ukraine 2007 Demographic and Health Survey,,,,,Ukraine 2012 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8,,,,,68.0,,,,,,,2012.0,68.0
MKD,21.7007909,41.60048068,807,The former Yugoslav Republic of Macedonia,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,The former Yugoslav Republic of Macedonia 2011 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,,,,,,,,2011.0,22.3
EGY,29.77468534,26.57438204,818,Egypt,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,C,,,C,,C,,,C,,,,,,C,,,,,Egypt 2000 Demographic and Health Survey,,,Egypt 2003 Demographic and Health Survey (Interim),,Egypt 2005 Demographic and Health Survey,,,Egypt 2008 Demographic and Health Survey,,,,,,Egypt 2014 Demographic and Health Survey,,,,,,,,,,,,,,,,,,,,,,,,77.2,,,78.8,,79.0,,,80.1,,,,,,80.0,,,,,2014.0,80.0
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,Figures by method do not add up to the total.,,,,,,Figures by method do not add up to the total.,,,,,,,,C,,,,,C,,,,,,C,,,,,,,,United Republic of Tanzania 2004-2005 Demographic and Health Survey,,,,,United Republic of Tanzania 2010 Demographic and Health Survey,,,,,,United Republic of Tanzania 2015-2016 Demographic and Health Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,,,45.9,,,,,,52.9,,,2016.0,52.9
BLZ,-88.70199554,17.19965901,84,Belize,3,Ensure healthy lives and promote well-being for all at all ages,3.7,"By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",3.7.1,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,1,SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,Belize 2011 Multiple Indicator Cluster Survey,,,,,Belize 2015-2016 Multiple Indicator Cluster Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1,,,,,65.9,,,2016.0,65.9
