series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Type of product	Units	Type of product description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	442	6.092656563	49.77679538	LUX	Luxembourg	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	454	33.4884625	-13.40819859	MWI	Malawi	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	266	11.78727747	-0.60687619	GAB	Gabon	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	788	9.572737411	34.11439971	TUN	Tunisia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	100	25.23763153	42.75731323	BGR	Bulgaria	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	458	116.8346314	5.452415309	MYS	Malaysia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	268	43.3713615	42.04813028	GEO	Georgia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	792	35.42890329	38.9899684	TUR	Turkey	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	450	46.6982339	-19.38514785	MDG	Madagascar	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	104	96.51752295	21.19332882	MMR	Myanmar	3	RIC	INDEX	rice	Index	2016	4.43	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	462	73.09672546	-0.614385021	MDV	Maldives	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	270	-15.39944785	13.45295927	GMB	Gambia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	795	58.9787665	40.0912346	TKM	Turkmenistan	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	288	-1.205623522	7.964825185	GHA	Ghana	3	RIC	INDEX	rice	Index	2016	-0.82	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	108	29.89080992	-3.366387428	BDI	Burundi	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	466	-3.522016039	17.35311254	MLI	Mali	3	RIC	INDEX	rice	Index	2016	0.46	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	275	35.25694122	31.94347933	PSE	State of Palestine	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	292	-5.347561686	36.13895036	GIB	Gibraltar	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	112	28.04940161	53.54193075	BLR	Belarus	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	470	14.44617519	35.89194275	MLT	Malta	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	276	10.3806066	51.08862743	DEU	Germany	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	798	178.6679611	-7.460048071	TUV	Tuvalu	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	296	-157.5643005	1.768837732	KIR	Kiribati	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	116	104.922836	12.71163737	KHM	Cambodia	3	RIC	INDEX	rice	Index	2016	-0.02	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	474	-60.91544135	14.56086108	MTQ	Martinique	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	RIC	INDEX	rice	Index	2016	0.3	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	800	32.39100438	1.279557331	UGA	Uganda	3	RIC	INDEX	rice	Index	2016	-0.08	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	300	22.58307827	39.47301873	GRC	Greece	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	120	12.7419827	5.692387031	CMR	Cameroon	3	RIC	INDEX	rice	Index	2016	-0.01	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	478	-10.33187259	20.26089546	MRT	Mauritania	3	RIC	INDEX	rice	Index	2016	0.03	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	804	31.40270802	49.00735945	UKR	Ukraine	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	304	-41.39371316	74.75625681	GRL	Greenland	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	124	-101.6575058	57.72360191	CAN	Canada	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	480	57.568022	-20.28581998	MUS	Mauritius	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	20.93559492	7.003720791	CAF	Central African Republic	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	308	-61.68248568	12.11238395	GRD	Grenada	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	831	-2.200712402	49.71561166	GGY	Guernsey	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	484	-102.5148166	23.93378032	MEX	Mexico	3	RIC	INDEX	rice	Index	2016	-0.56	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	80.70489654	7.614693343	LKA	Sri Lanka	3	RIC	INDEX	rice	Index	2016	0.27	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	818	29.77468534	26.57438204	EGY	Egypt	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	832	-2.136773508	49.22353354	JEY	Jersey	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	492	7.424214814	43.73532918	MCO	Monaco	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	18.66618401	15.36279341	TCD	Chad	3	RIC	INDEX	rice	Index	2016	0.68	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	826	-2.23830539	53.27691757	GBR	United Kingdom	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	316	144.7029305	13.35485404	GUM	Guam	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	833	-4.538190305	54.22880901	IMN	Isle of Man	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	496	103.0728057	46.83892054	MNG	Mongolia	3	RIC	INDEX	rice	Index	2016	0.23	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	-71.23029019	-35.2652885	CHL	Chile	3	RIC	INDEX	rice	Index	2016	-0.25	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	500	-62.19261223	16.73558313	MSR	Montserrat	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	320	-91.2312746	15.00273719	GTM	Guatemala	3	RIC	INDEX	rice	Index	2016	-0.62	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	156	104.1403375	32.30955217	CHN	China	3	RIC	INDEX	rice	Index	2016	-0.6	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	504	-6.281942841	31.8440131	MAR	Morocco	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	324	-11.28173419	11.00210343	GIN	Guinea	3	RIC	INDEX	rice	Index	2016	1.45	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	840	-99.13830311	39.5277871	USA	United States of America	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	499	19.25214024	42.78717043	MNE	Montenegro	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	162	105.6426067	-10.4882473	CXR	Christmas Island	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	508	38.18479941	-14.27963886	MOZ	Mozambique	3	RIC	INDEX	rice	Index	2016	2.5	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	328	-58.97322037	4.788012784	GUY	Guyana	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	336	12.45315803	41.90343751	VAT	Holy See	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	512	57.87743482	21.98805614	OMN	Oman	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	332	-72.33640958	18.40426539	HTI	Haiti	3	RIC	INDEX	rice	Index	2016	-0.27	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	854	-1.742843829	12.27491081	BFA	Burkina Faso	3	RIC	INDEX	rice	Index	2016	0.06	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	340	-86.59974381	14.82243161	HND	Honduras	3	RIC	INDEX	rice	Index	2016	-0.25	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	-73.07446751	3.888209046	COL	Colombia	3	RIC	INDEX	rice	Index	2016	-0.74	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	352	-19.02116966	64.79134763	ISL	Iceland	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	858	-56.01387025	-32.8002838	URY	Uruguay	3	RIC	INDEX	rice	Index	2016	0.01	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	174	43.34234565	-11.66121732	COM	Comoros	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	356	79.3608464	22.34642074	IND	India	3	RIC	INDEX	rice	Index	2016	-0.28	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	RIC	INDEX	rice	Index	2016	-0.25	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	860	63.11944558	41.77560518	UZB	Uzbekistan	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	348	19.41221519	47.1651448	HUN	Hungary	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	175	45.14015057	-12.82217691	MYT	Mayotte	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	203	15.33151382	49.73913871	CZE	Czechia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	184	-159.7711391	-21.22696458	COK	Cook Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	250	2.457288129	46.62660861	FRA	France	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	192	-79.54460144	22.10030366	CUB	Cuba	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	178	15.22052612	-0.840544119	COG	Congo	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	204	2.339933594	9.65401646	BEN	Benin	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	188	-84.19712782	9.970998683	CRI	Costa Rica	3	RIC	INDEX	rice	Index	2016	-0.16	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	254	-53.23619089	3.922673437	GUF	French Guiana	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	196	33.22285964	35.05659437	CYP	Cyprus	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	262	42.18274707	11.56004161	DJI	Djibouti	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	208	9.326571283	56.03829721	DNK	Denmark	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	191	17.95874553	45.45172212	HRV	Croatia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	231	39.63505296	8.631223181	ETH	Ethiopia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	212	-61.3493756	15.43391378	DMA	Dominica	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	242	177.9660884	-17.83301566	FJI	Fiji	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	232	38.11074289	16.12894644	ERI	Eritrea	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	RIC	INDEX	rice	Index	2016	0.51	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	246	23.308447	61.91586738	FIN	Finland	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	233	25.84093481	58.68487172	EST	Estonia	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	218	-78.37005241	-1.447785891	ECU	Ecuador	3	RIC	INDEX	rice	Index	2016	-0.2	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	222	-88.86862995	13.73603564	SLV	El Salvador	3	RIC	INDEX	rice	Index	2016	-0.15	Float		FAO/GIEWS/FPMA-Tool	G
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	248	19.80945969	60.1544901	ALA	Åland Islands	3	RIC	INDEX	rice	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	376	34.62277992	31.06164552	ISR	Israel	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	388	-77.31068409	18.15616857	JAM	Jamaica	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	368	43.76606267	33.05013795	IRQ	Iraq	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	400	37.13024774	30.65365973	JOR	Jordan	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	380	12.57022427	42.79917282	ITA	Italy	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	360	113.9174	-0.994582204	IDN	Indonesia	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	392	139.2716103	36.6554539	JPN	Japan	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	372	-7.121425272	53.25274054	IRL	Ireland	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	404	37.86096816	0.534797278	KEN	Kenya	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	428	26.42461876	56.64196636	LVA	Latvia	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	414	47.49305029	29.53949468	KWT	Kuwait	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	398	66.65359159	48.01963494	KAZ	Kazakhstan	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	422	35.89391711	33.92152458	LBN	Lebanon	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	430	-9.311879038	6.448381009	LBR	Liberia	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	440	23.90517807	55.33680309	LTU	Lithuania	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	426	28.25362195	-29.58041814	LSO	Lesotho	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	410	127.8610254	36.45201023	KOR	Republic of Korea	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	434	18.0295985	27.04042819	LBY	Libya	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	442	6.092656563	49.77679538	LUX	Luxembourg	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	258	-149.4052367	-17.67709294	PYF	French Polynesia	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	616	19.40660158	52.1226733	POL	Poland	4	SOR	INDEX	sorghum	Index	2016					
2018.Q2.G.01	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	438	9.552985019	47.14167005	LIE	Liechtenstein	4	SOR	INDEX	sorghum	Index	2016					
