series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	752	14.3775338	60.60103109	SWE	Sweden	1	FEMALE	PERCENT	Female	Percentage	30.66	30.51	30.71	30.3	30.27	31.86	32.1	31.59	32.08	32.49	31.36	34.48	35.49	35.44	37.12	39.55	39.3	37.38	2016	39.3	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	756	8.223158	46.96617097	CHE	Switzerland	1	FEMALE	PERCENT	Female	Percentage	23.4	25.34	27.7	28.23	26.8	28.29	30.59	30.42	30.19	31.51	33.53	33.84	33.75	33.36	34.44	35.59	35.88	34.604	2016	35.88	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	FEMALE	PERCENT	Female	Percentage								10.22		8.29	8.95								2010	8.95	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	FEMALE	PERCENT	Female	Percentage										14.8									2009	14.8	ILOSTAT - HS - Living Standard Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	764	101.0202951	15.13089239	THA	Thailand	1	FEMALE	PERCENT	Female	Percentage		25.51	25.31	26.26	27.54	28.84	29.21	29.72	23.69	24.21	25.77	24.57	28.22	33.04	32.7	32.83	32.4	31.838	2016	32.4	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	768	0.97835765	8.532096072	TGO	Togo	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	FEMALE	PERCENT	Female	Percentage				26.6															2003	26.6	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	FEMALE	PERCENT	Female	Percentage	39.23	39.85	37.81	39.34	40.93	43.48				41.3	43.11			43.51	43.86	41.9		43.09	2015	41.9	ILOSTAT - LFS - Continuous Sample Survey of the Population	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	FEMALE	PERCENT	Female	Percentage						10.17			9.95								14.57	14.57	2016	14.57	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	FEMALE	PERCENT	Female	Percentage												13.86	14.76					14.76	2012	14.76	ILOSTAT - LFS - National Population and Employment Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	792	35.42890329	38.9899684	TUR	Turkey	1	FEMALE	PERCENT	Female	Percentage		7.97	6.78	6.18	6.56	6.94	8.19	8.57	9.83	10.21	10.04	11.02	12.15	14.44	13.36	13.16	15.09	13.64	2016	15.09	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	FEMALE	PERCENT	Female	Percentage			24.58																2002	24.58	ILOSTAT - PC - Population Census	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	800	32.39100438	1.279557331	UGA	Uganda	1	FEMALE	PERCENT	Female	Percentage			27.64	33.33						20.22			22.82	25.3				24.06	2013	25.3	ILOSTAT - HIES - Uganda National Household Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	FEMALE	PERCENT	Female	Percentage	36.74	37.42	38.46	39.6	43.13	38.2	38.33	39.4	38.61	41.08	41.18			38.31	37.84	39.57		38.5733333333333	2015	39.57	ILOSTAT - LFS - Sample survey of the population (households) on economic activity	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	FEMALE	PERCENT	Female	Percentage			19.03	26.84	28.03	28.51	27.17	29.31	28.54	26.76	27.85	27.86	23.09	27.31	29.02	23.97	25.27	25.732	2016	25.27	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	818	29.77468534	26.57438204	EGY	Egypt	1	FEMALE	PERCENT	Female	Percentage	10.11	9.34	9	8.53	8	10.42	10.84	11.11	11.77	14	13.88	13.51	9.73	7.12		6.42	7.11	7.595	2016	7.11	ILOSTAT - LFS - Labour force sample survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	FEMALE	PERCENT	Female	Percentage	34.5	30.85	32.5	32.3	33.07	34.32	34.6	34.44	34.87	35.56	35.68	34.56	34.38	33.95	35.29	35.36	36.01	34.998	2016	36.01	ILOSTAT - LFS - EU Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	FEMALE	PERCENT	Female	Percentage		49.22					16.47								23.26			23.26	2014	23.26	ILOSTAT - LFS - Labour Force Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	840	-99.13830311	39.5277871	USA	United States of America	1	FEMALE	PERCENT	Female	Percentage				42.14	42.09	42.49	41.85	42.65	42.67	42.73	42.95	43.14	43.65	43.41				43.53	2013	43.41	ILOSTAT - LFS - Current Population Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	858	-56.01387025	-32.8002838	URY	Uruguay	1	FEMALE	PERCENT	Female	Percentage	36.27	37.06	37.04	35.16		39.6	39.53	40.27		40.66	45.05	31.94	34.45	32.87	30.98	32.76	33.06	32.824	2016	33.06	ILOSTAT - LFS - Continous Household Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	FEMALE	PERCENT	Female	Percentage										30.68	31.3	32.05	33.37					33.37	2012	33.37	ILOSTAT - LFS - Household Sample Survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	FEMALE	PERCENT	Female	Percentage																						
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	882	-172.4430749	-13.61541469	WSM	Samoa	1	FEMALE	PERCENT	Female	Percentage		28.51					29.99					36.3	47.26		47.27			47.265	2014	47.27	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	887	45.22389143	15.22242099	YEM	Yemen	1	FEMALE	PERCENT	Female	Percentage					7.14	2.14									4.12			4.12	2014	4.12	ILOSTAT - LFS - Labour force survey	C
2018.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions (%)	894	27.850329	-14.59701056	ZMB	Zambia	1	FEMALE	PERCENT	Female	Percentage																						
