series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	IHR Capacity	Units description	IHR Capacity description	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	380	12.57022427	42.79917282	ITA	Italy	11	PERCENT	IHR09	Percentage	Points of entry	93	80					91		91	2016	91	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	380	12.57022427	42.79917282	ITA	Italy	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	66	56					67		67	2016	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	380	12.57022427	42.79917282	ITA	Italy	13	PERCENT	IHR03	Percentage	Surveillance	76	80					95		95	2016	95	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	IHR11	Percentage	Food safety		67		87			67	87	80.3333333333333	2017	87	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	PERCENT	IHR07	Percentage	Human resources		0		100			100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	PERCENT	IHR08	Percentage	Laboratory		90		100			100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	4	PERCENT	IHR10	Percentage	 Zoonotic events		78		89			100	100	96.3333333333333	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	5	PERCENT	IHR12	Percentage	Chemical events		8		62			77	85	74.6666666666667	2017	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	6	PERCENT	IHR04	Percentage	Response		86		94			88	69	83.6666666666667	2017	69	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		50		100			50	100	83.3333333333333	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	8	PERCENT	IHR06	Percentage	Risk communication		57		100			86	86	90.6666666666667	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		17		100			77	85	87.3333333333333	2017	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	10	PERCENT	IHR05	Percentage	Preparedness		55		50			43	73	55.3333333333333	2017	73	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	11	PERCENT	IHR09	Percentage	Points of entry		89		54			52	52	52.6666666666667	2017	52	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		73		100			80	90	90	2017	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	13	PERCENT	IHR03	Percentage	Surveillance		0		100			95	100	98.3333333333333	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	IHR11	Percentage	Food safety	46	100	93	67	47	87	87		72	2016	87	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	2	PERCENT	IHR07	Percentage	Human resources	0	25	100	20	20	60	60		40	2016	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	3	PERCENT	IHR08	Percentage	Laboratory	50	80	90	47	53	86	96		70.5	2016	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	4	PERCENT	IHR10	Percentage	 Zoonotic events	53	100	100	67	67	78	78		72.5	2016	78	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	5	PERCENT	IHR12	Percentage	Chemical events	7	92	54	62	38	77	77		63.5	2016	77	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	6	PERCENT	IHR04	Percentage	Response	79	100	100	87	75	100	100		90.5	2016	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	0	25	50	100	50	50	50		62.5	2016	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	8	PERCENT	IHR06	Percentage	Risk communication	40	100	86	57	57	71	71		64	2016	71	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	0	92	0	23	31	85	85		56	2016	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	10	PERCENT	IHR05	Percentage	Preparedness	19	90	90	71	73	92	92		82	2016	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	11	PERCENT	IHR09	Percentage	Points of entry	49	89	91	62	70	88	88		77	2016	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	48	80	73	66	73	90	100		82.25	2016	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	388	-77.31068409	18.15616857	JAM	Jamaica	13	PERCENT	IHR03	Percentage	Surveillance	27	100	100	70	60	90	90		77.5	2016	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	IHR11	Percentage	Food safety	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	2	PERCENT	IHR07	Percentage	Human resources	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	3	PERCENT	IHR08	Percentage	Laboratory	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	4	PERCENT	IHR10	Percentage	 Zoonotic events	92	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	5	PERCENT	IHR12	Percentage	Chemical events	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	6	PERCENT	IHR04	Percentage	Response	100	100	87	94	87	100	100	100	96.2	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	100	100	100	100	75	100	100	100	95	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	8	PERCENT	IHR06	Percentage	Risk communication	70	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	10	PERCENT	IHR05	Percentage	Preparedness	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	11	PERCENT	IHR09	Percentage	Points of entry	75	85	94	94	94	94	94	94	94	2017	94	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	392	139.2716103	36.6554539	JPN	Japan	13	PERCENT	IHR03	Percentage	Surveillance	80	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PERCENT	IHR11	Percentage	Food safety		100	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	PERCENT	IHR07	Percentage	Human resources		100	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	PERCENT	IHR08	Percentage	Laboratory		100	96	86	96	96			92.6666666666667	2015	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	4	PERCENT	IHR10	Percentage	 Zoonotic events		89	89	89	89	89			89	2015	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	5	PERCENT	IHR12	Percentage	Chemical events		100	100	100	100	85			95	2015	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	6	PERCENT	IHR04	Percentage	Response		78	76	76	76	76			76	2015	76	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		75	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	8	PERCENT	IHR06	Percentage	Risk communication		43	43	43	43	43			43	2015	43	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		100	100	100	100	100			100	2015	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	10	PERCENT	IHR05	Percentage	Preparedness		90	90	50	83	83			72	2015	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	11	PERCENT	IHR09	Percentage	Points of entry		84	97	100	94	18			70.6666666666667	2015	18	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		53	53	53	53	53			53	2015	53	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	13	PERCENT	IHR03	Percentage	Surveillance		70	70	70	70	70			70	2015	70	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	1	PERCENT	IHR11	Percentage	Food safety	100	100	93	87	100		67	67	80.25	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	2	PERCENT	IHR07	Percentage	Human resources	83	100	100	80	80		80	80	80	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	3	PERCENT	IHR08	Percentage	Laboratory	100	90	100	96	100		88	88	93	2017	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	4	PERCENT	IHR10	Percentage	 Zoonotic events	84	100	100	100	100		89	89	94.5	2017	89	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	5	PERCENT	IHR12	Percentage	Chemical events	64	67	100	85	92		46	46	67.25	2017	46	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	6	PERCENT	IHR04	Percentage	Response	95	100	89	77	94		83	83	84.25	2017	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	75	100	50	100	100		75	75	87.5	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	8	PERCENT	IHR06	Percentage	Risk communication	100	71	100	57	100		100	100	89.25	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	53	58	100	77	100			0	59	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	10	PERCENT	IHR05	Percentage	Preparedness	78	87	100	61	100		55	55	67.75	2017	55	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	11	PERCENT	IHR09	Percentage	Points of entry	79	75	18	88	97		88	88	90.25	2017	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	100	100	50	100	100		90	90	95	2017	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	400	37.13024774	30.65365973	JOR	Jordan	13	PERCENT	IHR03	Percentage	Surveillance	84	100	100	100	100		80	80	90	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	1	PERCENT	IHR11	Percentage	Food safety	73	100	80	73				100	86.5	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	2	PERCENT	IHR07	Percentage	Human resources	16	75	40	40				80	60	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	3	PERCENT	IHR08	Percentage	Laboratory	94	90	65	96				72	84	2017	72	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	4	PERCENT	IHR10	Percentage	 Zoonotic events	100	100	89	100				67	83.5	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	5	PERCENT	IHR12	Percentage	Chemical events	0	25	46	46				38	42	2017	38	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	6	PERCENT	IHR04	Percentage	Response	57	64	77	83				77	80	2017	77	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	50	50	50	50				0	25	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	8	PERCENT	IHR06	Percentage	Risk communication	80	71	57	57				86	71.5	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	66	100	64	46				62	54	2017	62	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	10	PERCENT	IHR05	Percentage	Preparedness	14	42	70	53				55	54	2017	55	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	11	PERCENT	IHR09	Percentage	Points of entry	88	70	55	71				44	57.5	2017	44	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	81	90	90	100				20	60	2017	20	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	404	37.86096816	0.534797278	KEN	Kenya	13	PERCENT	IHR03	Percentage	Surveillance	76	70	75	85				50	67.5	2017	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PERCENT	IHR11	Percentage	Food safety	93	33	60	67	73	80	73	80	74.6	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	PERCENT	IHR07	Percentage	Human resources	66	25	40	20	40	20	40	60	36	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	PERCENT	IHR08	Percentage	Laboratory	60	70	65	79	79	83	83	92	83.2	2017	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	4	PERCENT	IHR10	Percentage	 Zoonotic events	84	44	78	78	89	89	78	78	82.4	2017	78	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	5	PERCENT	IHR12	Percentage	Chemical events	57	17	15	31	31	31	31	31	31	2017	31	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	6	PERCENT	IHR04	Percentage	Response	68	50	65	70	76	94	94	100	86.8	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	50	25	25	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	8	PERCENT	IHR06	Percentage	Risk communication	50	57	71	71	71	100	100	57	79.8	2017	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	60	42	86	62	62	62	69	15	54	2017	15	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	10	PERCENT	IHR05	Percentage	Preparedness	19	55	60	56	56	73	73	62	64	2017	62	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	11	PERCENT	IHR09	Percentage	Points of entry	67	35	21	28	39	47	50	24	37.6	2017	24	Global Health Observatory (GHO), World Health Organisation (WHO)	
