series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of mobile technology	Units description	Type of mobile technology description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	440	23.90517807	55.33680309	LTU	Lithuania	2	PERCENT	AL2G	Percentage	at least 2g mobile network	100	100	100	100	100	100	100	100	100	100	98	100	100	100	100	100	100	100	2016	100	Communications Regulatory Authority of the Republic of Lithuania	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	440	23.90517807	55.33680309	LTU	Lithuania	3	PERCENT	AL4G	Percentage	at least 4g mobile network															80	91	98	89.6666666666667	2016	98	Communications Regulatory Authority of the Republic of Lithuania	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	PERCENT	AL3G	Percentage	at least 3g mobile network		90	80	90				97	99	80	90				97	99	99	98.3333333333333	2016	99	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	442	6.092656563	49.77679538	LUX	Luxembourg	2	PERCENT	AL2G	Percentage	at least 2g mobile network	98	98	98	98	98	98.5	99	99	99.9	99.9	99.9				99	99	99	99	2016	99	Institut Luxembourgeois de Régulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	442	6.092656563	49.77679538	LUX	Luxembourg	3	PERCENT	AL4G	Percentage	at least 4g mobile network															93	96	95	94.6666666666667	2016	95	Institut Luxembourgeois de Régulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	PERCENT	AL3G	Percentage	at least 3g mobile network		98.9	99.1	99.9	99.9	99.9	99.9	99.9	99.9	99.1	99.9	99.9	99.9	99.9	99.9	99.9		99.9	2015	99.9	Bureau of Telecommunications Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.8	99.8	99.9	99.9	99.9	99.9	99.9	99.9		99.9	2015	99.9	Bureau of Telecommunications Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	PERCENT	AL4G	Percentage	at least 4g mobile network															95	99	99	97.6666666666667	2016	99	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	PERCENT	AL3G	Percentage	at least 3g mobile network								30	61						30	61	63.01	51.3366666666667	2016	63.01	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	450	46.6982339	-19.38514785	MDG	Madagascar	2	PERCENT	AL2G	Percentage	at least 2g mobile network	21	22	22	23	23	23	23							92.16		74.99	78.01	81.72	2016	78.01	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	450	46.6982339	-19.38514785	MDG	Madagascar	3	PERCENT	AL4G	Percentage	at least 4g mobile network																21	23.08	22.04	2016	23.08	Autorité de Régulation des Technologies de Communication	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	PERCENT	AL3G	Percentage	at least 3g mobile network						2	5	5	32				2	5	5	32	42	17.2	2016	42	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	454	33.4884625	-13.40819859	MWI	Malawi	2	PERCENT	AL2G	Percentage	at least 2g mobile network			20	28	49	70	93			80	85	85	85	99.6	99.6	95	96	95.04	2016	96	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	454	33.4884625	-13.40819859	MWI	Malawi	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	6	15.8	7.26666666666667	2016	15.8	Malawi Communications Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	PERCENT	AL3G	Percentage	at least 3g mobile network			74	81.1	81.6	82.4	83.1	88	92	74	81.1	81.6	82.4	83.1	88	92	95	88.1	2016	95	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	458	116.8346314	5.452415309	MYS	Malaysia	2	PERCENT	AL2G	Percentage	at least 2g mobile network		95						92.5	92	95	95	95	95.2	95.2	95.4	96	96	95.56	2016	96	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	458	116.8346314	5.452415309	MYS	Malaysia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															33	71	88	64	2016	88	Malaysian Communications and Multimedia Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	PERCENT	AL3G	Percentage	at least 3g mobile network			41.82	57.1	75.2	78	83	83	100	41.82	57.1	75.2	78	83	83	100	100	88.8	2016	100	Communications Authority of Maldives	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	462	73.09672546	-0.614385021	MDV	Maldives	2	PERCENT	AL2G	Percentage	at least 2g mobile network	40	40	54	71	81	90.7		100	100	100	100	100	100	100		100	100	100	2016	100	Communications Authority of Maldives	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	462	73.09672546	-0.614385021	MDV	Maldives	3	PERCENT	AL4G	Percentage	at least 4g mobile network															44	58	80	60.6666666666667	2016	80	Communications Authority of Maldives	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	466	-3.522016039	17.35311254	MLI	Mali	1	PERCENT	AL3G	Percentage	at least 3g mobile network								0	10						0	10	23	11	2016	23	Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	466	-3.522016039	17.35311254	MLI	Mali	2	PERCENT	AL2G	Percentage	at least 2g mobile network	15.39						20										100	100	2016	100	Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	466	-3.522016039	17.35311254	MLI	Mali	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	0	0	2016	0	ITU estimate. 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	470	14.44617519	35.89194275	MLT	Malta	1	PERCENT	AL3G	Percentage	at least 3g mobile network									100							100	100	100	2016	100	Malta Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	470	14.44617519	35.89194275	MLT	Malta	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Malta Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	470	14.44617519	35.89194275	MLT	Malta	3	PERCENT	AL4G	Percentage	at least 4g mobile network																100	100	100	2016	100	Malta Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	PERCENT	AL3G	Percentage	at least 3g mobile network																	92.67	92.67	2016	92.67	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	474	-60.91544135	14.56086108	MTQ	Martinique	2	PERCENT	AL2G	Percentage	at least 2g mobile network					98	99	99												2006	99	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	474	-60.91544135	14.56086108	MTQ	Martinique	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	98	98	2016	98	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	PERCENT	AL3G	Percentage	at least 3g mobile network								0	30						0	30	41	23.6666666666667	2016	41	Autorité de Régulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	478	-10.33187259	20.26089546	MRT	Mauritania	2	PERCENT	AL2G	Percentage	at least 2g mobile network						26	36	51	62								90	90	2016	90	Autorité de Régulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	478	-10.33187259	20.26089546	MRT	Mauritania	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	Autorité de Régulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	PERCENT	AL3G	Percentage	at least 3g mobile network								90	92.8						90	92.8	95.4	92.7333333333333	2016	95.4	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	480	57.568022	-20.28581998	MUS	Mauritius	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99.7	99.8	99.8	95	96	99.8	99.8	99	99	99	99	99	99	99	99	99	99	99	2016	99	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	480	57.568022	-20.28581998	MUS	Mauritius	3	PERCENT	AL4G	Percentage	at least 4g mobile network															60	35.3	36.7	44	2016	36.7	Information and Communication Technologies Authority of Mauritius	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	PERCENT	AL3G	Percentage	at least 3g mobile network								95	89						95	89	95	93	2016	95	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	484	-102.5148166	23.93378032	MEX	Mexico	2	PERCENT	AL2G	Percentage	at least 2g mobile network	85.5	99.3	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9				99.9	2013	99.9	Instituto Federal de Telecomunicaciones de México	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	484	-102.5148166	23.93378032	MEX	Mexico	3	PERCENT	AL4G	Percentage	at least 4g mobile network															30	58	83.8	57.2666666666667	2016	83.8	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	492	7.424214814	43.73532918	MCO	Monaco	1	PERCENT	AL3G	Percentage	at least 3g mobile network				100	100	100	100	100	100		100	100	100	100	100	100	100	100	2016	100	Direction des Communications Electroniques	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	492	7.424214814	43.73532918	MCO	Monaco	2	PERCENT	AL2G	Percentage	at least 2g mobile network						100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Direction des Communications Electroniques	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	492	7.424214814	43.73532918	MCO	Monaco	3	PERCENT	AL4G	Percentage	at least 4g mobile network															45	100	97	80.6666666666667	2016	97	Direction des Communications Electroniques	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	PERCENT	AL3G	Percentage	at least 3g mobile network		39.9	46.9	49.8	49.9	52.8		52.8	95	46.9	49.8	49.9	52.8		52.8	95	95	73.9	2016	95	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	496	103.0728057	46.83892054	MNG	Mongolia	2	PERCENT	AL2G	Percentage	at least 2g mobile network	58	60	64		18	29	41	45.33	65.7	82.18	85	87.9	91.3			99	99	96.4333333333333	2016	99	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	496	103.0728057	46.83892054	MNG	Mongolia	3	PERCENT	AL4G	Percentage	at least 4g mobile network																90	6.9	48.45	2016	6.9	Communications Regulatory Commission of Mongolia 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	PERCENT	AL3G	Percentage	at least 3g mobile network			61.9		99	99	99	99	99	61.9		99	99	99	99	99	99	99	2016	99	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	PERCENT	AL2G	Percentage	at least 2g mobile network	70	76	77.01	79.45	90	96.87	96.96	97.98				99	99	99	99	99	99	99	2016	99	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	PERCENT	AL4G	Percentage	at least 4g mobile network															33	84	97	71.3333333333333	2016	97	National Regulatory Agency for Electronic Communications and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	PERCENT	AL3G	Percentage	at least 3g mobile network				72				97.2	97.2		72				97.2	97.2	95	96.4666666666667	2016	95	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	499	19.25214024	42.78717043	MNE	Montenegro	2	PERCENT	AL2G	Percentage	at least 2g mobile network					95.1	99	99	99	99	100	100				99.5	99.5	99.5	99.5	2016	99.5	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	499	19.25214024	42.78717043	MNE	Montenegro	3	PERCENT	AL4G	Percentage	at least 4g mobile network															62	65	85	70.6666666666667	2016	85	Agency for Electronic Communications and Postal Services	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	PERCENT	AL3G	Percentage	at least 3g mobile network									93							93	95	94	2016	95	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	500	-62.19261223	16.73558313	MSR	Montserrat	2	PERCENT	AL2G	Percentage	at least 2g mobile network							66	98											2007	98	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	500	-62.19261223	16.73558313	MSR	Montserrat	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	PERCENT	AL3G	Percentage	at least 3g mobile network		68	69	69	75	75	75	80	80	69	69	75	75	75	80	80	95	81	2016	95	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	504	-6.281942841	31.8440131	MAR	Morocco	2	PERCENT	AL2G	Percentage	at least 2g mobile network	95	95	95	95	96	97.5	98		98	98	98.4	99	99	99	99.2	99.2	99.6	99.2	2016	99.6	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	504	-6.281942841	31.8440131	MAR	Morocco	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	45.44	68	37.8133333333333	2016	68	Agence Nationale de Réglementation des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	PERCENT	AL3G	Percentage	at least 3g mobile network								40	50						40	50	35	41.6666666666667	2016	35	Instituto Nacional das Comunicaçoes de Moçambique	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	2	PERCENT	AL2G	Percentage	at least 2g mobile network															72	78	69	73	2016	69	Instituto Nacional das Comunicaçoes de Moçambique	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	ITU estimate. 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	512	57.87743482	21.98805614	OMN	Oman	1	PERCENT	AL3G	Percentage	at least 3g mobile network	0	32	48	49.05	65	85.7	87.1	93	95	48	49.05	65	85.7	87.1	93	95	96.01	91.362	2016	96.01	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	512	57.87743482	21.98805614	OMN	Oman	2	PERCENT	AL2G	Percentage	at least 2g mobile network		90.6			85	91.8	96	96	96.4	96.5	97.6	97.6	97.6	98	99	99	99.01	98.522	2016	99.01	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	512	57.87743482	21.98805614	OMN	Oman	3	PERCENT	AL4G	Percentage	at least 4g mobile network															76	86	88.77	83.59	2016	88.77	Telecommunication Regulatory Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	PERCENT	AL3G	Percentage	at least 3g mobile network				13	23	32	37	37	37		13	23	32	37	37	37	53	39.2	2016	53	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	516	17.21907885	-22.13817068	NAM	Namibia	2	PERCENT	AL2G	Percentage	at least 2g mobile network		85			88	88	90	95		78	92	100	100	100	100	100	100	100	2016	100	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	516	17.21907885	-22.13817068	NAM	Namibia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															40	40	39	39.6666666666667	2016	39	Communications Regulatory Authority of Namibia 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	520	166.92313	-0.528742623	NRU	Nauru	1	PERCENT	AL3G	Percentage	at least 3g mobile network				98				98	98		98				98	98	98	98	2016	98	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	520	166.92313	-0.528742623	NRU	Nauru	2	PERCENT	AL2G	Percentage	at least 2g mobile network											98	98	98			98		98	2015	98	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	520	166.92313	-0.528742623	NRU	Nauru	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	98	32.6666666666667	2016	98	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	524	83.94678863	28.25866332	NPL	Nepal	1	PERCENT	AL3G	Percentage	at least 3g mobile network			20.35					30	50	20.35					30	50	90	56.6666666666667	2016	90	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	524	83.94678863	28.25866332	NPL	Nepal	2	PERCENT	AL2G	Percentage	at least 2g mobile network							10				35.13			80.62	80	82		80.8733333333333	2015	82	Nepal Telecommunications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	524	83.94678863	28.25866332	NPL	Nepal	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	20.74	6.91333333333333	2016	20.74	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	PERCENT	AL3G	Percentage	at least 3g mobile network	90			99	99	99		99	99		99	99	99		99	99	99	99	2016	99	Authority for Consumers and Markets	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	528	5.331480568	51.86728884	NLD	Netherlands	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99.5	99.5	99.5	99.5	99.5	99.9	98	98	98		100	100	100		100	100	100	100	2016	100	Authority for Consumers and Markets	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	528	5.331480568	51.86728884	NLD	Netherlands	3	PERCENT	AL4G	Percentage	at least 4g mobile network															99	99	99	99	2016	99	Authority for Consumers and Markets	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	PERCENT	AL3G	Percentage	at least 3g mobile network									82							82		82	2015	82	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	531	-68.95033464	12.15058042	CUW	Curaçao	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	531	-68.95033464	12.15058042	CUW	Curaçao	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	PERCENT	AL3G	Percentage	at least 3g mobile network								0	80						0	80	95	58.3333333333333	2016	95	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	533	-69.97050586	12.50878756	ABW	Aruba	2	PERCENT	AL2G	Percentage	at least 2g mobile network						90	99	99	99							99		99	2015	99	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	533	-69.97050586	12.50878756	ABW	Aruba	3	PERCENT	AL4G	Percentage	at least 4g mobile network															21.44	41	64.1	42.18	2016	64.1	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	PERCENT	AL3G	Percentage	at least 3g mobile network	0	0	0						97.4	0						97.4		97.4	2015	97.4	Office des Postes et Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	2	PERCENT	AL2G	Percentage	at least 2g mobile network			75	75	75	75	75	75	83	89						97.4		97.4	2015	97.4	Office des Postes et Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	79.5		39.75	2015	79.5	Office des Postes et Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	PERCENT	AL3G	Percentage	at least 3g mobile network					23	24	24.4	24.4	51			23	24	24.4	24.4	51	80	40.76	2016	80	Office of the Telecommunications & Radiocommunications Regulator	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	2	PERCENT	AL2G	Percentage	at least 2g mobile network			20	20	20	20	50			85	87	90	92	93	93	93	95	93.2	2016	95	Office of the Telecommunications & Radiocommunications Regulator	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	3	PERCENT	AL4G	Percentage	at least 4g mobile network																18	25	21.5	2016	25	Office of the Telecommunications & Radiocommunications Regulator	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	PERCENT	AL3G	Percentage	at least 3g mobile network		97	97	97	97	97		97	98	97	97	97	97		97	98	98	97.5	2016	98	Ministry of Business, Innovation and Employment	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	554	170.4755673	-43.98721568	NZL	New Zealand	2	PERCENT	AL2G	Percentage	at least 2g mobile network	97	97	97	98	98	98	98	97	97	97	97	97	97		97	98	98	97.5	2016	98	Ministry of Business, Innovation and Employment	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	554	170.4755673	-43.98721568	NZL	New Zealand	3	PERCENT	AL4G	Percentage	at least 4g mobile network															50	88	90	76	2016	90	Ministry of Business, Innovation and Employment	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	PERCENT	AL3G	Percentage	at least 3g mobile network								0	75						0	75	80	51.6666666666667	2016	80	Instituto Nicaraguense de Telecomunicaciones y Correos	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	2	PERCENT	AL2G	Percentage	at least 2g mobile network					60	70				100							90	90	2016	90	Instituto Nicaraguense de Telecomunicaciones y Correos	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	3	PERCENT	AL4G	Percentage	at least 4g mobile network																4	45.65	24.825	2016	45.65	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	562	9.400167877	17.42143036	NER	Niger	1	PERCENT	AL3G	Percentage	at least 3g mobile network								0	10						0	10	32.39	14.13	2016	32.39	MPT-EN	
