series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	554	170.4755673	-43.98721568	NZL	New Zealand	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	28.2	27.5	25.5	25.9	27.1	27.2	28.1	31.4	33.1	29.6	29	25.8	24.6	21.5	19	18.5	16			17.8333333333333	2016	16	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	119				108.5	106				92											2009	92	Nicaragua 2011-2012 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	562	9.400167877	17.42143036	NER	Niger	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	169.3	152.5			199					210	206		210		168	146				157	2015	146	Niger 2015 Etude Nationale d’Evaluation d’Indicateurs Socio-Economiques et Demographiques	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	566	8.097363256	9.585789025	NGA	Nigeria	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	118	126					54.92289	121		134	113	122			145					145	2014	145	Nigeria 2015 Malaria Indicators Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	570	-169.8601693	-19.05000475	NIU	Niue	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		34.9										20									2011	20	Estimate National statistics	E
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	578	11.47846389	61.34311134	NOR	Norway	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	11.7	11.04	10.06	9.06	8.16	8.05	8.72	9.09	9.3	9.51	8.43	7.1	6.04	5.6	5	4.58				4.79	2015	4.58	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	63.4	67.3	41.9	41.1	37.4	32.3	39	47.2	40.5	46.6	53.4	47.2	37.9	44.3	38.6	36.9	27.4			34.3	2016	27.4	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	57.89394	56.36169		51.98294						44											2009	44	Micronesia (Federated States of) 2010 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population						127						84.5									2011	84.5	Marshall Islands 2011 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	585	134.5733878	7.502307591	PLW	Palau	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		23	35	31	24								34			27				27	2015	27	Palau 2015 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	586	68.80479684	29.36491634	PAK	Pakistan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			60		52	51				49		44									2011	44	Pakistan 2012-2013 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	591	-81.26616623	8.450965746	PAN	Panama	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	85.73766	89.3	84.3	77.51285	84.9	83.8	84.8	80.3923	83.20212	84.66743	82.02946	88.67236	81	91.09794	85.98442	84.06	78.78			82.9414733333333	2016	78.78	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	70				65																2004	65	Papua New Guinea 2006 Demographic and Health Survey (national)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		64	65				61.65	63	61.84												2008	61.84	Registration UNSD	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	604	-71.82093277	-13.58939705	PER	Peru	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		59	61	59		64	63	69	67	68	61	64	65								2012	65	Peru 2014 Demographic and Health Survey (Continuous)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	608	120.8601418	14.16591706	PHL	Philippines	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		55	53				53	54				59	57				47			47	2016	47	Philippines 2017 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	616	19.40660158	52.1226733	POL	Poland	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	16.96	15.82	15.16	14.5	13.76	13.47	13.88	14.74	16.22	16.25	15.26	13.97	14.2	13.7	13.11	12.31				12.71	2015	12.31	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	620	-7.961599811	39.68509315	PRT	Portugal	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	21.56	20.48	20.9	19.87	19.45	18.9	16.95	16.79	15.9	15.17	14.3	13.08	11.95	10.45	9.09	8.27				8.68	2015	8.27	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	170					94.77277				136.7			106								2012	106	Guinea-Bissau 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		78.3	75		59.2			54	51		50										2010	50	Timor-Leste 2010 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	72.3	68.6	63.2	60.4	62.3	61.1	60.1	57.9	56.1	56.5	51.4	51.7	48.8	44.6	40.4	33.9	29.6			34.6333333333333	2016	29.6	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	634	51.19152467	25.28355379	QAT	Qatar	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	17.59381	17.45675	19.82656	16.85235	16.76604	14.64284	13.8669	15.87	13.58527	14.56087	15.01285		12.64122	10.12716	9.76028	10.46961				10.114945	2015	10.46961	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	638	55.53171398	-21.13183266	REU	Réunion	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	39	40	40	36	36	37	44.42307	43.51568													2007	43.51568	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	642	24.98481009	45.83893563	ROU	Romania	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	38.96	35.61	32.99	34.88	36.08	37.43	39.29	39.37	45.03	45.84	39.95	37.37	37.05	33.76	35.3	35.29				35.295	2015	35.29	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	643	99.01404926	61.61899849	RUS	Russian Federation	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	27.4	27.3	27.4	27.6	28.2	27.5	28.2	28.3	29.3	28.7	27	26.7	27.3	26.6	26	24				25	2015	24	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	646	29.92310194	-1.999842114	RWA	Rwanda	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			40	42		43	40		41	41		49	27		45					45	2014	45	Rwanda 2014-2015 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	85.6	74.1						46.1													2007	46.1	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	660	-63.05651612	18.21525315	AIA	Anguilla	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	59.3	61.3					40.1														2006	40.1	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	57.8	64.1	51.4		49.83996	42.47586															2005	42.47586	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	80.75887	72.36908	75.18539	71.64639	65.07027	63.01887			63.82979	70.02718				60.38647	63.72549					63.72549	2014	63.72549	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	674	12.46329038	43.93841766	SMR	San Marino	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population													0								2012	0	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		91					110	93						92	92					92	2014	92	Sao Tome and Principe 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	31				14.68485	21.96966	7	7.37899													2007	7.37899	Saudi Arabia 2007 Demographic Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	686	-14.46636926	14.35920905	SEN	Senegal	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	96.2		116.23465	101		93	96	102	96	93		80	90	80							2013	80	Senegal 2015 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	688	20.805876	44.03145697	SRB	Serbia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		26.96	25.2	25.27	24.6	23.9	22.8	22.3	22	21.5	19	18.97	19	22	17.88	16.39				17.135	2015	16.39	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	690	55.46561591	-4.678053059	SYC	Seychelles	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	55	59	57	60	54	59	54	58.64111	59.41988	68.52008	56.89462	71.30333		66.58089	61.65768	65.75246				63.70507	2015	65.75246	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	150.1		113.324	113.3	103.16742	143	146			122	122	131	125								2012	125	Sierra Leone 2013 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	702	103.8107883	1.361009155	SGP	Singapore	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	7.66791	6.88973	8	6.7	6.6	7.2	6.6	6.1	6.1	5	4.8	4.7	4.3	3.8	3.3	2.7				3	2015	2.7	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	703	19.48495604	48.70741446	SVK	Slovakia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	23.8	21.18	21.15	20.53	20.32	20.27	20.28	20.69	21.62	21.87	22.95	21.95	21.59	22.05	23.68	24.26				23.97	2015	24.26	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	704	105.802499	10.09643079	VNM	Viet Nam	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	24	24	23	32	31	30	28	35	23.98189	35	38		45	36	30.1					30.1	2014	30.1	Viet Nam 2014 Intercensal Population and Housing Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	705	14.82209486	46.11958061	SVN	Slovenia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	7.54	6.7	5.95	5.78	5.3	6.09	4.74	5.12	5.13	5.43	4.94	5.16	4.49	4.56	4.99	4.53				4.76	2015	4.53	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	706	46.20367477	4.406485729	SOM	Somalia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			143			123						64									2011	64	Somalia 2011 Multiple Indicator Cluster Survey (Somaliland)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	710	24.67184355	-29.99957544	ZAF	South Africa	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		66	55				54					70.647				71				71	2015	71	South Africa 2016 Demographic and Health Survey (DHS)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			102.6	101	99				112	115			75.09228	120	110					110	2014	110	Zimbabwe 2015 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	724	-3.554078296	40.39211472	ESP	Spain	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	8.81	9.64	9.86	10.56	10.74	11.35	12	12.83	13.28	11.83	10.61	9.5	8.99	8.38	8.08	7.72				7.9	2015	7.72	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	728	30.32618773	7.290839152	SSD	South Sudan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population								155.2	64.9												2008	64.9	South Sudan 2008 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	736	29.95650159	16.02643066	SDN	Sudan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	740	-55.90626394	4.132603197	SUR	Suriname	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	60.3	74.77481	76.7352	65.68351	69.8	61.30405	61.42945	64.5933					55.86684	56.37761	57.73145					57.73145	2014	57.73145	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	102.8					111	54.1		93.7	89				87							2013	87	Swaziland 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	752	14.3775338	60.60103109	SWE	Sweden	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	7.03	6.6	6.62	5.99	5.81	5.89	5.93	5.9	5.92	5.88	5.9	5.87	5.33	3.48	5.04919	4.45				4.749595	2015	4.45	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	756	8.223158	46.96617097	CHE	Switzerland	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	5.98	5.44	5.39	5.24	5.14	5.08	4.54	4.33	4.28	4.1	3.92	3.34	3.43	2.044	2.92	4.98	5.52			4.47333333333333	2016	5.52	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population					21.9088					54											2009	54	Syrian Arab Republic 2009 Family Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	762	69.294998	38.43069666	TJK	Tajikistan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	37.3		46.3			36					47	54									2011	54	Tajikistan 2012 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	764	101.0202951	15.13089239	THA	Thailand	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	31.1	33.7	37.9	39.2	47.3	49.3	48.9	49.7	50.1	50.1	50.1	53.4	53.4	51.1	47.9	44.8	42.5			45.0666666666667	2016	42.5	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	768	0.97835765	8.532096072	TGO	Togo	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population							54.37666			88		85									2011	85	Togo 2013-2014 Demographic and Health Survey and MICS	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population												30									2011	30	Tokelau 2011 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	776	-175.1959991	-21.19511329	TON	Tonga	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	18.72274		19.3	16.8			15.9				24	30									2011	30	Tonga 2011 Census of Population and Housing	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	38.6	38.3	34.6		35.17693	31.87073	35.50861			37.99339											2009	37.99339	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	24.4	23.4	21.46972	22.9	21.923	34.8	33.1	33.9	32.3	34.2											2009	34.2	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	788	9.572737411	34.11439971	TUN	Tunisia	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	7					5.8	5.9845	5.97903			3	6.91621									2011	6.91621	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	792	35.42890329	38.9899684	TUR	Turkey	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		51	46				38	37.68	35.94	36.75	32.01	30.81143	29.62	28.04	26.89					26.89	2014	26.89	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	26.14353	24.12728	22.27226	22.16712	19.75133	20.55537	21.04068								28					28	2014	28	Turkmenistan 2015 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		41.4																			2001	41.4	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population								42					28								2012	28	Tuvalu 2012 Census	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	800	32.39100438	1.279557331	UGA	Uganda	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			204		159	152			151	146	134			140							2013	140	Uganda 2014 PMA Round 1	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	804	31.40270802	49.00735945	UKR	Ukraine	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	32.1	29.2	29.2	29	29.6	28.6	30.53514	30.09	32	31.2	28.8	28.1	28.48	27.2	26.09					26.09	2014	26.09	Registration National Statistics (Eurostat)	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	30.78057	25.9562	24.87535	24.95173	22.35677	21.30451	19.81709	20.07564	19.20495	19.26752	19.04787	17.62641	18.59721	16.79362	17.65813	16.1818				16.919965	2015	16.1818	Registration UNSD & WPP2017	CA
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	818	29.77468534	26.57438204	EGY	Egypt	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population		47	48	48		50	50						56								2012	56	Egypt 2014 Demographic and Health Survey	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population	29	27.7	26.8	26.6	26.6	26.1	26.2	25.7	25.6	24.6	23.2	21	19.8	17.3	15.5	14.4	13.7			14.5333333333333	2016	13.7	Registration National Statistics	C
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	831	-2.200712402	49.71561166	GGY	Guernsey	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	832	-2.136773508	49.22353354	JEY	Jersey	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population																								
2018.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	15-19	FEMALE	PER_1000_POP	15 to 19 years old	Female	Per 1,000 population			113	132			141	128	116		123		95		132					132	2014	132	United Republic of Tanzania 2015-2016 Demographic and Health Survey	C
