"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450","Madagascar","MDG","46.6982339","-19.38514785","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","44.36","31.88","18.36","14.36","9.55","7.26","10.04","32.00","17.70","20.51","12.86","6.17","5.42","8.40","8.88","5.95","3.51","0.76","0.92","2.11","2.49","1.59","2.29","2.34","2.57","4.29","3.31",2016.0,"3.31","Data nature not available","World Development Indicators, World Bank"
"454","Malawi","MWI","33.4884625","-13.40819859","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.03","24.10","23.49","22.21","22.34","24.41","15.17","13.89","14.68","13.80","12.90","9.32","7.51","6.63","10.45","12.43","8.64","3.63","3.12","2.83","1.64","1.38","2.03","3.13","3.93","4.27","4.98",2016.0,"4.98","Data nature not available","World Development Indicators, World Bank"
"458","Malaysia","MYS","116.8346314","5.452415309","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.59","5.58","7.33","6.20","6.02","2.91","4.35","2.89","2.51","2.83","2.79","3.58","4.96","4.73","3.56","3.58","1.90","2.23","1.06","3.15","1.24","1.71","1.75","1.13","1.42","3.50","1.66",2016.0,"1.66","Data nature not available","World Development Indicators, World Bank"
"462","Maldives","MDV","73.09672546","-0.614385021","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.99","3.64","3.05","3.74","3.38","3.31","3.07","6.90","3.56","3.78","3.99","4.31","4.18","3.52","4.04","5.92","3.73","2.13","2.68","3.48","3.03","3.14","3.11","2.43","2.46","2.49","2.47",2016.0,"2.47","Data nature not available","World Development Indicators, World Bank"
"466","Mali","MLI","-3.522016039","17.35311254","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","14.66","9.18","11.94","16.08","21.14","15.79","20.76","10.62","11.07","13.85","12.91","8.72","7.46","6.39","7.90","6.72","4.32","3.17","2.61","3.09","2.45","2.34","1.75","2.99","2.96","4.20","",2015.0,"4.20","Data nature not available","World Development Indicators, World Bank"
"470","Malta","MLT","14.44617519","35.89194275","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"474","Martinique","MTQ","-60.91544135","14.56086108","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"478","Mauritania","MRT","-10.33187259","20.26089546","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.78","18.83","18.99","29.23","23.84","22.06","21.93","22.93","25.70","","","","","","","","5.53","7.14","2.89","4.68","4.83","3.84","4.95","5.51","9.79","11.96","13.05",2016.0,"13.05","Data nature not available","World Development Indicators, World Bank"
"480","Mauritius","MUS","57.568022","-20.28581998","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.26","7.08","7.92","5.44","5.73","5.98","4.95","6.81","6.73","5.62","16.38","4.72","6.53","5.12","5.29","5.28","5.36","2.55","2.37","2.27","0.85","1.34","1.05","0.70","1.04","1.01","1.20",2016.0,"1.20","Data nature not available","World Development Indicators, World Bank"
"484","Mexico","MEX","-102.5148166","23.93378032","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","18.39","19.84","28.70","19.04","17.73","25.69","37.10","36.31","14.25","14.06","16.39","13.84","10.93","12.17","12.11","9.88","14.11","7.18","6.91","7.14","6.11","5.24","9.29","5.49","4.48","6.39","9.99",2016.0,"9.99","Data nature not available","World Development Indicators, World Bank"
"492","Monaco","MCO","7.424214814","43.73532918","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"496","Mongolia","MNG","103.0728057","46.83892054","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","17.12","5.95","10.63","10.10","10.68","9.94","5.38","4.28","6.49","7.11","7.35","33.84","2.93","2.70","2.41","2.12","2.30","4.10","4.34","1.77","3.15","4.97","2.40","1.58","3.98",2016.0,"3.98","Data nature not available","World Development Indicators, World Bank"
"498","Republic of Moldova","MDA","28.4650624","47.20236795","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","2.05","7.61","7.73","10.40","21.02","26.54","15.62","12.35","13.73","7.33","8.38","5.01","5.40","3.73","2.90","4.06","2.97","2.59","2.66","2.97","2.69","2.99","3.81",2016.0,"3.81","Data nature not available","World Development Indicators, World Bank"
"499","Montenegro","MNE","19.25214024","42.78717043","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","8.17","2.55","3.09","5.43","9.26","12.86","16.55","12.28","23.97","22.46",2016.0,"22.46","Data nature not available","World Development Indicators, World Bank"
"500","Montserrat","MSR","-62.19261223","16.73558313","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"504","Morocco","MAR","-6.281942841","31.8440131","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","27.89","34.20","52.07","45.39","46.52","47.40","39.48","36.71","31.86","32.85","27.12","25.25","27.73","29.63","17.36","13.81","10.10","9.72","7.76","7.01","7.49","6.72","7.05","8.25","7.51","7.48","8.42",2016.0,"8.42","Data nature not available","World Development Indicators, World Bank"
"508","Mozambique","MOZ","38.18479941","-14.27963886","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","17.30","19.68","20.59","31.24","30.14","33.21","24.84","17.78","15.46","14.20","7.95","5.02","3.85","4.25","2.64","2.76","1.43","0.96","1.01","1.32","3.21","1.91","1.76","3.19","4.38","9.38","12.38",2016.0,"12.38","Data nature not available","World Development Indicators, World Bank"
"512","Oman","OMN","57.87743482","21.98805614","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516","Namibia","NAM","17.21907885","-22.13817068","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","Nauru","NRU","166.92313","-0.528742623","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"524","Nepal","NPL","83.94678863","28.25866332","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","14.53","11.18","9.18","8.61","7.81","7.69","6.53","6.93","7.94","7.99","7.39","7.71","10.20","10.05","8.97","8.19","9.69","8.62","8.27","9.98","10.41","9.00","10.03","8.59","7.84","7.89","8.63",2016.0,"8.63","Data nature not available","World Development Indicators, World Bank"
"528","Netherlands","NLD","5.331480568","51.86728884","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530","Netherlands Antilles","ANT","-68.30676179","12.22720635","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"531","Curaçao","CUW","-68.95033464","12.15058042","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"533","Aruba","ABW","-69.97050586","12.50878756","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"534","Sint Maarten (Dutch part)","SXM","-63.06198692","18.03926508","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","New Caledonia","NCL","165.5067368","-21.41742531","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"548","Vanuatu","VUT","167.0679779","-15.34445547","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.60","1.12","1.36","1.38","1.19","1.06","0.96","0.83","0.53","1.36","1.40","1.23","1.45","1.33","1.57","1.24","1.90","1.52","1.24","1.50","1.44","1.25","1.23","1.51","1.64","1.82","1.62",2016.0,"1.62","Data nature not available","World Development Indicators, World Bank"
"554","New Zealand","NZL","170.4755673","-43.98721568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"558","Nicaragua","NIC","-85.03060315","12.84210839","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.45","155.43","27.19","33.38","40.88","45.40","31.61","38.58","20.78","16.30","15.95","13.95","11.92","12.77","6.20","8.19","4.60","9.79","3.09","3.53","2.52","2.37","2.10","2.30","2.62","3.12","3.70",2016.0,"3.70","Data nature not available","World Development Indicators, World Bank"
"562","Niger","NER","9.400167877","17.42143036","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.59","12.27","5.41","15.96","12.61","7.79","7.06","14.32","9.43","8.67","6.82","5.94","4.93","6.63","6.32","5.38","25.32","2.27","1.43","2.58","1.17","2.28","2.15","2.65","3.34","6.31","",2015.0,"6.31","Data nature not available","World Development Indicators, World Bank"
"566","Nigeria","NGA","8.097363256","9.585789025","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.25","21.39","18.15","12.84","18.32","14.05","12.69","8.38","12.52","6.97","8.21","12.46","7.83","5.93","4.47","15.41","10.98","1.44","0.48","0.73","0.38","0.34","0.25","0.40","0.31","0.51","0.93",2016.0,"0.93","Data nature not available","World Development Indicators, World Bank"
"570","Niue","NIU","-169.8601693","-19.05000475","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"574","Norfolk Island","NFK","167.9515548","-29.03230018","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"578","Norway","NOR","11.47846389","61.34311134","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580","Northern Mariana Islands","MNP","145.7582114","15.19099517","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"581","US Minor Outlying Islands","UMI","-162.4343752","5.874443968","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583","Micronesia, Federated States of","FSM","158.225216","6.880670092","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"584","Marshall Islands","MHL","171.0839119","7.110213497","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"585","Palau","PLW","134.5733878","7.502307591","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586","Pakistan","PAK","68.80479684","29.36491634","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.70","20.47","22.79","24.53","32.91","24.37","24.82","32.92","18.90","21.99","21.07","21.37","19.70","17.15","22.86","10.16","9.09","9.16","8.91","11.92","11.51","7.88","14.04","20.37","14.18","11.15","13.34",2016.0,"13.34","Data nature not available","World Development Indicators, World Bank"
"591","Panama","PAN","-81.26616623","8.450965746","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.4","Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","17.4.1","Debt service as a proportion of exports of goods and services","1","DT_TDS_DECT","Debt service as a proportion of exports of goods and services (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.09","3.86","12.21","2.99","3.60","3.03","9.73","15.55","5.94","7.30","8.65","10.85","16.40","9.21","11.15","14.64","16.58","4.74","7.39","4.08","3.87","4.22","5.02","4.52","3.03","5.01","4.36",2016.0,"4.36","Data nature not available","World Development Indicators, World Bank"
