"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"543","Oceania (exc. Australia and New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"543","Oceania (exc. Australia and New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"543","Oceania (exc. Australia and New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"722","Small island developing States (SIDS)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"722","Small island developing States (SIDS)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"722","Small island developing States (SIDS)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"746","Northern Africa (exc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"746","Northern Africa (exc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"746","Northern Africa (exc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"747","Northern Africa and Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"747","Northern Africa and Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"747","Northern Africa and Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"753","Eastern and South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"753","Eastern and South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"753","Eastern and South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"827","United Kingdom (England and Wales)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"827","United Kingdom (England and Wales)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"827","United Kingdom (England and Wales)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"828","United Kingdom (Northern Ireland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"829","United Kingdom (Scotland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"829","United Kingdom (Scotland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"829","United Kingdom (Scotland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"830","Channel Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"830","Channel Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"830","Channel Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"891","Serbia and Montenegro [former]","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"891","Serbia and Montenegro [former]","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"891","Serbia and Montenegro [former]","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"910","High income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"910","High income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"910","High income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"911","Low income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"911","Low income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"911","Low income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"912","Lower middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"912","Lower middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"912","Lower middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"913","Low and middle income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"913","Low and middle income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
