series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	462	73.09672546	-0.614385021	MDV	Maldives	1	FEMALE	PERCENT	Female	Percentage	6	6	6	6	6	12	12	12	12	12	6.4935	6.4935	6.4935	6.4935	6.7568	5.8824	5.8824	5.8824	5.8824	6.05728	2018	5.8824	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	466	-3.522016039	17.35311254	MLI	Mali	1	FEMALE	PERCENT	Female	Percentage	12.2449	12.2449	12.2449	10.2041	10.2041	10.2041	10.2041	10.2041	10.2041	10.2041	10.2041	10.2041	10.2041	10.2041	9.5238	9.5238	8.8435	8.8435	8.8435	9.11562	2018	8.8435	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	470	14.44617519	35.89194275	MLT	Malta	1	FEMALE	PERCENT	Female	Percentage	9.2308	9.2308	9.2308	9.2308	9.2308	9.2308	9.2308	9.2308	9.2308	8.6957	8.6957	8.6957	8.6957	8.6957	14.2857	12.8571	12.8571	12.5	11.9403	12.88804	2018	11.9403	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	474	-60.91544135	14.56086108	MTQ	Martinique	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	478	-10.33187259	20.26089546	MRT	Mauritania	1	FEMALE	PERCENT	Female	Percentage	3.7975	3.7975	3.7037	3.7037	3.7037	3.7037		17.8947	22.1053	22.1053	22.1053	22.1053	22.1053	22.1053	25.1701	25.1701	25.1701	25.1701	25.1701	25.1701	2018	25.1701	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	480	57.568022	-20.28581998	MUS	Mauritius	1	FEMALE	PERCENT	Female	Percentage	7.5758	5.7143	5.7143	5.7143	5.7143	5.7143	17.1429	17.1429	17.1429	17.1429	17.1429	18.8406	18.8406	18.8406	18.8406	11.5942	11.5942	11.5942	11.5942	13.04348	2018	11.5942	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	484	-102.5148166	23.93378032	MEX	Mexico	1	FEMALE	PERCENT	Female	Percentage	18.2	16	16	16	22.6	22.6	24.2	22.6	23.2	23.2	27.6	26.2	26.2	36.8	37.4	38	42.3695	42.6	42.6	40.5939	2018	42.6	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	492	7.424214814	43.73532918	MCO	Monaco	1	FEMALE	PERCENT	Female	Percentage	22.2222	22.2222	22.2222	22.2222	20.8333	20.8333	20.8333	20.8333	20.8333	25	26.087	26.087	19.0476	19.0476	20.8333	20.8333	20.8333	20.8333	20.8333	20.8333	2018	20.8333	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	496	103.0728057	46.83892054	MNG	Mongolia	1	FEMALE	PERCENT	Female	Percentage	7.8947	10.5263	10.5263	10.5263	10.5263	6.7568	6.6667	6.5789	6.5789	4.0541	3.9474	3.9474	3.9474	14.8649	14.8649	14.8649	14.4737	17.1053	17.1053	15.68282	2018	17.1053	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	FEMALE	PERCENT	Female	Percentage	8.9109	7.9208	12.8713	12.8713	12.8713	15.8416	21.7822	21.7822	21.7822	21.7822	23.7624	18.8119	19.802	19.802	18.8119	20.7921	21.7822	22.7723	22.7723	21.38616	2018	22.7723	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	499	19.25214024	42.78717043	MNE	Montenegro	1	FEMALE	PERCENT	Female	Percentage								8.642	11.1111	11.1111	11.1111	11.1111	12.3457	17.284	14.8148	17.284	17.284	23.4568	23.4568	19.25928	2018	23.4568	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	500	-62.19261223	16.73558313	MSR	Montserrat	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	504	-6.281942841	31.8440131	MAR	Morocco	1	FEMALE	PERCENT	Female	Percentage	0.6154	0.6154	0.6154	10.7692	10.7692	10.7692	10.7692	10.7692	10.4615	10.4615	10.4615	10.4615	16.962	16.962	16.962	16.962	16.962	20.5063	20.5063	18.37972	2018	20.5063	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	FEMALE	PERCENT	Female	Percentage	30	30	30	30	30	34.8	34.8	34.8	34.8	34.8	39.2	39.2	39.2	39.2	39.2	39.6	39.6	39.6	39.6	39.52	2018	39.6	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	512	57.87743482	21.98805614	OMN	Oman	1	FEMALE	PERCENT	Female	Percentage						2.4096	2.4096	2.4096	0	0	0	0	1.1905	1.1905	1.1905	1.1905	1.1765	1.1765	1.1765	1.1821	2018	1.1765	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	516	17.21907885	-22.13817068	NAM	Namibia	1	FEMALE	PERCENT	Female	Percentage	22.2222	25	25	26.3889	26.3889	25	26.9231	26.9231	26.9231	26.9231	26.8657	24.359	24.359	24.359	25.641	41.3462	41.3462	41.3462	46.1538	39.16668	2018	46.1538	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	520	166.92313	-0.528742623	NRU	Nauru	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2632	5.2632	5.2632	10.5263	10.5263	7.36844	2018	10.5263	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	524	83.94678863	28.25866332	NPL	Nepal	1	FEMALE	PERCENT	Female	Percentage	5.8537	5.8537	5.8537					17.3252	17.3252	33.165	33.165	33.165	33.165	33.165	29.913	29.4807	29.5492	29.5798	3.6364	24.43182	2018	3.6364	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	528	5.331480568	51.86728884	NLD	Netherlands	1	FEMALE	PERCENT	Female	Percentage	36	36	36	36.6667	36.6667	36.6667	36.6667	36.6667	39.3333	41.3333	42	40.6667	40.6667	38.6667	38.6667	37.3333	37.3333	38	36	37.46666	2018	36	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	531	-68.95033464	12.15058042	CUW	Curaçao	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	533	-69.97050586	12.50878756	ABW	Aruba	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	FEMALE	PERCENT	Female	Percentage	0	0	0	1.9231	1.9231	3.8462	3.8462	3.8462	3.8462	3.8462	3.8462	3.8462	1.9231	0	0	0	0	0	0	0	2018	0	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	554	170.4755673	-43.98721568	NZL	New Zealand	1	FEMALE	PERCENT	Female	Percentage	29.1667	30.8333	30.8333	29.1667	28.3333	28.3333	32.2314	32.2314	33.0579	33.6066	33.6066	33.6066	32.2314	32.2314	33.8843	31.405	31.405	34.1667	38.3333	33.83886	2018	38.3333	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	FEMALE	PERCENT	Female	Percentage	9.6774	9.6774	20.6522	20.6522	20.6522	20.6522	20.6522	18.4783	18.4783	18.4783	20.6522	20.6522	40.2174	40.2174	40.2174	39.1304	41.3043	45.6522	45.6522	42.3913	2018	45.6522	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	562	9.400167877	17.42143036	NER	Niger	1	FEMALE	PERCENT	Female	Percentage	1.2048	1.2048	1.2048	1.2048	1.2048	12.3894	12.3894	12.3894	12.3894	12.3894	9.7345		13.2743	13.2743	13.2743	13.2743	13.2743	16.9591	16.9591	14.74822	2018	16.9591	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	566	8.097363256	9.585789025	NGA	Nigeria	1	FEMALE	PERCENT	Female	Percentage		3.4188	3.4188	3.4188	6.6667	4.7222	6.3889	6.1111	6.9832	6.9832	6.9832	6.9832	6.8182	6.6667	6.6667	6.6667	5.5556	5.5556	5.5556	6.00004	2018	5.5556	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	570	-169.8601693	-19.05000475	NIU	Niue	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	578	11.47846389	61.34311134	NOR	Norway	1	FEMALE	PERCENT	Female	Percentage	36.3636	36.3636	35.7576	36.3636	36.3636	38.1818	37.8698	37.8698	36.0947	36.0947	39.645	39.645	39.645	39.645	39.645	39.645	39.645	39.645	41.4201	40.00002	2018	41.4201	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	FEMALE	PERCENT	Female	Percentage	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	9.0909	9.0909	9.0909	6.66666	2018	9.0909	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	585	134.5733878	7.502307591	PLW	Palau	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	12.5	5	2018	12.5	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	586	68.80479684	29.36491634	PAK	Pakistan	1	FEMALE	PERCENT	Female	Percentage				21.6374	21.6374	21.345	21.345	21.345	21.0526	22.4852	22.2222	22.2222	22.5146	22.5146	20.743	20.743	20.5882	20.5882	20.5882	20.65012	2018	20.5882	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	591	-81.26616623	8.450965746	PAN	Panama	1	FEMALE	PERCENT	Female	Percentage	9.7222	9.8592	9.8592	9.8592	9.8592	16.6667	16.6667	16.6667	16.6667	16.6667	8.4507	8.4507	8.4507	8.4507	8.4507	19.2982	18.3099	18.3099	18.3099	16.53572	2018	18.3099	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	FEMALE	PERCENT	Female	Percentage	1.8349	1.8349	1.8349	0.9174	0.9174	0.9174	0.9174	0.9174	0.9174	0.9174	0.9174	0.9174	0.9174	2.7027	2.7027	2.7027	2.7027	2.7027	0	2.16216	2018	0	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	FEMALE	PERCENT	Female	Percentage	2.5	2.5	2.5	2.5	10	10	10	10	10	12.5	12.5	12.5	12.5	12.5	15	15	15	13.75	13.75	14.5	2018	13.75	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	604	-71.82093277	-13.58939705	PER	Peru	1	FEMALE	PERCENT	Female	Percentage	10.8333	20	18.3333	18.3333	18.3333	18.3333	18.3333	29.1667	29.1667	29.1667	27.5	27.5	21.5385	21.5385	22.3077	22.3077	22.3077	27.6923	27.6923	24.46154	2018	27.6923	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	608	120.8601418	14.16591706	PHL	Philippines	1	FEMALE	PERCENT	Female	Percentage	12.4424	11.2613	17.757	17.757	17.757	15.2542	15.678	15.2542	20.5021	20.5021	20.9738	22.1429	22.8873	22.8873	27.3356	27.2414	27.2414	29.4521	29.4521	28.14452	2018	29.4521	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	616	19.40660158	52.1226733	POL	Poland	1	FEMALE	PERCENT	Female	Percentage	13.0435	13.0435	20.2174	20.2174	20.2174	20.2174	20.4348	20.4348	20.4348	20.2174	20	20	23.6957	23.6957	24.3478	24.1304	27.3913	28.0435	28.0435	26.3913	2018	28.0435	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	620	-7.961599811	39.68509315	PRT	Portugal	1	FEMALE	PERCENT	Female	Percentage	18.6957	17.3913	18.6957	19.1304	19.1304	19.1304	21.3043	21.3043	28.2609	28.2609	27.3913	27.3913	28.6957	28.6957	31.3043	31.3043	34.7826	34.7826	34.7826	33.39128	2018	34.7826	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	FEMALE	PERCENT	Female	Percentage	7.8431	7.8431	7.8431	7.8431		14	14	14	14	10	10	10	10	14	11	13.7255	13.7255	13.7255	13.7255	13.1804	2018	13.7255	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	FEMALE	PERCENT	Female	Percentage				26.1364	26.1364	25.2874	25.2874	25.2874	29.2308	29.2308	29.2308	29.2308	32.3077	38.4615	38.4615	38.4615	38.4615	38.4615	32.3077	37.23074	2018	32.3077	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	634	51.19152467	25.28355379	QAT	Qatar	1	FEMALE	PERCENT	Female	Percentage							0	0	0	0	0	0	0	0	0	0	0	0	9.7561	1.95122	2018	9.7561	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	638	55.53171398	-21.13183266	REU	Réunion	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	642	24.98481009	45.83893563	ROU	Romania	1	FEMALE	PERCENT	Female	Percentage	7.2886	10.7246	10.7246	10.7246	10.7246	11.4458	11.1782	11.1782	9.3939	11.3772	11.3772	11.3772	11.2121	13.3495	13.5135	13.7157	13.7157	20.6687	20.6687	16.45646	2018	20.6687	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	643	99.01404926	61.61899849	RUS	Russian Federation	1	FEMALE	PERCENT	Female	Percentage	7.7098	7.7098	7.5724	7.5724	9.7778	9.8434	9.8434	9.8434	14	14	14	14	13.5556	13.5556	13.5556	13.5556	13.5556	15.7778	15.7778	14.44448	2018	15.7778	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	646	29.92310194	-1.999842114	RWA	Rwanda	1	FEMALE	PERCENT	Female	Percentage	17.1429	25.7143	25.6757	25.6757	48.75	48.75	48.75	48.75	48.75	56.25	56.25	56.25	56.25	56.25	63.75	63.75	63.75	61.25	61.25	62.75	2018	61.25	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	FEMALE	PERCENT	Female	Percentage	13.3333	13.3333	13.3333	13.3333	13.3333	0	0	0	6.6667	6.6667	6.6667	6.6667	6.6667	6.6667	6.6667	6.6667	13.3333	13.3333	13.3333	10.66666	2018	13.3333	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	660	-63.05651612	18.21525315	AIA	Anguilla	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	FEMALE	PERCENT	Female	Percentage	11.1111	11.1111	11.1111	11.1111	11.1111	11.1111	11.1111	5.5556	11.1111	11.1111	11.1111	11.1111	16.6667	16.6667	16.6667	16.6667	16.6667	16.6667	16.6667	16.6667	2018	16.6667	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	FEMALE	PERCENT	Female	Percentage	4.7619	4.7619	22.7273	22.7273	22.7273	22.7273	18.1818	18.1818	18.1818	18.1818	21.7391	14.2857	17.3913	17.3913	13.0435	13.0435	13.0435	13.0435	13.0435	13.0435	2018	13.0435	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	674	12.46329038	43.93841766	SMR	San Marino	1	FEMALE	PERCENT	Female	Percentage	13.3333	13.3333	16.6667	16.6667	16.6667	16.6667	16.6667	11.6667	11.6667	15	16.6667	16.6667	18.3333	16.6667	18.3333	16.6667	16.6667	26.6667	26.6667	21.00002	2018	26.6667	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	FEMALE	PERCENT	Female	Percentage	9.0909	9.0909	9.0909	9.0909	9.0909	9.0909	9.0909	7.2727	1.8182	7.2727	7.2727	18.1818	18.1818	18.1818	18.1818	18.1818	18.1818	18.1818	18.1818	18.1818	2018	18.1818	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	FEMALE	PERCENT	Female	Percentage					0	0	0	0	0	0	0	0	0	19.8675	19.8675	19.8675	19.8675	19.8675	19.8675	19.8675	2018	19.8675	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	686	-14.46636926	14.35920905	SEN	Senegal	1	FEMALE	PERCENT	Female	Percentage	12.1429	12.1429	16.6667	19.1667	19.1667	19.1667	19.1667	19.1667	22	22	22.6667	22.6667	22.6667	42.6667	43.3333	42.6667	42.6667	42.6667	41.8182	42.63032	2018	41.8182	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	688	20.805876	44.03145697	SRB	Serbia	1	FEMALE	PERCENT	Female	Percentage								20.4	20.4	21.6	21.6	21.6	22	33.2	33.6	34	34	34.4	34.4	34.08	2018	34.4	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	690	55.46561591	-4.678053059	SYC	Seychelles	1	FEMALE	PERCENT	Female	Percentage	23.5294	23.5294	23.5294	29.4118	29.4118	29.4118	29.4118	29.4118	23.5294	23.5294	23.5294	23.5294	43.75	43.75	43.75	43.75	43.75	21.2121	21.2121	34.73484	2018	21.2121	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	FEMALE	PERCENT	Female	Percentage	8.75	8.75	8.75	14.5161	14.5161	14.5161	14.5161	14.5161	13.2231	13.2231	13.2231	13.2231	12.9032	12.3967	12.0968	12.3967	12.3967	12.3967	12.3967	12.33672	2018	12.3967	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	702	103.8107883	1.361009155	SGP	Singapore	1	FEMALE	PERCENT	Female	Percentage	4.3011	6.4516	11.7647	11.7647	15.9574	15.9574	15.9574	24.4681	24.4681	24.4681	23.4043	23.4043	22.2222	24.2424	25.2525	25.2525	23.0769	23.7624	23	24.06886	2018	23	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
