GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,34,Southern Asia,2016.0,,42.00031,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,39,Southern Europe,2016.0,,99.87496,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,724,Spain,2016.0,,100,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,202,Sub-Saharan Africa,2016.0,,2.34592,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),To interpret with caution: estimates based on reported data coverage below 40% of the population
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,752,Sweden,2016.0,,100,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,756,Switzerland,2016.0,,100,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,762,Tajikistan,2016.0,,59.4585,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,804,Ukraine,2016.0,,100,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,826,United Kingdom of Great Britain and Northern Ireland,2016.0,,100,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,834,United Republic of Tanzania,2016.0,,0.3076,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,858,Uruguay,2016.0,,100,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,FEMALE,Female,G,Global,E,Estimated data,PERCENT,Percentage,704,Viet Nam,2016.0,,44.5156,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,11,Western Africa,2016.0,,3.74358,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,145,Western Asia,2016.0,,33.43979,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),To interpret with caution: estimates based on reported data coverage below 40% of the population
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,155,Western Europe,2016.0,,100,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,E,Estimated data,PERCENT,Percentage,1,World,2016.0,,41.08147,Float,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),
