"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"MDV","73.09672546","-0.614385021","462","Maldives","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","E","E","E","E","G","E","E","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.31","98.43","98.54","98.65","98.77","98.89","99.02","99.16","99.31","99.90","99.65","99.81","99.92","99.98","100.00","100.00","100.00",2016.0,"100.00"
"MLI","-3.522016039","17.35311254","466","Mali","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","E","E","E","E","G","E","E","G","E","E","G","E","E","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","10.28","10.80","13.27","14.75","16.23","17.71","16.60","20.73","22.26","24.03","25.40","26.99","25.60","30.21","31.83","37.60","35.07",2016.0,"35.07"
"MLI","-3.522016039","17.35311254","466","Mali","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","E","E","E","E","G","E","E","G","E","E","G","E","E","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","1.15","2.20","2.10","2.47","2.78","3.02","3.20","3.33","3.40","8.01","3.39","3.29","11.90","2.91","2.61","23.40","1.77",2016.0,"1.77"
"MLI","-3.522016039","17.35311254","466","Mali","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","E","E","E","E","G","E","E","G","E","E","G","E","E","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","33.37","37.00","39.56","42.65","45.75","48.85","47.40","55.09","58.23","57.86","64.54","67.71","76.00","74.06","77.25","83.10","83.62",2016.0,"83.62"
"MLT","14.44617519","35.89194275","470","Malta","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MLT","14.44617519","35.89194275","470","Malta","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MLT","14.44617519","35.89194275","470","Malta","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MRT","-10.33187259","20.26089546","478","Mauritania","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","E","E","E","G","E","G","G","E","E","E","E","E","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","18.66","22.20","21.42","22.78","24.15","18.20","26.91","33.04","30.00","31.19","32.65","34.13","35.62","37.12","38.80","39.50","41.65",2016.0,"41.65"
"MRT","-10.33187259","20.26089546","478","Mauritania","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","G","","","","G","","G","","","","","","","G","","","","Source: Global Tracking Framework 2018","","","","Source: Global Tracking Framework 2018","","Source: Global Tracking Framework 2018","","","","","","","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","","","","2.50","","","","1.60","","3.39","","","","","","","2.30","","",2014.0,"2.30"
"MRT","-10.33187259","20.26089546","478","Mauritania","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","G","E","E","E","G","E","G","G","E","E","E","E","E","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","44.43","49.70","48.91","51.15","53.39","41.60","57.90","70.37","62.45","64.74","67.05","69.36","71.68","74.01","76.90","78.67","81.01",2016.0,"81.01"
"BHR","50.5490754","26.04407747","48","Bahrain","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"BHR","50.5490754","26.04407747","48","Bahrain","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"BHR","50.5490754","26.04407747","48","Bahrain","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MUS","57.568022","-20.28581998","480","Mauritius","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","E","E","E","E","E","E","E","E","G","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.00","99.22","99.40","99.02","98.92","98.82","98.74","98.67","98.63","98.61","98.60","99.40","98.63","98.66","98.70","98.74","98.78",2016.0,"98.78"
"MUS","57.568022","-20.28581998","480","Mauritius","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","E","E","E","E","E","E","E","E","G","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.26","98.97","98.90","99.33","99.56","99.80","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MUS","57.568022","-20.28581998","480","Mauritius","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","E","E","E","E","E","E","E","E","G","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","99.56","100.00","98.60","98.03","97.46","96.91","96.36","95.83","95.31","94.81","94.31","93.82","93.33","92.85","92.37","91.89",2016.0,"91.89"
"MEX","-102.5148166","23.93378032","484","Mexico","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","E","G","G","G","E","G","E","G","E","G","E","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.01","97.18","97.90","97.52","98.60","98.93","99.11","98.25","98.91","98.72","99.24","99.25","99.11","99.75","99.17","99.00","100.00",2016.0,"100.00"
"MEX","-102.5148166","23.93378032","484","Mexico","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","E","G","G","G","E","G","E","G","E","G","E","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","93.06","90.84","92.46","91.97","95.87","96.56","97.04","94.49","95.94","96.07","97.52","97.90","97.19","99.57","97.53","98.00","100.00",2016.0,"100.00"
"MEX","-102.5148166","23.93378032","484","Mexico","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","G","E","G","G","G","E","G","E","G","E","G","E","G","G","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.43","99.29","99.53","99.30","99.39","99.61","99.71","99.38","99.73","99.48","99.70","99.63","99.65","99.80","99.64","99.30","100.00",2016.0,"100.00"
"MCO","7.424214814","43.73532918","492","Monaco","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MCO","7.424214814","43.73532918","492","Monaco","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"MCO","7.424214814","43.73532918","492","Monaco","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
