"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2005","Footnotes_2016","Nature_Code_2005","Nature_Code_2016","Source_2005","Source_2016","TimeDetail_2005","TimeDetail_2016","Value_2005","Value_2016","Latest_Year","Latest_Value"
"SEN","-14.46636926","14.35920905","686","Senegal","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","8.26","48.56",2016.0,"48.56"
"SRB","20.805876","44.03145697","688","Serbia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","30.31","15.67",2016.0,"15.67"
"SLE","-11.78306584","8.568604164","694","Sierra Leone","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","14.9","53.42",2016.0,"53.42"
"BIH","17.78584332","44.16845548","70","Bosnia and Herzegovina","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","18","13.57",2016.0,"13.57"
"SGP","103.8107883","1.361009155","702","Singapore","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","4.1","10.59",2016.0,"10.59"
"SVK","19.48495604","48.70741446","703","Slovakia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","32.75","13.71",2016.0,"13.71"
"SVN","14.82209486","46.11958061","705","Slovenia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","24.76","8.54",2016.0,"8.54"
"ZAF","24.67184355","-29.99957544","710","South Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","26.47","28.28",2016.0,"28.28"
"ZWE","29.86909584","-19.00075492","716","Zimbabwe","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","30.22","17.74",2016.0,"17.74"
"BWA","23.81380223","-22.18810073","72","Botswana","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","52.95","23.98",2016.0,"23.98"
"ESP","-3.554078296","40.39211472","724","Spain","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","22.15","13.04",2016.0,"13.04"
"SWE","14.3775338","60.60103109","752","Sweden","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","20.69","25.15",2016.0,"25.15"
"CHE","8.223158","46.96617097","756","Switzerland","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","37.68","42.59",2016.0,"42.59"
"BRA","-53.08432878","-10.77668561","76","Brazil","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","31.17","39.57",2016.0,"39.57"
"THA","101.0202951","15.13089239","764","Thailand","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","24.62","19.9",2016.0,"19.9"
"TON","-175.1959991","-21.19511329","776","Tonga","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","2.58","7.39",2016.0,"7.39"
"TTO","-61.29389504","10.41877263","780","Trinidad and Tobago","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","40.88","66.03",2016.0,"66.03"
"ARE","53.98279159","23.43322219","784","United Arab Emirates","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","41.2","38.21",2016.0,"38.21"
"TUR","35.42890329","38.9899684","792","Turkey","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","52.98","14.33",2016.0,"14.33"
"ALB","20.06660928","41.13897007","8","Albania","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","26.56","49.99",2016.0,"49.99"
"UGA","32.39100438","1.279557331","800","Uganda","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","60.7","54.19",2016.0,"54.19"
"UKR","31.40270802","49.00735945","804","Ukraine","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","12.09","26.82",2016.0,"26.82"
"MKD","21.7007909","41.60048068","807","The former Yugoslav Republic of Macedonia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","10.09","10.7",2016.0,"10.7"
"","","","827","United Kingdom (England and Wales)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","10.61","9.2",2016.0,"9.2"
"","","","828","United Kingdom (Northern Ireland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","32.71","24.35",2016.0,"24.35"
"","","","829","United Kingdom (Scotland)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","18.33","19.12",2016.0,"19.12"
"GGY","-2.200712402","49.71561166","831","Guernsey","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","22.58","25.27",2016.0,"25.27"
"JEY","-2.136773508","49.22353354","832","Jersey","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","28.82","26.43",2016.0,"26.43"
"IMN","-4.538190305","54.22880901","833","Isle of Man","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","31.37","21.05",2016.0,"21.05"
"TZA","34.80521182","-6.265332606","834","United Republic of Tanzania","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","57.03","50.15",2016.0,"50.15"
"BLZ","-88.70199554","17.19965901","84","Belize","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","5.58","54.88",2016.0,"54.88"
"USA","-99.13830311","39.5277871","840","United States of America","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","22.13","21.53",2016.0,"21.53"
"BFA","-1.742843829","12.27491081","854","Burkina Faso","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","47.37","46.64",2016.0,"46.64"
"URY","-56.01387025","-32.8002838","858","Uruguay","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","84.5","67.5",2016.0,"67.5"
"VEN","-66.15642084","7.121324748","862","Venezuela (Bolivarian Republic of)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","48.28","62.43",2016.0,"62.43"
"ZMB","27.850329","-14.59701056","894","Zambia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","44.61","34.65",2016.0,"34.65"
"SLB","160.1584117","-9.622391719","90","Solomon Islands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","35.44","60.04",2016.0,"60.04"
